,Material,Componente,FI0,Quantidade componente,col_bmeng
1,70015026,70015025,1.0,1.0,1.0
5,70015027,70015028,1.0,1000.0,1000.0
6,70015042,70015043,1.0,1000.0,1000.0
9,70015040,70015041,12.0,12.0,1.0
16,70015029,70015030,1.0,1000.0,1000.0
18,70015039,70004828,1.0,100.0,100.0
20,70015037,70015038,1.0,1000.0,1000.0
23,70015031,70015032,1.0,1000.0,1000.0
26,70015035,70015036,1.0,1000.0,1000.0
34,72001210,72001284,1.0,90.0,90.0
35,42000164,45000011,1.0,1000.0,1000.0
37,42000164,41000148,0.06,60.0,1000.0
40,70015044,70000084,1.0,1.0,1.0
43,70014867,70014866,1.0,1000.0,1000.0
49,70015066,70015067,1.0,1000.0,1000.0
53,70015079,70015078,1.0,1000.0,1000.0
57,70001530,70000990,1.0,1.0,1.0
58,70015094,70015108,44.0,44.0,1.0
64,70014322,70006569,1.0,1000.0,1000.0
67,70015096,70015097,1.0,1000.0,1000.0
69,70015070,70015069,1.0,1000.0,1000.0
72,70015081,70015080,1.0,1000.0,1000.0
75,70015087,70015086,1.0,1000.0,1000.0
78,70015089,70008998,1.0,1.0,1.0
81,70015101,70015102,1.0,1000.0,1000.0
87,70015103,70015104,1.0,1000.0,1000.0
89,70015110,70015111,1.0,1000.0,1000.0
94,72001037,72001255,1.0,600.0,600.0
97,72001228,72001229,1.0,300.0,300.0
101,72001224,72001225,1.0,220.0,220.0
107,72001226,72001227,1.0,400.0,400.0
110,72001219,72001230,1.0,1440.0,1440.0
115,72001221,72001220,1.0,1440.0,1440.0
120,71001952,71001951,1.0,1000.0,1000.0
124,71001953,71001269,1.0,1000.0,1000.0
126,70015145,70015144,1.24,1240.0,1000.0
130,70015154,70015155,1.0,1.0,1.0
138,70015156,70015157,1.0,1.0,1.0
141,70015166,70015167,1.28,1280.0,1000.0
145,70015153,70015147,44.0,44.0,1.0
150,72001231,72001232,1.0,1000.0,1000.0
156,70015143,70006592,1.0,1000.0,1000.0
157,70015165,70015164,1.0,1000.0,1000.0
163,70001486,70001187,1.0,1.0,1.0
166,70001314,70001189,1.0,1.0,1.0
169,72001233,90100347,4.0,200.0,50.0
171,72001233,90100319,1.0,50.0,50.0
173,72001233,72001234,1.0,50.0,50.0
174,72001233,90100497,1.0,50.0,50.0
176,70014209,70006638,1.0,1000.0,1000.0
179,72001235,72000302,1.0,600.0,600.0
181,72001235,90100319,1.0,600.0,600.0
185,72001236,90100319,1.0,100.0,100.0
187,72001236,72000303,1.0,100.0,100.0
193,70015170,70000112,1.0,1.0,1.0
196,70015181,70015182,1.0,1000.0,1000.0
200,70015179,70015180,1.0,1000.0,1000.0
203,70005158,70010425,1.0,1000.0,1000.0
204,70001438,70015621,1.0,1.0,1.0
209,70014040,70004484,1.0,1000.0,1000.0
212,70014041,70010178,1.0,1000.0,1000.0
214,71001954,71001955,1.0,1000.0,1000.0
218,70015189,70015188,1.0,1000.0,1000.0
220,70015046,70000475,0.16666,166.66,1000.0
224,70014100,70015203,1.0,1.0,1.0
225,72000933,72000304,1.0,1200.0,1200.0
232,70015074,70015077,1.0,1000.0,1000.0
235,70015053,70007423,1.0,1000.0,1000.0
238,70015088,70005999,0.5,500.0,1000.0
243,70007675,70015218,1.0,24.0,24.0
246,71000403,71001976,1.0,1000.0,1000.0
247,70007633,70007627,1.0,1000.0,1000.0
253,70015216,70008989,1.0,1000.0,1000.0
254,70015158,90100253,0.057144,57.144,1000.0
255,70015158,70015159,1.0,1000.0,1000.0
259,70015217,70000084,1.0,1.0,1.0
262,70002093,70013895,1.0,1000.0,1000.0
265,70015219,70006663,1.0,1.0,1.0
269,70015220,70008957,1.0,1.0,1.0
271,70015221,70008998,1.0,1.0,1.0
273,70015222,70008942,1.0,1.0,1.0
277,70015223,70008939,1.0,1.0,1.0
281,70015224,70008954,1.0,1.0,1.0
284,70015225,70006623,1.0,1000.0,1000.0
287,70015227,70015226,1.0,1000.0,1000.0
289,70015228,70008928,1.0,1000.0,1000.0
294,70015233,70005632,1.0,1000.0,1000.0
295,72000936,72000010,1.0,390.0,390.0
297,72000936,72000324,1.0,390.0,390.0
300,72000936,72000322,1.0,390.0,390.0
302,72000602,90100319,1.0,600.0,600.0
304,72000602,72001265,1.0,600.0,600.0
307,70015229,70015230,1.0,1000.0,1000.0
310,70015240,70015239,1.0,1000.0,1000.0
312,70014112,70004241,0.11112000000000001,111.12,1000.0
314,70014285,70007553,11.0,11000.0,1000.0
319,72000649,72001271,1.0,690.0,690.0
323,70015231,70015232,1.0,1000.0,1000.0
326,70015235,70004868,1.0,1000.0,1000.0
327,70015241,70000023,1.0,1000.0,1000.0
329,70015234,70004513,0.5,500.0,1000.0
334,72001272,72000222,1.0,140.0,140.0
338,70014021,70013544,1.0,1000.0,1000.0
340,42000183,41000148,0.06,60.0,1000.0
343,42000183,45000011,1.0,1000.0,1000.0
344,70001527,70009653,1.0,1000.0,1000.0
350,70013962,70005873,1.0,1000.0,1000.0
354,70013961,70011579,1.0,1000.0,1000.0
356,72001256,72000951,1.0,360.0,360.0
361,72001258,72001257,1.0,360.0,360.0
366,72001268,72001267,1.0,480.0,480.0
368,72001259,72000955,1.0,300.0,300.0
370,70015269,70015268,1.0,1000.0,1000.0
376,71001997,71001996,1.0,1000.0,1000.0
380,70015270,70011864,1.0,1000.0,1000.0
383,70015252,70015292,1.0,1000.0,1000.0
386,70015271,70011853,1.0,1000.0,1000.0
389,70015272,70005565,1.0,1000.0,1000.0
394,70015283,70008946,1.0,1.0,1.0
397,72001262,72000952,1.0,120.0,120.0
401,72001261,72001260,1.0,300.0,300.0
403,72001264,72001263,1.0,300.0,300.0
406,70015273,70005845,0.11112000000000001,111.12,1000.0
408,70015266,70005606,1.0,1000.0,1000.0
411,70015277,70015278,1.0,1000.0,1000.0
415,70015275,70015276,1.0,1000.0,1000.0
416,70015267,70005611,1.0,1000.0,1000.0
420,70015284,70015285,1.0,1000.0,1000.0
423,70015286,70015287,1.0,1000.0,1000.0
427,70015288,70015289,1.0,1000.0,1000.0
428,71002000,71001269,1.0,1000.0,1000.0
431,70015298,70015309,30.5,30.5,1.0
436,70015299,70015300,1.0,1000.0,1000.0
439,70014409,70014407,1.0,1000.0,1000.0
441,70014169,70003727,1.0,1000.0,1000.0
442,70015301,70014448,1.0,1000.0,1000.0
449,72001283,90100319,1.0,1200.0,1200.0
450,72001283,72001282,1.0,1200.0,1200.0
453,70015305,70015310,1.0,1000.0,1000.0
456,70015334,70010099,1.0,1000.0,1000.0
457,70015315,70015316,1.0,1000.0,1000.0
461,70015335,70015363,1.0,1000.0,1000.0
463,70011111,70005739,1.0,1000.0,1000.0
467,70015337,70015336,1.0,1000.0,1000.0
472,70015340,70015339,1.0,1000.0,1000.0
473,70015318,70015317,1.0,1000.0,1000.0
479,70015306,70006618,1.0,1000.0,1000.0
482,70015341,70000681,0.04348,43.48,1000.0
485,70015191,70008969,1.0,1.0,1.0
489,70002616,70015370,1.0,1000.0,1000.0
492,70014162,70015369,1.0,1000.0,1000.0
494,70015342,70001617,0.03704,37.04,1000.0
498,70015371,70015372,1.0,1000.0,1000.0
503,70015364,70000101,1.0,1000.0,1000.0
504,70015290,70015291,1.285,1285.0,1000.0
509,71000171,71002009,1.0,1000.0,1000.0
512,70001432,70015398,1.0,1000.0,1000.0
517,70015406,70014586,1.0,1000.0,1000.0
520,70015408,70015407,1.0,1000.0,1000.0
521,70015382,70015383,1.0,1000.0,1000.0
525,70015405,70024110,1.0,1000.0,1000.0
528,71002012,71001441,1.0,1000.0,1000.0
529,70015409,70015422,1.0,1000.0,1000.0
531,70015402,70006218,1.0,1000.0,1000.0
535,70015403,70006186,1.0,1000.0,1000.0
539,70015404,70006221,1.0,1000.0,1000.0
540,70015427,70015431,1.0,1000.0,1000.0
542,72001292,70000760,0.05,40.0,800.0
546,70015410,70006222,1.0,1000.0,1000.0
549,70003513,70003507,1.0,1.0,1.0
554,70015412,70015411,1.0,1000.0,1000.0
556,70015435,70015434,30.0,30.0,1.0
559,70015441,70015442,1.0,1000.0,1000.0
562,72001183,72001182,1.0,1000.0,1000.0
563,72001183,90100319,1.0,1000.0,1000.0
569,72001310,72001311,1.0,960.0,960.0
574,72001312,72001313,1.0,480.0,480.0
575,72001298,70013522,0.1111111111111111,10.0,90.0
579,72001314,72001315,1.0,240.0,240.0
582,72001300,72001299,1.0,1000.0,1000.0
583,70015414,70015413,1.0,1000.0,1000.0
586,70015448,70015157,1.0,1000.0,1000.0
588,72001304,72001303,1.0,600.0,600.0
592,72001308,72001307,1.0,1000.0,1000.0
596,71002014,71001005,1.0,1000.0,1000.0
600,72001316,70000296,0.08333333333333333,150.0,1800.0
601,70015475,70010104,1.0,1000.0,1000.0
606,72001318,72000302,1.0,600.0,600.0
608,72001318,90100319,1.0,600.0,600.0
609,70015416,70015415,1.0,1000.0,1000.0
613,72001319,90100319,1.0,1200.0,1200.0
616,72001319,72000304,1.0,1200.0,1200.0
618,70015418,70015417,1.0,1000.0,1000.0
626,72001309,90101085,0.002775,2.775,1000.0
629,72001309,70015466,0.07326,73.26,1000.0
632,70015419,70005635,1.0,1000.0,1000.0
635,70015423,70005636,1.0,1000.0,1000.0
639,70002124,70009307,1.0,1000.0,1000.0
644,72001289,72001290,1.0,1000.0,1000.0
651,70015498,70015499,44.0,44.0,1.0
653,70015500,70005636,1.0,1000.0,1000.0
658,72001295,70015425,0.08333333333333333,50.0,600.0
659,70015508,70015507,1.0,1000.0,1000.0
662,72001323,90100284,0.007,8.4,1200.0
663,72001323,90100317,1.0,1200.0,1200.0
666,72001323,72001324,1.0,1200.0,1200.0
672,72001325,90100284,0.008333333333333333,10.0,1200.0
673,72001325,90100317,1.0,1200.0,1200.0
674,72001325,72001324,1.0,1200.0,1200.0
679,72001326,90100284,0.007037037037037037,7.6,1080.0
681,72001326,90100317,1.0,1080.0,1080.0
682,72001326,72001327,1.0,1080.0,1080.0
685,70014071,70000064,1.0,1.0,1.0
689,70015491,70001621,1.0,1.0,1.0
690,70015491,70001621,1.0,1.0,1.0
692,70015492,70001631,1.0,100.0,100.0
694,70015513,70015512,1.0,1000.0,1000.0
696,70015511,70015510,1.0,1000.0,1000.0
700,70015493,70001617,1.0,100.0,100.0
703,70015509,70014568,1.0,1000.0,1000.0
706,70015522,70015521,1.0,1000.0,1000.0
710,70015520,70015514,15.0,15.0,1.0
711,71002016,71002017,1.0,1000.0,1000.0
714,70014978,70001631,0.04,40.0,1000.0
715,70015494,70009229,1.0,1.0,1.0
721,70015542,70006560,1.0,1000.0,1000.0
724,71002018,71002019,1.0,1000.0,1000.0
726,70015536,70015535,1.0,1000.0,1000.0
730,70015540,70015541,1.0,1000.0,1000.0
732,70015545,70015544,1.0,1000.0,1000.0
734,70015548,70015547,1.0,1000.0,1000.0
736,70015496,70015495,1.0,1000.0,1000.0
739,70015571,70015572,1.0,1000.0,1000.0
744,70015549,70008781,1.0,1.0,1.0
749,70015563,70008803,1.0,1.0,1.0
750,70015556,70015557,1.0,1000.0,1000.0
754,70015558,70005624,1.0,1000.0,1000.0
758,70015559,70011591,1.0,1000.0,1000.0
760,70015560,70011589,1.0,1000.0,1000.0
763,70015561,70015562,1.0,1000.0,1000.0
767,72001320,72001321,1.0,90.0,90.0
770,70015566,70009179,1.0,1000.0,1000.0
771,70015567,70005612,1.0,1000.0,1000.0
777,72001365,72001364,1.0,480.0,480.0
783,70015568,70015569,1.0,1000.0,1000.0
784,72001433,72001437,1.0,1000.0,1000.0
785,72001433,72001435,1.0,1000.0,1000.0
789,72001433,72001434,2.0,2000.0,1000.0
791,72001433,72001436,1.0,1000.0,1000.0
793,72001433,72001438,2.0,2000.0,1000.0
795,72001297,70000296,0.083333,83.333,1000.0
799,70015604,70013449,0.125,125.0,1000.0
801,70015606,70015607,1.0,1000.0,1000.0
806,70015608,70015609,1.0,1000.0,1000.0
808,70015611,70015612,1.0,1000.0,1000.0
811,70015613,70015614,1.0,1000.0,1000.0
813,70015642,70015643,1.0,1000.0,1000.0
816,70013951,70011738,1.0,2100.0,2100.0
818,70015449,70005994,1.0,1000.0,1000.0
821,70015634,70015635,1.0,1000.0,1000.0
822,70014766,70014774,1.0,1000.0,1000.0
824,70015619,70015620,1.0,1.0,1.0
829,70015636,70021671,20.0,20.0,1.0
833,70014061,70006653,1.0,1000.0,1000.0
836,70014060,70009015,1.0,1000.0,1000.0
838,70021672,70021673,1.0,1000.0,1000.0
842,70021661,70003830,13.0,13.0,1.0
847,70015618,70006592,1.0,1000.0,1000.0
853,70021662,70000043,1.0,1.0,1.0
857,70021665,70021666,1.0,1.0,1.0
861,72001281,72000006,1.0,600.0,600.0
863,72001281,90100496,1.0,600.0,600.0
866,70014720,70006200,1.0,1000.0,1000.0
869,71004747,71004748,1.0,1000.0,1000.0
874,70021695,70021696,1.0,1000.0,1000.0
875,70021701,70008454,1.0,1.0,1.0
878,70021698,70001631,0.5,500.0,1000.0
882,70014757,70001631,0.04,40.0,1000.0
884,71004743,71004742,1.0,1000.0,1000.0
888,70021663,70021664,1.0,1.0,1.0
892,70021708,70021707,1.0,1000.0,1000.0
894,72001439,72001442,1.0,80.0,80.0
895,72001439,72001440,1.0,80.0,80.0
897,72001439,72001441,1.0,80.0,80.0
901,71004903,71004831,1.0,1000.0,1000.0
902,70021738,70000238,1.0,1000.0,1000.0
905,70021739,70005604,1.0,1000.0,1000.0
910,70021740,70021741,1.0,1000.0,1000.0
913,71000984,71000214,2.0,2000.0,1000.0
915,71000984,71000238,1.0,1000.0,1000.0
918,71000984,71000239,1.0,1000.0,1000.0
920,70021687,70021688,1.0,1680.0,1680.0
924,70021676,70010106,1.0,1000.0,1000.0
927,70021677,70010421,1.0,1000.0,1000.0
931,70021678,70021679,1.0,1000.0,1000.0
934,70021680,70010104,1.0,1000.0,1000.0
936,70021681,70010425,1.0,1000.0,1000.0
939,70021721,70022956,1.0,1000.0,1000.0
942,70021744,70002816,0.022940000000000002,22.94,1000.0
944,70023545,70000875,0.1,100.0,1000.0
947,70021682,70021683,1.0,1000.0,1000.0
949,70021684,70010422,1.0,1000.0,1000.0
953,70021685,70021686,1.0,1000.0,1000.0
955,72001446,90100319,1.0,90.0,90.0
957,72001446,72000287,1.0,90.0,90.0
959,72001447,72001448,1.0,300.0,300.0
961,72001280,72000031,1.0,140.0,140.0
965,70021749,70021750,1.0,1000.0,1000.0
967,70021751,70021752,1.0,1000.0,1000.0
971,70021765,70021766,1.0,1000.0,1000.0
973,71004745,70014820,0.05555555555555555,50.0,900.0
976,70021763,70001625,1.0,100.0,100.0
978,70021764,70001626,1.0,100.0,100.0
981,70021770,70021769,1.0,1000.0,1000.0
982,70021784,70010166,1.0,1000.0,1000.0
988,70021790,70021791,1.0,1000.0,1000.0
991,70021774,70021775,26.0,26.0,1.0
995,70021792,70021793,1.0,1000.0,1000.0
997,70021794,70021795,1.0,1000.0,1000.0
999,70015447,70015033,1.0,1000.0,1000.0
1002,70015603,70015538,1.0,1000.0,1000.0
1005,71004763,70003710,0.5,500.0,1000.0
1006,71004764,70021812,1.0,1000.0,1000.0
1011,71001544,71001357,1.0,1000.0,1000.0
1013,71004766,71004765,1.0,1000.0,1000.0
1015,75000047,75000065,1.0,1000.0,1000.0
1018,70021818,70021819,1.0,1000.0,1000.0
1022,71004768,71004767,1.0,1000.0,1000.0
1025,70015537,70010446,1.0,1000.0,1000.0
1028,70015034,70010447,1.0,1000.0,1000.0
1033,70015605,70005606,1.0,1000.0,1000.0
1034,70015057,70005601,1.0,2100.0,2100.0
1037,71004770,71004769,1.0,1000.0,1000.0
1040,70021807,70005845,0.08334,83.34,1000.0
1044,72001455,72001458,1.0,26.0,26.0
1048,72001456,72001458,1.0,26.0,26.0
1050,70021828,70000238,1.0,4200.0,4200.0
1053,70021829,70009520,1.0,1000.0,1000.0
1055,70021830,70021831,1.0,1000.0,1000.0
1060,70021832,70021833,1.0,1000.0,1000.0
1061,70021826,70021825,1.0,1000.0,1000.0
1064,70021836,70002970,0.5,0.5,1.0
1070,70021858,70021855,22.0,22.0,1.0
1073,70021854,70011515,1.0,1000.0,1000.0
1079,70021853,70021852,1.0,1000.0,1000.0
1084,70021843,70021842,3.15,3150.0,1000.0
1087,70021835,70021834,0.61,610.0,1000.0
1088,70021841,70021840,2.59,2590.0,1000.0
1098,70021851,70021850,1.97,1970.0,1000.0
1099,70021844,70008186,22.0,22.0,1.0
1105,70021860,70021861,1.0,1000.0,1000.0
1106,41000779,41000255,1.0,1000.0,1000.0
1110,70021863,70010117,1.0,1000.0,1000.0
1113,71004787,71004788,1.0,1000.0,1000.0
1114,71004792,71004793,1.0,1000.0,1000.0
1117,72001463,70000296,0.06666666666666667,72.0,1080.0
1122,70021883,70005630,1.0,1000.0,1000.0
1125,70021879,70021878,66.0,66.0,1.0
1131,70021896,70021895,1.0,1000.0,1000.0
1133,70021892,70021891,1.0,1000.0,1000.0
1135,71004780,71004781,1.0,1000.0,1000.0
1138,71004779,71004778,1.0,1000.0,1000.0
1141,70015644,70015645,1.0,1000.0,1000.0
1149,70021902,70005847,0.034483,34.483,1000.0
1150,70005517,70004797,1.0,1.0,1.0
1151,70005518,70001617,1.0,1.0,1.0
1152,70005521,70000681,1.0,1.0,1.0
1153,70005496,70001617,1.0,1.0,1.0
1154,70005845,70001618,1.0,1.0,1.0
1155,70005854,70000655,1.0,1.0,1.0
1156,70005532,70000655,1.0,1.0,1.0
1157,70005537,70001618,1.0,1.0,1.0
1158,70005497,70001618,1.0,1.0,1.0
1159,70005991,70000655,1.0,1.0,1.0
1160,70005546,70000655,1.0,1.0,1.0
1161,70005850,70001620,1.0,1.0,1.0
1162,70005519,70001620,1.0,1.0,1.0
1163,70005992,70000657,1.0,1.0,1.0
1164,70005522,70000657,1.0,1.0,1.0
1165,70005538,70001620,1.0,1.0,1.0
1166,70005498,70001620,1.0,1.0,1.0
1167,70005993,70000309,1.0,1.0,1.0
1168,70005851,70001621,1.0,1.0,1.0
1169,70005539,70001621,1.0,1.0,1.0
1170,70005499,70001621,1.0,1.0,1.0
1171,70005861,70001622,1.0,1.0,1.0
1172,70005523,70000658,1.0,1.0,1.0
1173,70005524,70001861,1.0,1.0,1.0
1174,70005500,70002708,1.0,1.0,1.0
1175,70005525,70001943,1.0,1.0,1.0
1176,70005501,70001725,1.0,1.0,1.0
1177,70005502,70001726,1.0,1.0,1.0
1178,70006151,70002130,1.0,1.0,1.0
1179,70005855,70000359,1.0,1.0,1.0
1180,70005846,70000002,1.0,1.0,1.0
1181,70005533,70000659,1.0,1.0,1.0
1182,70005503,70000002,1.0,1.0,1.0
1183,70005856,70001625,1.0,1.0,1.0
1184,70005526,70000661,1.0,1.0,1.0
1185,70005534,70000661,1.0,1.0,1.0
1186,70005504,70001625,1.0,1.0,1.0
1187,70005542,70001625,1.0,1.0,1.0
1188,70005514,70002545,1.0,1.0,1.0
1189,70005994,70000606,1.0,1.0,1.0
1190,70005513,70001687,1.0,1.0,1.0
1191,70005995,70000662,1.0,1.0,1.0
1192,70006245,70000005,1.0,1.0,1.0
1193,70005847,70001631,1.0,1.0,1.0
1194,70005996,70000664,1.0,1.0,1.0
1195,70005527,70000664,1.0,1.0,1.0
1196,70005543,70001631,1.0,1.0,1.0
1197,70005540,70001631,1.0,1.0,1.0
1198,70005512,70001631,1.0,1.0,1.0
1199,70005544,70000005,1.0,1.0,1.0
1200,70005541,70001631,1.0,1.0,1.0
1201,70005857,70003386,1.0,1.0,1.0
1202,70005536,70003793,1.0,1.0,1.0
1203,70005858,70000605,1.0,1.0,1.0
1204,70005511,70000605,1.0,1.0,1.0
1205,70005998,70000462,1.0,1.0,1.0
1206,70005999,70001548,1.0,1.0,1.0
1207,70006000,70000292,1.0,1.0,1.0
1208,70005510,70000292,1.0,1.0,1.0
1209,70005509,70003073,1.0,1.0,1.0
1210,70005508,70000006,1.0,1.0,1.0
1211,70006001,70004145,1.0,1.0,1.0
1212,70005528,70001494,1.0,1.0,1.0
1213,70005529,70002185,1.0,1.0,1.0
1214,70005530,70000669,1.0,1.0,1.0
1215,70005535,70000669,1.0,1.0,1.0
1216,70005507,70001626,1.0,1.0,1.0
1217,70005852,70001632,1.0,1.0,1.0
1218,70005849,70000671,1.0,1.0,1.0
1219,70005531,70000671,1.0,1.0,1.0
1220,70005506,70001632,1.0,1.0,1.0
1221,70005853,70003937,1.0,1.0,1.0
1222,70005545,70003936,1.0,1.0,1.0
1223,70005505,70001985,1.0,1.0,1.0
1224,70005520,70002908,1.0,1.0,1.0
1225,70005859,70000010,1.0,1.0,1.0
1226,70004478,70005845,1.0,1000.0,1000.0
1227,70005838,70005498,0.43673500000000004,436.735,1000.0
1228,70011017,70011059,1.0,1000.0,1000.0
1229,70011070,70005856,0.5,500.0,1000.0
1230,70011059,70012051,1.0,1000.0,1000.0
1231,70006177,70005839,1.0,1000.0,1000.0
1232,70010838,70013438,0.5,500.0,1000.0
1233,70010854,70005847,0.64898,648.98,1000.0
1234,70005839,70005543,0.6653060000000001,665.306,1000.0
1235,70010744,70005858,1.0,1000.0,1000.0
1236,70010738,70000512,1.0,1000.0,1000.0
1237,70010722,70000527,1.0,1000.0,1000.0
1238,70010670,70010695,1.0,1000.0,1000.0
1239,70010682,70000462,0.5,500.0,1000.0
1240,70010695,70005998,1.0,1000.0,1000.0
1241,70010585,70010593,1.0,1000.0,1000.0
1242,70010593,70006000,1.0,1000.0,1000.0
1243,70010391,70010419,1.0,1000.0,1000.0
1244,70010420,70011990,0.5,500.0,1000.0
1245,70005920,70005852,0.5,500.0,1000.0
1246,70010412,70005852,0.5,500.0,1000.0
1247,70010419,70005852,0.5428569999999999,542.857,1000.0
1248,70006178,70006060,1.0,1000.0,1000.0
1249,70006060,70005853,0.5,500.0,1000.0
1250,70010336,70001985,0.5,500.0,1000.0
1251,70010332,70001448,0.5,500.0,1000.0
1252,70010317,70002908,0.5,500.0,1000.0
1253,70006039,70000640,0.5,500.0,1000.0
1254,70010306,70000640,1.0,1000.0,1000.0
1255,70010321,70011975,1.0,1000.0,1000.0
1256,70010296,70005414,0.5,500.0,1000.0
1257,70010284,70006061,1.0,1000.0,1000.0
1258,70006061,70000641,0.5,500.0,1000.0
1259,70010287,70000642,0.5,500.0,1000.0
1260,70010277,70003943,0.5,500.0,1000.0
1261,70010044,70004797,0.024390000000000002,24.39,1000.0
1262,70010045,70005517,0.024399999999999998,24.4,1000.0
1263,70010047,70005517,0.05,50.0,1000.0
1264,70010046,70005517,0.05,50.0,1000.0
1265,70005550,70005521,0.019608,19.608,1000.0
1266,70005551,70005521,0.029412,29.412,1000.0
1267,70005552,70005521,0.05,50.0,1000.0
1268,70005553,70005496,0.015390000000000001,15.39,1000.0
1269,70005554,70005496,0.02,20.0,1000.0
1270,70005555,70005496,0.023260000000000003,23.26,1000.0
1271,70005565,70005496,0.024390000000000002,24.39,1000.0
1272,70005567,70005496,0.03125,31.25,1000.0
1273,70005568,70005496,0.04,40.0,1000.0
1274,70005569,70005496,0.04,40.0,1000.0
1275,70005570,70005496,0.047619999999999996,47.62,1000.0
1276,70005571,70005496,0.05,50.0,1000.0
1277,70005573,70005496,0.05,50.0,1000.0
1278,70005577,70005496,0.083333,83.333,1000.0
1279,70005578,70005496,0.1,100.0,1000.0
1280,70005866,70005521,0.02565,25.65,1000.0
1281,70005867,70005521,0.05264,52.64,1000.0
1282,70005868,70005518,0.02,20.0,1000.0
1283,70005869,70005518,0.04,40.0,1000.0
1284,70005840,70005496,0.25,250.0,1000.0
1285,70006006,70001618,0.03125,31.25,1000.0
1286,70005870,70000655,0.00382,3.82,1000.0
1287,70005580,70005532,0.014286,14.286,1000.0
1288,70005581,70005532,0.023809999999999998,23.81,1000.0
1289,70005582,70005532,0.038462,38.462,1000.0
1290,70005583,70005532,0.047619,47.619,1000.0
1291,70005584,70005532,0.071429,71.429,1000.0
1292,70005585,70005537,0.005618000000000001,5.618,1000.0
1293,70005586,70005537,0.006024,6.024,1000.0
1294,70005587,70005537,0.012048,12.048,1000.0
1295,70005588,70005537,0.018182,18.182,1000.0
1296,70005589,70005537,0.024390000000000002,24.39,1000.0
1297,70005590,70005537,0.037037,37.037,1000.0
1298,70005591,70005537,0.03847,38.47,1000.0
1299,70005592,70005537,0.05,50.0,1000.0
1300,70005593,70005537,0.07693000000000001,76.93,1000.0
1301,70005594,70005537,0.1,100.0,1000.0
1302,70005598,70005497,0.003205,3.205,1000.0
1303,70005599,70005497,0.006024,6.024,1000.0
1304,70005600,70005497,0.00641,6.41,1000.0
1305,70005601,70005497,0.008,8.0,1000.0
1306,70005603,70005497,0.01,10.0,1000.0
1307,70005604,70005497,0.01205,12.05,1000.0
1308,70005605,70005497,0.01283,12.83,1000.0
1309,70005606,70005497,0.01613,16.13,1000.0
1310,70005607,70005497,0.018182,18.182,1000.0
1311,70005608,70005497,0.02,20.0,1000.0
1312,70005609,70005497,0.024399999999999998,24.4,1000.0
1313,70005610,70005497,0.025640999999999997,25.641,1000.0
1314,70005611,70005497,0.032258,32.258,1000.0
1315,70005612,70005497,0.04,40.0,1000.0
1316,70005613,70005497,0.05,50.0,1000.0
1317,70005614,70005497,0.083333,83.333,1000.0
1318,70005615,70005497,0.1,100.0,1000.0
1319,70006011,70005991,0.00382,3.82,1000.0
1320,70005616,70005546,0.004762,4.762,1000.0
1321,70005871,70005497,0.01283,12.83,1000.0
1322,70005872,70005497,0.025640999999999997,25.641,1000.0
1323,70006009,70005845,0.03449,34.49,1000.0
1324,70006180,70011682,1.0,1000.0,1000.0
1325,70006010,70005845,0.142857,142.857,1000.0
1326,70006012,70001620,0.00321,3.21,1000.0
1327,70004512,70001620,0.008,8.0,1000.0
1328,70005873,70001620,0.01205,12.05,1000.0
1329,70004513,70001620,0.016129,16.129,1000.0
1330,70004729,70001620,0.02,20.0,1000.0
1331,70005874,70001620,0.04,40.0,1000.0
1332,70004514,70001620,0.0625,62.5,1000.0
1333,70005618,70005519,0.004,4.0,1000.0
1334,70005619,70005519,0.008,8.0,1000.0
1335,70005620,70005519,0.01205,12.05,1000.0
1336,70005621,70005519,0.01613,16.13,1000.0
1337,70005622,70005519,0.02,20.0,1000.0
1338,70005623,70005519,0.024399999999999998,24.4,1000.0
1339,70004439,70000657,0.004762,4.762,1000.0
1340,70006019,70000657,0.014289999999999999,14.29,1000.0
1341,70006020,70000657,0.01667,16.67,1000.0
1342,70006021,70000657,0.02174,21.74,1000.0
1343,70006022,70000657,0.023809999999999998,23.81,1000.0
1344,70005624,70005538,0.008,8.0,1000.0
1345,70006025,70005538,0.01613,16.13,1000.0
1346,70005625,70005538,0.05,50.0,1000.0
1347,70005626,70005538,0.1,100.0,1000.0
1348,70005627,70005498,0.003205,3.205,1000.0
1349,70005628,70005498,0.004,4.0,1000.0
1350,70005629,70005498,0.00642,6.42,1000.0
1351,70005630,70005498,0.008,8.0,1000.0
1352,70005631,70005498,0.01205,12.05,1000.0
1353,70005632,70005498,0.01613,16.13,1000.0
1354,70005633,70005498,0.018182,18.182,1000.0
1355,70005634,70005498,0.019231,19.231,1000.0
1356,70005635,70005498,0.02,20.0,1000.0
1357,70005636,70005498,0.024390000000000002,24.39,1000.0
1358,70005637,70005498,0.028571000000000003,28.571,1000.0
1359,70005638,70005498,0.032258,32.258,1000.0
1360,70005639,70005498,0.037037,37.037,1000.0
1361,70005640,70005498,0.04,40.0,1000.0
1362,70005641,70005498,0.04,40.0,1000.0
1363,70005642,70005498,0.05,50.0,1000.0
1364,70005643,70005498,0.0625,62.5,1000.0
1365,70005644,70005498,0.08334,83.34,1000.0
1366,70005645,70005498,0.1,100.0,1000.0
1367,70006013,70005850,0.01695,16.95,1000.0
1368,70006014,70005850,0.02565,25.65,1000.0
