,Material,Componente,FI0,Quantidade componente,col_bmeng
17906,70023135,70002820,0.05,0.05,1.0
17910,70023132,70023133,1.0,1000.0,1000.0
17912,70023131,70002812,0.01,10.0,1000.0
17914,70023133,70000939,0.0625,62.5,1000.0
17916,70023251,70023250,1.0,9.0,9.0
17917,70023252,70008124,0.125,1.0,8.0
17920,70023134,70023135,1.0,1.0,1.0
17923,70023253,70023252,1.0,8.0,8.0
17927,71001565,71001445,1.0,1000.0,1000.0
17929,70023137,70006849,0.143,0.143,1.0
17932,70023136,70023137,1.0,1.0,1.0
17933,70023128,70012013,0.33333999999999997,333.34,1000.0
17934,70023138,70023128,1.0,1000.0,1000.0
17936,70023140,70012013,1.0,1000.0,1000.0
17938,70023139,70023140,1.0,1000.0,1000.0
17939,70023142,70000669,0.028579999999999998,28.58,1000.0
17940,70023998,70000872,0.125,125.0,1000.0
17944,90100487,90100297,0.2,20.0,100.0
17945,90100499,90100373,0.5591700000000001,55.917,100.0
17946,72000959,70013619,0.125,200.0,1600.0
17949,70023141,70023142,1.0,1000.0,1000.0
17952,70005233,90100254,1.0,100.0,100.0
17953,70005233,70001901,1.0,100.0,100.0
17954,70005233,70005231,1.0,100.0,100.0
17955,71004863,71001491,0.055560000000000005,55.56,1000.0
17956,71000664,71004863,1.0,1000.0,1000.0
17960,71001445,71001487,0.5,500.0,1000.0
17961,71001487,71001414,0.016394,16.394,1000.0
17963,71001414,71001346,1.0,1.0,1.0
17964,71001346,70000956,0.171,0.171,1.0
17965,71001491,70013425,0.0126,12.6,1000.0
17966,70013425,70000956,1.0,100.0,100.0
17968,41000827,41000309,1.0,1000.0,1000.0
17969,70023147,70002620,1.0,1.0,1.0
17970,70023146,70023147,0.047619999999999996,47.62,1000.0
17972,70023145,70023146,1.0,1000.0,1000.0
17974,70023143,70003979,1.0,1000.0,1000.0
17976,70023149,70002970,0.0011200000000000001,1.12,1000.0
17977,70023148,70023149,2.25,2250.0,1000.0
17982,70023151,70002988,0.0011200000000000001,1.12,1000.0
17984,70023640,70002819,0.17,0.17,1.0
17987,70023195,70023196,1.0,1000.0,1000.0
17988,70023261,70002808,0.056,0.056,1.0
17990,70023198,70000835,0.03847,38.47,1000.0
17993,70023197,70023198,1.0,1000.0,1000.0
17994,70023192,70004686,0.1,0.1,1.0
17998,70023210,70005517,0.016399999999999998,16.4,1000.0
17999,70023635,70023640,1.0,1.0,1.0
18006,70023262,70023261,1.0,1.0,1.0
18009,70023269,70023268,1.0,1000.0,1000.0
18010,70023270,70023269,1.0,1000.0,1000.0
18011,70023271,70023270,25.0,25.0,1.0
18014,70004994,70005773,1.0,1000.0,1000.0
18021,70004337,70005773,1.0,1000.0,1000.0
18027,72001507,90100319,1.0,600.0,600.0
18030,72001507,72000302,1.0,600.0,600.0
18031,70023272,70023271,1.0,1.0,1.0
18033,70023201,70000835,0.04546,45.46,1000.0
18034,70023225,70000852,0.02174,21.74,1000.0
18035,70023224,70023225,0.25,250.0,1000.0
18036,71004890,70023224,0.125,125.0,1000.0
18039,70023199,70023201,1.0,1000.0,1000.0
18042,71004891,71004890,1.0,1000.0,1000.0
18044,70023227,70008241,0.25,1.0,4.0
18046,70023226,70023227,1.0,5.0,5.0
18047,70023222,70000939,0.0625,62.5,1000.0
18048,70023221,70023222,1.0,1000.0,1000.0
18054,70023223,70006417,33.0,33.0,1.0
18056,72001513,90100496,1.0,600.0,600.0
18057,72001513,72000006,1.0,600.0,600.0
18058,72001513,90100255,1.0,600.0,600.0
18066,72001514,90100319,1.0,100.0,100.0
18068,72001514,72000303,1.0,100.0,100.0
18069,70000873,46000044,1.522,1.522,1.0
18071,70023254,70001134,0.04348,43.48,1000.0
18072,70023256,70023254,1.0,1000.0,1000.0
18074,70023257,70001134,0.09090999999999999,90.91,1000.0
18076,70023260,70023257,1.0,1000.0,1000.0
18077,70023332,70004302,0.00435,4.35,1000.0
18079,70023331,70023332,10.0,10.0,1.0
18080,70023330,70023331,0.05555555555555555,1.0,18.0
18082,70023329,70023330,1.0,18.0,18.0
18084,70023315,70008422,30.0,30.0,1.0
18089,70023316,70007555,15.0,15.0,1.0
18093,70023328,70004649,0.5,500.0,1000.0
18094,70023321,70004302,0.01516,15.16,1000.0
18095,70023319,70023320,0.1111111111111111,1.0,9.0
18097,70023318,70023319,1.0,9.0,9.0
18098,70023327,70023328,1.0,1000.0,1000.0
18100,70023327,90100253,0.025,25.0,1000.0
18101,70023323,70023320,0.16666666666666666,1.0,6.0
18103,70023322,70023323,1.0,6.0,6.0
18104,70023326,70000791,0.33333300000000005,333.333,1000.0
18105,70023325,70023326,1.0,1000.0,1000.0
18108,70023324,70023320,0.05555555555555555,1.0,18.0
18109,70023334,70023324,1.0,18.0,18.0
18111,AS_AGL_8002_6,41000304,0.9260563380281691,26.3,28.4
18113,71004896,70000793,0.238,0.238,1.0
18114,70023399,70000842,0.008,8.0,1000.0
18116,71004897,71004896,1.0,1.0,1.0
18117,71004898,71004897,0.023809999999999998,23.81,1000.0
18118,71004899,71004898,0.5,500.0,1000.0
18121,71004900,71004899,1.0,180.0,180.0
18124,70002732,70004484,1.0,1000.0,1000.0
18125,70023509,70005499,0.02565,25.65,1000.0
18126,70023309,70006314,1.0,1000.0,1000.0
18128,70023311,70000872,0.083333,83.333,1000.0
18130,70023310,70023311,1.0,1000.0,1000.0
18132,72001516,90100308,4.0,3840.0,960.0
18133,72001516,90100072,2.0,1920.0,960.0
18134,72001516,90100069,2.0,1920.0,960.0
18135,72001516,70000283,1.0,960.0,960.0
18136,72001515,90100319,1.0,960.0,960.0
18137,72001515,72001516,1.0,960.0,960.0
18141,70024067,70000807,0.5,500.0,1000.0
18142,71001125,70012138,0.04167,41.67,1000.0
18146,70023152,70006601,1.0,1000.0,1000.0
18147,70023291,70000956,0.00901,9.01,1000.0
18148,72001518,70000282,1.0,480.0,480.0
18149,72001518,90100070,2.0,960.0,480.0
18150,72001518,90100072,2.0,960.0,480.0
18151,72001518,90100308,4.0,1920.0,480.0
18152,71004893,70023291,0.5,500.0,1000.0
18155,70023153,70006558,1.0,1.0,1.0
18156,72001517,72001518,1.0,480.0,480.0
18158,72001517,90100319,1.0,480.0,480.0
18161,71004894,71004893,0.08334,83.34,1000.0
18162,71004895,71004894,1.0,1000.0,1000.0
18168,70023154,70006561,1.0,1.0,1.0
18169,70023255,70000875,0.33333999999999997,333.34,1000.0
18170,70023258,70023255,0.25,250.0,1000.0
18171,70023292,70023258,0.16666999999999998,166.67,1000.0
18172,70023354,70003128,0.062,0.062,1.0
18174,70023155,70023354,1.0,1.0,1.0
18178,70023293,70023525,1.0,1000.0,1000.0
18179,70023294,70000875,0.5,500.0,1000.0
18180,70023296,70023295,0.16666999999999998,166.67,1000.0
18181,70023297,70023526,1.0,1000.0,1000.0
18183,70023298,70000875,0.5,500.0,1000.0
18184,70023299,70023298,0.25,250.0,1000.0
18185,70023300,70023299,0.16666999999999998,166.67,1000.0
18187,70023301,70023527,1.0,1000.0,1000.0
18188,70023302,70023255,0.5,500.0,1000.0
18189,70023303,70023302,0.25,250.0,1000.0
18191,70023304,70023528,1.0,1000.0,1000.0
18192,70023306,70023305,0.16666999999999998,166.67,1000.0
18193,70023307,70023306,0.25,250.0,1000.0
18194,70023308,70023529,1.0,1000.0,1000.0
18196,71004901,71004835,1.0,1000.0,1000.0
18199,70023312,70008354,9.0,9.0,1.0
18207,70023313,70007559,15.0,15.0,1.0
18208,70023314,70008977,1.0,1.0,1.0
18212,70023333,84000081,1.0,1.0,1.0
18213,70023359,70005996,1.0,1.0,1.0
18214,71004910,71000648,0.25,250.0,1000.0
18215,70023263,70003736,1.0,1000.0,1000.0
18218,70023355,70005631,1.0,1000.0,1000.0
18221,70023357,70014602,0.00725,7.25,1000.0
18222,70023356,70023357,13.0,13.0,1.0
18226,70023363,70000924,0.02393,23.93,1000.0
18227,70006737,70006734,1.233,1233.0,1000.0
18230,70000720,70006737,1.0,1000.0,1000.0
18233,70006618,70006617,5.051,5051.0,1000.0
18236,70006171,70006618,1.0,1000.0,1000.0
18256,70023358,70007501,10.0,10.0,1.0
18262,70023362,70023363,1.82,1820.0,1000.0
18265,70023360,70008186,1.816,1816.0,1000.0
18271,71004905,71004843,1.0,1000.0,1000.0
18273,70023361,70006378,1.83,1830.0,1000.0
18276,70023382,70003289,0.01076,10.76,1000.0
18280,70023381,70023382,1.0,1000.0,1000.0
18281,70023365,70011461,1.0,1000.0,1000.0
18284,70023367,70000855,0.01667,16.67,1000.0
18285,70023366,70023367,1.0,1000.0,1000.0
18288,70023391,70001620,0.02174,21.74,1000.0
18291,70023364,70023391,1.0,1000.0,1000.0
18292,70023369,70000855,0.023809999999999998,23.81,1000.0
18295,70023368,70023369,1.0,1000.0,1000.0
18296,70023371,70000855,0.03334,33.34,1000.0
18297,71004911,70004211,0.00855,8.55,1000.0
18298,71004907,71004851,1.0,1000.0,1000.0
18302,41000834,41000708,1.0,1000.0,1000.0
18304,41000836,41000708,1.0,1000.0,1000.0
18307,41000838,41000708,1.0,1000.0,1000.0
18312,71004908,71004855,1.0,1000.0,1000.0
18313,71004909,71004859,1.0,1000.0,1000.0
18316,41000840,41000708,1.0,1000.0,1000.0
18320,41000844,41000708,1.0,1000.0,1000.0
18322,41000846,41000708,1.0,1000.0,1000.0
18325,41000848,41000708,1.0,1000.0,1000.0
18328,41000850,41000708,1.0,1000.0,1000.0
18331,70023393,70005994,0.5,500.0,1000.0
18332,70023392,70023393,1.0,1000.0,1000.0
18333,41000852,41000708,1.0,1000.0,1000.0
18336,72001519,70023392,0.05,50.0,1000.0
18341,41000853,41000708,1.0,1000.0,1000.0
18342,70023627,70023643,1.0,1000.0,1000.0
18345,70023384,70005998,0.5,500.0,1000.0
18346,70023444,70005414,1.0,100.0,100.0
18349,70023383,70023384,1.0,1000.0,1000.0
18352,41000835,41000709,1.0,1000.0,1000.0
18353,41000837,41000709,1.0,1000.0,1000.0
18356,70023385,70010681,1.0,1000.0,1000.0
18360,41000839,41000709,1.0,1000.0,1000.0
18363,41000841,41000709,1.0,1000.0,1000.0
18366,41000845,41000709,1.0,1000.0,1000.0
18368,41000855,41000309,0.5235,523.5,1000.0
18369,41000855,41000310,0.5235,523.5,1000.0
18370,41000847,41000709,1.0,1000.0,1000.0
18373,41000849,41000709,1.0,1000.0,1000.0
18376,70023389,70001568,0.04,40.0,1000.0
18379,41000851,41000709,1.0,1000.0,1000.0
18383,70023480,70005627,1.0,1000.0,1000.0
18386,41000854,41000709,1.0,1000.0,1000.0
18387,70023388,70023389,1.0,1000.0,1000.0
18391,70023390,70009461,1.0,1000.0,1000.0
18393,70023173,70009207,1.0,1000.0,1000.0
18398,72001522,72000544,1.0,960.0,960.0
18402,72001522,90100286,1.0,960.0,960.0
18403,72001522,90100312,1.0,960.0,960.0
18404,70000283,70000365,0.25,25.0,100.0
18405,71004912,71001030,1.0,1000.0,1000.0
18408,70009380,70000365,0.5,50.0,100.0
18409,70023387,70012012,0.25,250.0,1000.0
18412,70023386,70012012,0.25,250.0,1000.0
18413,70000282,70000365,0.5,50.0,100.0
18414,70023376,46000064,3.38,3.38,1.0
18415,70013479,70000365,1.0,100.0,100.0
18416,70023375,70023376,0.007690000000000001,7.69,1000.0
18421,70023374,70023375,22.0,22.0,1.0
18422,70023377,70010139,1.0,1000.0,1000.0
18427,72001523,90100496,1.0,600.0,600.0
18428,72001523,72000006,1.0,600.0,600.0
18429,72001523,90100255,1.0,600.0,600.0
18431,70023378,70014710,30.0,30.0,1.0
18438,AS_AGL_5404_LOTE26,42000166,0.776332899869961,59.7,76.9
18439,AS_AGL_5404_LOTE26,42000021,0.10923276983094928,8.4,76.9
18440,AS_AGL_5404_LOTE26,41000305,0.02730819245773732,2.1,76.9
18446,70023379,70008411,20.0,20.0,1.0
18453,70023380,70013913,8.0,8.0,1.0
18454,70023403,70006569,1.0,1000.0,1000.0
18459,70023400,70009195,1.0,1000.0,1000.0
18463,72001521,90100319,1.0,600.0,600.0
18464,72001521,72000053,1.0,600.0,600.0
18465,70021737,70000865,0.01667,16.67,1000.0
18467,70021736,70021737,1.0,1000.0,1000.0
18468,70023453,70000872,0.083333,83.333,1000.0
18471,70023454,70023453,1.0,1000.0,1000.0
18472,70023445,70004665,0.0022299999999999998,2.23,1000.0
18474,70023446,70006379,1.0,1000.0,1000.0
18477,70023553,70014554,1.0,1000.0,1000.0
18479,70023455,70006399,1.0,1000.0,1000.0
18481,70023447,70023446,0.5,500.0,1000.0
18482,70023448,70023447,2.0,2000.0,1000.0
18484,70023449,70023448,1.0,1000.0,1000.0
18488,70023478,70023509,1.0,1000.0,1000.0
18491,70023450,70002268,0.013519999999999999,13.52,1000.0
18492,70023451,70023450,0.5,500.0,1000.0
18496,70023452,70023451,20.0,20.0,1.0
18497,70023402,70012012,0.04348,43.48,1000.0
18498,70023401,70012012,0.04348,43.48,1000.0
18501,70023481,70011636,1.0,1000.0,1000.0
18505,33000046,15000283,0.001,1.0,1000.0
18506,33000046,33000229,1.0,1000.0,1000.0
18507,70023482,70014448,1.0,1000.0,1000.0
18513,70023462,70005630,1.0,1000.0,1000.0
18515,70023463,70005632,1.0,1000.0,1000.0
18517,70023464,70005635,1.0,1000.0,1000.0
18520,70023465,70005641,1.0,1000.0,1000.0
18525,70023466,70005643,1.0,1000.0,1000.0
18526,70023476,70003936,0.055560000000000005,55.56,1000.0
18527,70023475,70005545,1.0,1000.0,1000.0
18531,70023469,70023476,1.0,1000.0,1000.0
18532,70023461,70002818,0.2,0.2,1.0
18535,70023460,70023461,1.0,1.0,1.0
18538,70023457,70023873,1.0,1000.0,1000.0
18541,70023473,70001618,0.00725,7.25,1000.0
18543,70023471,70023473,1.0,1000.0,1000.0
18544,70023474,70010582,1.0,1000.0,1000.0
18546,70023479,70008944,1.0,1.0,1.0
18549,70023468,70002844,0.25,0.25,1.0
18552,70023467,70023468,1.0,1.0,1.0
18555,70023506,70015218,1.0,24.0,24.0
18560,70023508,70012061,0.125,125.0,1000.0
18561,70023507,70023508,1.0,1000.0,1000.0
18568,70000343,70013892,1.0,1000.0,1000.0
18569,70013892,70000360,0.25,250.0,1000.0
18595,70023525,70023292,1.0,1000.0,1000.0
18596,70023526,70023296,1.0,1000.0,1000.0
18597,70023527,70023300,1.0,1000.0,1000.0
18598,70023528,70023303,1.0,1000.0,1000.0
18601,70016257,70011925,1.0,1.0,1.0
18602,70023529,70023307,1.0,1000.0,1000.0
18605,72001524,90101192,1.0,1000.0,1000.0
18606,72001524,90101151,1.0,1000.0,1000.0
18607,72001524,72001615,1.0,1000.0,1000.0
18609,72001525,90101192,0.025,25.0,1000.0
18610,72001525,72001617,1.0,1000.0,1000.0
18614,72001526,72001619,1.0,1000.0,1000.0
18615,70023535,46000305,0.052,0.052,1.0
18616,70023532,70023535,1.0,1.0,1.0
18618,70023531,70023532,1.0,1000.0,1000.0
18619,70023537,46000305,0.051,0.051,1.0
18620,70023536,70023537,1.0,1.0,1.0
18621,70023534,70023536,0.5,500.0,1000.0
18622,70023533,70023534,1.0,1000.0,1000.0
18624,70023549,70002921,0.1,0.1,1.0
18628,70023548,70023549,1.0,1.0,1.0
18630,70023555,70002620,0.5,500.0,1000.0
18631,70023554,70023555,1.0,1000.0,1000.0
18632,70023169,70001631,0.04348,43.48,1000.0
18634,70024161,70006485,10.0,10.0,1.0
18638,70023552,70023554,0.02223,22.23,1000.0
18641,70023551,70023552,1.0,1000.0,1000.0
18642,70023561,70002164,0.02223,22.23,1000.0
18643,70023560,70023561,0.5,500.0,1000.0
18645,41000874,41000255,1.0,1000.0,1000.0
18646,70023559,70023560,10.0,10.0,1.0
18650,70023569,70005873,1.0,1000.0,1000.0
18651,70023565,70011997,0.07693000000000001,76.93,1000.0
18653,70023567,70023569,1.0,1000.0,1000.0
18655,70023564,70023565,1.0,1000.0,1000.0
18658,70023581,70002914,0.166666,166.666,1000.0
18659,70023568,70023569,1.0,1000.0,1000.0
18660,70011594,70009337,1.0,1000.0,1000.0
18661,70004455,70023581,1.0,1000.0,1000.0
18665,70023572,70011560,1.0,1000.0,1000.0
18666,70023571,70023572,1.0,1000.0,1000.0
18667,70005396,46000305,0.041,0.041,1.0
18668,70004649,70005396,1.0,1.0,1.0
18669,70023570,70023571,1.0,1000.0,1000.0
18674,70023576,70000002,0.07693000000000001,76.93,1000.0
18675,41000876,41000708,1.0,1000.0,1000.0
18678,41000877,41000709,1.0,1000.0,1000.0
18681,71001359,15000281,0.001,1.0,1000.0
18682,71001359,90100393,18.0,18000.0,1000.0
18683,71001359,71001447,1.0,1000.0,1000.0
18684,42000223,41000148,0.06,60.0,1000.0
18686,42000223,45000011,1.0,1000.0,1000.0
18693,70024457,70005853,0.5,500.0,1000.0
18694,70024456,70024457,1.0,1000.0,1000.0
18696,70021842,70021859,0.0057469999999999995,5.747,1000.0
18697,70023211,70023210,1.0,1000.0,1000.0
18700,70023577,70023225,1.0,1000.0,1000.0
18703,70023579,70000852,0.04348,43.48,1000.0
18704,70023578,70023579,1.0,1000.0,1000.0
18707,70023580,70010138,1.0,1000.0,1000.0
18712,70023609,70023608,1.0,1000.0,1000.0
18713,70023588,70005502,0.03031,30.31,1000.0
18715,70023587,70023588,1.0,1000.0,1000.0
18717,41000875,41000555,1.0,1000.0,1000.0
18720,70023591,70001109,0.01334,13.34,1000.0
18723,70023590,70023591,1.0,1000.0,1000.0
18724,71004948,70012137,0.27273200000000003,272.732,1000.0
18725,70023608,70012013,0.01755,17.55,1000.0
18726,70023641,70002819,0.17,0.17,1.0
18729,70023636,70023641,1.0,1.0,1.0
18732,70023642,70002819,0.17,0.17,1.0
18737,70023637,70023642,1.0,1.0,1.0
18738,70023643,70005847,0.016129,16.129,1000.0
18739,70023624,70000054,1.0,1.0,1.0
18742,70023625,70008969,1.0,1.0,1.0
18743,70023056,70002820,0.002,2.0,1000.0
18744,70023644,70007192,1.0,1000.0,1000.0
18747,71001625,71001614,0.5,500.0,1000.0
18750,70023645,70007463,1.0,1000.0,1000.0
18755,70023649,70006486,10.0,10.0,1.0
18759,70023650,70008481,10.0,10.0,1.0
18762,70023651,70023458,1.0,1000.0,1000.0
18766,70023652,70006815,10.0,10000.0,1000.0
18767,71001008,15000281,0.001,1.0,1000.0
18768,71001008,90100397,8.0,8000.0,1000.0
18769,71001008,71001219,1.0,1000.0,1000.0
18770,71001009,15000281,0.001,1.0,1000.0
18771,71001009,90100395,16.0,16000.0,1000.0
18772,71001009,71001226,1.0,1000.0,1000.0
18776,70023656,70005571,1.0,1000.0,1000.0
18778,70023653,70006051,1.0,1000.0,1000.0
18782,70023654,70008619,1.0,1000.0,1000.0
18786,70023655,70015201,1.0,1000.0,1000.0
18789,70023657,70005577,1.0,1000.0,1000.0
18793,70023658,70005578,1.0,1000.0,1000.0
18796,70023550,70010459,1.0,1000.0,1000.0
18803,70021683,70002797,0.0341,34.1,1000.0
18805,70024579,70024397,0.5,500.0,1000.0
18810,AS_AGL_8210_4,41000333,0.48781478472786355,120.1,246.2
18811,AS_AGL_8210_4,41000293,0.3992688870836718,98.3,246.2
18812,AS_AGL_8210_2,42000035,0.5382180009045681,119.0,221.1
18813,AS_AGL_8210_2,41000266,0.35866123925825416,79.3,221.1
18816,AS_AGL_8210,41000266,0.3507297655904467,79.3,226.1
18817,AS_AGL_8210,42000035,0.5263157894736842,119.0,226.1
18818,AS_AGL_8210_3,41000333,0.4700587084148728,120.1,255.5
18819,AS_AGL_8210_3,41000293,0.3847358121330724,98.3,255.5
18822,AS_AGL_8002_5,41000305,0.9260563380281691,26.3,28.4
18823,41000376,41000158,1.04,1040.0,1000.0
18825,AS_AGL_8244_4,41000255,0.9107959743824336,199.1,218.6
18826,AS_AGL_8244_3,41000255,0.8960396039603961,199.1,222.2
18829,AS_AGL_8244_2,41000305,0.9107959743824336,199.1,218.6
18831,AS_AGL_8244,41000305,0.8960396039603961,199.1,222.2
18832,70024578,70024579,1.0,1000.0,1000.0
18837,70023664,70012088,0.02084,20.84,1000.0
18838,70023665,70023664,1.0,1000.0,1000.0
18841,70023709,70023982,1.0,1000.0,1000.0
18843,70023708,70023709,1.0,1000.0,1000.0
18846,70023668,70005560,1.0,1000.0,1000.0
18851,70023648,70006600,1.0,1000.0,1000.0
18854,70003387,AS_AGL_8013,30.6,3060.0,100.0
18856,70023681,70003128,0.14,0.14,1.0
18858,70023675,70000810,0.04348,43.48,1000.0
18859,40000017,15000400,0.001,1.0,1000.0
18860,40000017,33000039,1.66667,1666.67,1000.0
18863,70023676,70023675,1.0,1000.0,1000.0
18865,70023027,70007866,1.0,1000.0,1000.0
18866,70023666,70012067,1.0,1000.0,1000.0
18867,70000664,AS_AGL_8405,28.2,2820.0,100.0
18869,70023667,70023666,1.0,1000.0,1000.0
18870,70023558,70002914,0.125,125.0,1000.0
18871,70023678,70023558,1.0,1000.0,1000.0
18878,70023679,70008354,9.0,9.0,1.0
18879,70023159,70023706,2.1,2100.0,1000.0
18886,70023689,70005688,1.0,1000.0,1000.0
18889,70023607,70002811,0.1,100.0,1000.0
18890,70023606,70023607,1.0,1.0,1.0
18893,42000004,43000011,1.053,10.53,10.0
18894,70023295,70023294,0.25,250.0,1000.0
18895,70023305,70000875,1.0,1000.0,1000.0
18902,70005914,70005773,1.0,1000.0,1000.0
18909,70004335,70005773,1.0,1000.0,1000.0
18917,70010977,70005773,1.0,1000.0,1000.0
18924,70023680,70023681,1.0,1.0,1.0
18927,70023694,70010637,1.0,1000.0,1000.0
18931,70004848,15000299,0.001,1.0,1000.0
18932,70004848,70012094,1.0,1000.0,1000.0
18940,70023240,70002921,0.023529,23.529,1000.0
18945,70023661,70001620,0.04167,41.67,1000.0
18947,70023706,70002921,0.005555,5.555,1000.0
18950,70023663,70023662,1.0,1000.0,1000.0
18952,70023691,70003128,0.179,0.179,1.0
18953,70023690,70023691,1.0,1.0,1.0
18956,70022945,AS_AGL_8240,238.0,952.0,4.0
18961,70023683,70022945,0.34,0.34,1.0
18963,70021845,70021859,0.00575,5.75,1000.0
18966,70023698,70021845,2.6,2600.0,1000.0
18969,70023659,70005847,0.09090999999999999,90.91,1000.0
18974,70023660,70005847,0.125,125.0,1000.0
18975,70023729,70004732,0.00318,3.18,1000.0
18979,70023646,70023647,1.0,1000.0,1000.0
18980,AS_AGL_5203,42000021,0.27492625368731566,93.2,339.0
18982,AS_AGL_5203,41000304,0.0855457227138643,29.0,339.0
18983,AS_AGL_5203,42000213,0.54070796460177,183.3,339.0
18984,70024580,AS_AGL_5203,339.1,339.1,1.0
18985,70004857,70004920,0.0029500000000000004,2.95,1000.0
18987,70023682,70003104,0.0012224938875305623,1.0,818.0
18989,70023733,70023682,10.1,10100.0,1000.0
18992,70023732,70023733,1.0,1000.0,1000.0
18993,70015095,70001946,0.00725,7.25,1000.0
18994,70023730,70015095,10.0,10.0,1.0
19001,70023731,70008540,15.0,15.0,1.0
19003,70023320,70023321,11.0,11.0,1.0
19004,40000067,33000092,1.0,1000.0,1000.0
19006,70023710,70005526,0.166667,166.667,1000.0
19008,70023695,70023710,1.0,1000.0,1000.0
19009,70023753,70000903,0.00283,2.83,1000.0
19010,70023771,70002876,0.19,0.19,1.0
19013,70023765,70023771,1.0,1.0,1.0
19016,70023750,AS_AGL_5185,228.4,228.4,1.0
19017,70023749,AS_AGL_5173_RECIC,344.1,344.1,1.0
19035,70023693,70005496,0.024390000000000002,24.39,1000.0
19037,70023692,70023693,1.0,1000.0,1000.0
19039,70023720,70005512,0.043478,43.478,1000.0
19042,70023719,70023720,1.0,1000.0,1000.0
19043,70023722,70005512,0.017856999999999998,17.857,1000.0
19044,70023721,70023722,1.0,1000.0,1000.0
19047,70023724,70005537,0.01,10.0,1000.0
19048,70023723,70023724,1.0,1000.0,1000.0
19051,70007833,70003787,1.0,1000.0,1000.0
19054,70023711,70000875,0.0625,62.5,1000.0
19055,70023712,70023711,1.0,1000.0,1000.0
19056,70023713,70023712,0.25,250.0,1000.0
19057,70023714,70023713,1.0,1000.0,1000.0
19059,70023707,70000875,0.04167,41.67,1000.0
19060,70023717,70023707,1.0,1000.0,1000.0
19061,70023718,70023717,1.0,1000.0,1000.0
19063,70000005,AS_AGL_8405,30.4,3040.0,100.0
19067,70024588,70001134,0.047619999999999996,47.62,1000.0
19071,70024587,70024588,1.0,1000.0,1000.0
19075,AS_AGL_8244_5,42000035,0.27316017316017316,63.1,231.0
19076,AS_AGL_8244_5,41000255,0.6376623376623377,147.3,231.0
19077,70023697,70005510,0.025,25.0,1000.0
19079,70023696,70023697,1.0,1000.0,1000.0
19081,70023700,70023780,10.101,10101.0,1000.0
19082,70023699,70023700,1.0,1.0,1.0
19087,70023734,70005627,0.5,500.0,1000.0
19090,70023735,70011636,0.5,500.0,1000.0
19093,70023736,70014448,0.5,500.0,1000.0
19094,70023715,70023781,0.2,200.0,1000.0
19095,70023716,70023715,1.0,1000.0,1000.0
19097,46000347,46000119,0.006665333599946677,1.0,150.03
19104,70023779,70000875,0.08334,83.34,1000.0
19105,72001520,70000078,0.5,500.0,1000.0
19106,70023780,70002819,0.002222,2.222,1000.0
19108,AS_AGL_5185_S_REGR,42000019,0.701531728665208,160.3,228.5
19109,AS_AGL_5185_S_REGR,41000304,0.17549234135667396,40.1,228.5
19111,70023781,70023779,1.0,1000.0,1000.0
19112,70023761,70007679,1.0,1000.0,1000.0
19115,70023762,70011410,1.0,1000.0,1000.0
19118,70023764,70005851,0.25,250.0,1000.0
19119,70023763,70023764,1.0,1000.0,1000.0
19123,70023766,70005764,1.0,1000.0,1000.0
19126,70023788,70001134,0.04348,43.48,1000.0
19127,70023787,70023788,1.0,1000.0,1000.0
19130,70023768,70005514,0.01961,19.61,1000.0
19132,70023786,70010074,1.0,1000.0,1000.0
19136,70023767,70023768,1.0,1000.0,1000.0
19137,70023789,70000872,0.111111,111.111,1000.0
19138,71004951,70023789,1.0014,1001.4,1000.0
19139,70023770,70005514,0.03031,30.31,1000.0
19140,70023769,70023770,1.0,1000.0,1000.0
19143,71004952,71004951,1.0,1000.0,1000.0
19148,70023752,70023753,2.04,2040.0,1000.0
19152,70011198,70009112,0.925,925.0,1000.0
19153,70023755,70002797,0.010753,10.753,1000.0
19154,70023754,70023755,1.0,1000.0,1000.0
19159,70023756,70010421,1.0,1000.0,1000.0
19160,70023758,70002797,0.02174,21.74,1000.0
19163,70023757,70023758,1.0,1000.0,1000.0
19164,70023759,70010425,1.0,1000.0,1000.0
19168,70010102,70008385,1.04,1040.0,1000.0
19169,70023760,70010102,1.0,1000.0,1000.0
19172,AS_AGL_8827_3,41000315,0.3083832335329342,10.3,33.4
19173,AS_AGL_8827_3,41000316,0.3233532934131737,10.8,33.4
19174,AS_AGL_8827_3,41000305,0.3263473053892216,10.9,33.4
19176,AS_AGL_8827_4,41000315,0.3083832335329342,10.3,33.4
19177,AS_AGL_8827_4,41000316,0.3233532934131737,10.8,33.4
19178,AS_AGL_8827_4,41000304,0.3263473053892216,10.9,33.4
19181,AS_AGL_8827_2,41000304,0.3244047619047619,10.9,33.6
19182,AS_AGL_8827_2,41000315,0.30654761904761907,10.3,33.6
19183,AS_AGL_8827_2,41000316,0.32142857142857145,10.8,33.6
19184,AS_AGL_8827,41000315,0.30654761904761907,10.3,33.6
19185,AS_AGL_8827,41000305,0.3244047619047619,10.9,33.6
19186,AS_AGL_8827,41000316,0.32142857142857145,10.8,33.6
19189,70000663,AS_AGL_8405,31.9,3190.0,100.0
19193,70000669,AS_AGL_8826,25.3,2530.0,100.0
19197,70001626,AS_AGL_8826,34.0,3400.0,100.0
19201,70000671,AS_AGL_8827,25.1,2510.0,100.0
19204,AS_AGL_8004_3,41000313,0.9204152249134949,26.6,28.9
