,of,item,id ov,ov,semana,data desejada,centro de trabalho,acabamento,blocos,ccs,virados,referência,semana minima
283,1600075602,20.0,65,3820011531.0,24,25,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8245/000 1000X3,0-51M 05",2
284,1600075603,20.0,65,3820011531.0,24,25,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8245/000 1000X3,0-51M NE",2
285,1600075601,10.0,65,3820011531.0,24,25,CNMLAMPL,Qualquer,1.56,-1,0.0,"PL CC 8123/000 915X610X4,0 NE",2
286,1600075600,10.0,65,3820011531.0,24,25,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8123/000 915X610X4,0 VD",2
287,1600075760,10.0,66,3820011513.0,22,23,CCSEBAAC,Qualquer,0.0,2304,0.0,"RL ML C368/000 600X1,8-2M 02",0
288,1600075764,10.0,66,3820011513.0,22,23,CNMLAMRL,Qualquer,0.0,2304,0.0,"RL CC 8230/000 1220X1,8 NE",0
289,1600075762,10.0,66,3820011513.0,22,23,CCSREBAC,Qualquer,0.0,2304,0.0,"RL ML C368/000 600X1,8 NE",0
290,1600075761,10.0,66,3820011513.0,22,23,CCSENRAC,Qualquer,0.0,2304,0.0,"RL ML C368/000 600X1,8-2M NE",0
291,1600075763,10.0,66,3820011513.0,22,23,CCSCMEAC,Qualquer,0.0,2304,0.0,"RL ML C368/000 1220X1,8 NE",0
292,1600075591,10.0,68,3820011509.0,23,24,CNMLAMLX,Qualquer,2.107,-1,0.0,"PL CC 8303/S21 940X640X20,0 04",1
293,383573180,70.0,70,3820011506.0,28,29,CCSMTAME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 NE,6
294,1600075652,70.0,70,3820011506.0,28,29,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 00,6
295,383573887,70.0,70,3820011506.0,28,29,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C221/000 570X375X7,0 NE",6
296,383573183,60.0,70,3820011506.0,28,29,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 NE,6
297,1600075651,60.0,70,3820011506.0,28,29,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 00,6
298,1600075589,50.0,70,3820011506.0,28,29,CNMEMBPL,Qualquer,0.0,2304,0.0,"PL CC 8405/S11 915X610X10,0 MA",6
299,1600075590,50.0,70,3820011506.0,28,29,CNMLAMLX,Qualquer,2.302,2304,0.0,"PL CC 8405/S11 915X610X10,0 NE",6
300,1600075585,40.0,70,3820011506.0,28,29,CNMEMBPL,Qualquer,0.0,2304,0.0,"PL CC 8405/S11 915X610X5,0 MA",6
301,1600075587,40.0,70,3820011506.0,28,29,CNMLAMLX,Qualquer,1.151,2304,0.0,"PL CC 8405/S11 915X610X5,0 NE",6
302,1600075583,30.0,70,3820011506.0,28,29,CNMVSMRL,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X4,8- 30M NE",6
303,1600075582,30.0,70,3820011506.0,28,29,CNMVSMEB,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X4,8-30M MA",6
304,1600075581,20.0,70,3820011506.0,28,29,CNMVSMRL,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X3,8- 30M NE",6
305,1600075580,20.0,70,3820011506.0,28,29,CNMVSMEB,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X3,8-30M MA",6
306,1600075579,10.0,70,3820011506.0,28,29,CNMVSMRL,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X2,8- 30M NE",6
307,1600075578,10.0,70,3820011506.0,28,29,CNMVSMEB,Qualquer,0.0,2304,0.0,"RL CC 8244/000 1000X2,8-30M MA",6
308,1600076908,30.0,71,3820011503.0,22,23,CRMLAMPL,Printing,0.612,-1,0.0,"PL CR S112/PT1 1270X1040X3,0 NE",0
309,1600075346,20.0,71,3820011503.0,22,23,CRMLAMPL,Printing,1.001,-1,0.0,"PL CR S700/PT1 915X915X1,0 NE",0
310,1600075343,10.0,72,3820011503.0,25,26,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1049/T02 1092X6,0-6,5M NE",3
311,1600075342,10.0,72,3820011503.0,25,26,CRMSERRA,Qualquer,0.0,-1,0.0,"RL CR 1049/T02 50X6,0-6,5M NE",3
312,1600075341,10.0,72,3820011503.0,25,26,CRMEMBPL,Qualquer,0.0,-1,0.0,"RL CR 1049/T02 50X6,0-6,5M 01",3
313,1600075344,10.0,72,3820011503.0,25,26,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1049/T02 1092X6,0 NE",3
314,1600076521,30.0,73,3820011499.0,26,27,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8123/000 915X610X5,0 01",4
315,1600076522,30.0,73,3820011499.0,26,27,CNMLAMPL,Qualquer,1.539,-1,0.0,"PL CC 8123/000 915X610X5,0 NE",4
316,1600075495,20.0,73,3820011499.0,26,27,CNMLAMPL,Qualquer,3.14,-1,0.0,"PL CC 8057/000 1000X500X10,0 NE",4
317,1600075494,20.0,73,3820011499.0,26,27,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8057/000 1000X500X10,0 03",4
318,1600075493,10.0,73,3820011499.0,26,27,CNMLAMPL,Qualquer,3.061,-1,0.0,"PL CC 8057/000 1000X500X6,0 NE",4
319,1600075492,10.0,73,3820011499.0,26,27,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8057/000 1000X500X6,0 02",4
320,1600075267,30.0,74,3820011495.0,25,26,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5923/000 940X640X2,0 01",3
321,1600075268,30.0,74,3820011495.0,25,26,CRMLAMPL,Qualquer,1.5,-1,0.0,"PL CI 5923/000 950X650X2,0 NE",3
322,1600075266,20.0,74,3820011495.0,25,26,CRMLAMPL,Qualquer,1.057,-1,0.0,"PL CI 5923/000 950X650X1,0 NE",3
323,1600075265,20.0,74,3820011495.0,25,26,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5923/000 950X650X1,0 00",3
324,1600075264,10.0,74,3820011495.0,25,26,CRMSERRA,Qualquer,6.18,-1,0.0,"PL CI 5923/000 950X500X30,0 NE",3
325,1600075263,10.0,74,3820011495.0,25,26,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5923/000 950X500X30,0 01",3
326,1600076420,100.0,75,3820011493.0,25,26,CRMLAMPL,Qualquer,0.135,-1,0.0,"PL CR 1028/T01 1000X1000X1,5 NE",3
327,1600076359,100.0,75,3820011493.0,25,26,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1028/T01 1000X1000X1,5 LA",3
328,1600075564,90.0,76,3820011493.0,22,22,CRMLAMPL,Printing,0.114,-1,0.0,"PL CR 1028/PTS 1000X1000X1,0 NE",0
329,1600075575,80.0,77,3820011493.0,27,28,CNMLAMLX,Qualquer,2.862,-1,0.0,"PL CC 8004/S11 915X610X25,0 NE",5
330,1600075574,80.0,77,3820011493.0,27,28,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/S11 915X610X25,0 01",5
331,1600076902,70.0,78,3820011493.0,26,27,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR S112/PT1 1020X4,0-16M LA",4
332,1600075309,70.0,78,3820011493.0,26,27,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR S112/PT1 1020X4,0 NE",4
333,1600076901,60.0,78,3820011493.0,26,27,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR S112/PT1 1020X6,0-11M 01",4
334,1600075307,60.0,78,3820011493.0,26,27,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR S112/PT1 1020X6,0 NE",4
335,1600075305,50.0,78,3820011493.0,26,27,CRMLAMPL,Qualquer,2.0,-1,0.0,"PL CR 1237/000 1000X1000X3,0 NE",4
336,1600075304,50.0,78,3820011493.0,26,27,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X1000X3,0 01",4
337,1600075303,40.0,79,3820011493.0,24,25,CRMLAMPL,Printing,2.084,-1,0.0,"PL CR 1049/PT1 1000X1000X6,0 NE",2
338,1600075573,30.0,77,3820011493.0,27,28,CNMLAMLX,Qualquer,5.083,-1,0.0,"PL CC 8004/S11 915X610X8,0 NE",5
339,1600075572,30.0,77,3820011493.0,27,28,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/S11 915X610X8,0 LA",5
340,1600075571,20.0,77,3820011493.0,27,28,CNMLAMLX,Qualquer,5.152,-1,0.0,"PL CC 8004/S11 915X610X5,0 NE",5
341,1600075570,20.0,77,3820011493.0,27,28,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/S11 915X610X5,0 LA",5
342,1600075569,10.0,77,3820011493.0,27,28,CNMLAMPL,Qualquer,2.483,-1,0.0,"PL CC 8004/000 915X610X3,0 NE",5
343,1600075568,10.0,77,3820011493.0,27,28,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X3,0 DL",5
