,Semana,Centro de Trabalho,Acabamento,OV,Item,OF,Material,Descrição,Quantidade,Quantidade Fornecida,aglomerado
2879,6,CRMEMBPL,Total,3820017107.0,10.0,1600121736,70003531,"PL CR 1523/PR2 915X915X4,0 RZ",20.0,0.0,-1
2880,6,CRMEMBPL,Printing + Manual,3820017107.0,10.0,1600121736,70003531,"PL CR 1523/PR2 915X915X4,0 RZ",20.0,0.0,-1
2881,6,CRMLAMPL,Total,3820017107.0,10.0,1600121737,70007338,"PL CR 1523/PR2 915X915X4,0 NE",20.0,0.0,-1
2882,6,CRMLAMPL,Printing + Manual,3820017107.0,10.0,1600121737,70007338,"PL CR 1523/PR2 915X915X4,0 NE",20.0,0.0,-1
2883,6,CRMEMBPL,Total,3820017106.0,10.0,1600121734,70003735,"PL CR 1523/PR2 915X915X2,4 VR",10.0,0.0,-1
2884,6,CRMEMBPL,Printing + Manual,3820017106.0,10.0,1600121734,70003735,"PL CR 1523/PR2 915X915X2,4 VR",10.0,0.0,-1
2885,6,CRMLAMPL,Total,3820017106.0,10.0,1600121735,70009717,"PL CR 1523/000 915X915X2,4 NE",10.0,0.0,-1
2886,6,CRMEMBPL,Total,3820017105.0,10.0,1600121732,70002534,"PL CR 1515/PR2 915X915X5,0 01",25.0,0.0,-1
2887,6,CRMEMBPL,Printing + Manual,3820017105.0,10.0,1600121732,70002534,"PL CR 1515/PR2 915X915X5,0 01",25.0,0.0,-1
2888,6,CRMLAMPL,Total,3820017105.0,10.0,1600121733,70013735,"PL CR 1515/000 915X915X5,0 NE",25.0,0.0,-1
2889,6,CRMEMBPL,Total,3820017104.0,10.0,1600121730,70001205,"PL CR 1515/PR2 915X915X3,0 00",10.0,0.0,-1
2890,6,CRMEMBPL,Printing + Manual,3820017104.0,10.0,1600121730,70001205,"PL CR 1515/PR2 915X915X3,0 00",10.0,0.0,-1
2891,6,CRMLAMPL,Total,3820017104.0,10.0,1600121731,70006295,"PL CR 1515/PR2 915X915X3,0 NE",10.0,0.0,-1
2892,6,CRMLAMPL,Printing + Manual,3820017104.0,10.0,1600121731,70006295,"PL CR 1515/PR2 915X915X3,0 NE",10.0,0.0,-1
2893,6,CRMEMBPL,Total,3820017103.0,10.0,1600121728,70001093,"PL CR 1515/PR2 915X915X1,0 00",35.0,0.0,-1
2894,6,CRMEMBPL,Printing + Manual,3820017103.0,10.0,1600121728,70001093,"PL CR 1515/PR2 915X915X1,0 00",35.0,0.0,-1
2895,6,CRMLAMPL,Total,3820017103.0,10.0,1600121729,70006293,"PL CR 1515/PR2 915X915X1,0 NE",35.0,0.0,-1
2896,6,CRMLAMPL,Printing + Manual,3820017103.0,10.0,1600121729,70006293,"PL CR 1515/PR2 915X915X1,0 NE",35.0,0.0,-1
2897,6,CRMEMBPL,Total,3820017102.0,10.0,1600121726,70001005,"PL CR D113/PAL 915X915X1,6 00",17.0,0.0,-1
2898,6,CRMEMBPL,Printing + Manual,3820017102.0,10.0,1600121726,70001005,"PL CR D113/PAL 915X915X1,6 00",17.0,0.0,-1
2899,6,CRMLAMPL,Total,3820017102.0,10.0,1600121727,70007590,"PL CR D113/PAL 915X915X1,6 NE",17.0,0.0,-1
2900,6,CRMLAMPL,Printing + Manual,3820017102.0,10.0,1600121727,70007590,"PL CR D113/PAL 915X915X1,6 NE",17.0,0.0,-1
2901,12,CRMRLMEI,Total,3820017101.0,10.0,1600121676,70025426,"RL CR 1028/000 1000X2,5-26M 01",2.0,0.0,-1
2902,12,CRMLAMRL,Total,3820017101.0,10.0,1600121677,70025427,"RL CR 1028/000 1000X2,5 NE",52.0,0.0,-1
2903,5,CRMEMBPL,Total,3820017100.0,20.0,1600122487,70023562,"PL CR 1028/000 1270X1040X3,0 01",40.0,0.0,-1
2904,5,CRMLAMPL,Total,3820017100.0,20.0,1600122488,70023563,"PL CR 1028/000 1270X1040X3,0 NE",40.0,0.0,-1
2905,4,CNMEMBPL,Total,3820017099.0,10.0,1600122064,70001501,"PL CC 8303/000 1000X500X9,0 01",36.0,0.0,-1
2906,4,CNMLAMPL,Total,3820017099.0,10.0,1600122065,70011084,"PL CC 8303/000 1000X500X9,0 NE",36.0,0.0,-1
2907,12,GMTEMBAL,Total,3820017098.0,10.0,1600122222,41000397,"GRAN BD 0,5/1 58-62 SE SA001",5000.0,0.0,-1
2908,21,GMTEMBAL,Total,3820017098.0,30.0,1600122223,41000397,"GRAN BD 0,5/1 58-62 SE SA001",5000.0,0.0,-1
2909,34,GMTEMBAL,Total,3820017098.0,50.0,1600122224,41000397,"GRAN BD 0,5/1 58-62 SE SA001",5000.0,0.0,-1
2910,43,GMTEMBAL,Total,3820017098.0,70.0,1600122225,41000397,"GRAN BD 0,5/1 58-62 SE SA001",5000.0,0.0,-1
2911,12,GMTEMBAL,Total,3820017098.0,20.0,1600122226,41000411,"GRAN BD 1/1,5 50-60 SE SA001",1000.0,0.0,-1
2912,21,GMTEMBAL,Total,3820017098.0,40.0,1600122227,41000411,"GRAN BD 1/1,5 50-60 SE SA001",1000.0,0.0,-1
2913,34,GMTEMBAL,Total,3820017098.0,60.0,1600122228,41000411,"GRAN BD 1/1,5 50-60 SE SA001",1000.0,0.0,-1
2914,43,GMTEMBAL,Total,3820017098.0,80.0,1600122229,41000411,"GRAN BD 1/1,5 50-60 SE SA001",1000.0,0.0,-1
2915,6,CRMEMBPL,Total,3820017097.0,10.0,1600121670,70003057,"PL CR 1310/PT1 1000X1000X3,2 TT",55.0,0.0,-1
2916,6,CRMEMBPL,Printing + Manual,3820017097.0,10.0,1600121670,70003057,"PL CR 1310/PT1 1000X1000X3,2 TT",55.0,0.0,-1
2917,6,CRMLAMPL,Total,3820017097.0,10.0,1600121671,70009812,"PL CR 1310/PT1 1000X1000X3,2 NE",55.0,0.0,-1
2918,6,CRMLAMPL,Printing + Manual,3820017097.0,10.0,1600121671,70009812,"PL CR 1310/PT1 1000X1000X3,2 NE",55.0,0.0,-1
2919,6,CRMEMBPL,Total,3820017097.0,20.0,1600121672,70001130,"PL CR 1049/000 1270X1040X12,0 00",40.0,0.0,-1
2920,6,CRMLAMPL,Total,3820017097.0,20.0,1600121673,70007717,"PL CR 1049/000 1270X1040X12,0 NE",40.0,0.0,-1
2921,6,CRMEMBPL,Total,3820017097.0,30.0,1600121674,70002463,"PL CR N822/000 1270X1040X3,0 01",170.0,0.0,-1
2922,6,CRMLAMPL,Total,3820017097.0,30.0,1600121675,70009546,"PL CR N822/000 1270X1040X3,0 NE",170.0,0.0,-1
2923,8,CRMRLMEI,Total,3820017096.0,10.0,1600121668,70002269,"RL CI 5015/PM1 1000X6,0-30M 01",4.0,0.0,-1
2924,8,CRMLAMRL,Total,3820017096.0,10.0,1600121669,70008512,"RL CI 5015/PM1 1000X6,0 NE",120.0,0.0,-1
2925,12,CRMRLMEI,Total,3820017095.0,10.0,1600121722,70001267,"RL CR 1237/000 1000X1,5-44M 00",6.0,0.0,-1
2926,12,CRMLAMRL,Total,3820017095.0,10.0,1600121723,70006976,"RL CR 1237/000 1000X1,5 NE",264.0,0.0,-1
2927,5,GMTEMBAL,Total,3820017092.0,20.0,1600122230,41000517,"GRAN AD M3 1,5/2 70-100 SE FR001",1000.0,0.0,-1
2928,5,GMTEMBAL,Total,3820017092.0,10.0,1600122231,41000518,GRAN AD S6 1/2 100-120 SE FR001,11000.0,0.0,-1
2929,6,CRMEMBPL,Total,3820017091.0,10.0,1600121716,70001677,"PL CR S112/PV1 1270X1040X20,0 01",21.0,0.0,-1
2930,6,CRMEMBPL,Printing + Manual,3820017091.0,10.0,1600121716,70001677,"PL CR S112/PV1 1270X1040X20,0 01",21.0,0.0,-1
2931,6,CRMLAMPL,Total,3820017091.0,10.0,1600121717,70006551,"PL CR S112/PV1 1270X1040X20,0 NE",21.0,0.0,-1
2932,6,CRMLAMPL,Printing + Manual,3820017091.0,10.0,1600121717,70006551,"PL CR S112/PV1 1270X1040X20,0 NE",21.0,0.0,-1
2933,6,CRMEMBPL,Total,3820017091.0,20.0,1600121718,70002136,"PL CR 6400/S21 1270X500X40,0 02",11.0,0.0,-1
2934,6,CRMLIXPL,Total,3820017091.0,20.0,1600121719,70025237,"PL CR 6400/S21 1270X500X40,0 NE",11.0,0.0,-1
2935,6,CRMSER19,Total,3820017091.0,20.0,1600121720,70025238,"PL CR 6400/000 1270X500X42,0 NE",11.0,0.0,-1
2936,6,CRMSER05,Total,3820017091.0,20.0,1600121721,70025280,BL CR 6400/000 1270X500X152 NE,3.667,0.0,-1
2937,4,CNMEMBPL,Total,3820017090.0,10.0,1600122066,70021672,"PL CC 9426/000 1030X530X20,0 01",10.0,0.0,-1
2938,4,CNMSERPL,Total,3820017090.0,10.0,1600122067,70021673,"PL CC 9426/000 1030X530X20,0 NE",10.0,0.0,-1
2939,4,CNMEMBPL,Total,3820017086.0,10.0,1600122070,70023695,"PL CC 8303/000 1000X500X30,0 01",15.0,0.0,-1
2940,4,CNMSERPL,Total,3820017086.0,10.0,1600122071,70023710,"PL CC 8303/000 1000X500X30,0 NE",15.0,0.0,-1
2941,24,CRMEMBAG,Total,3820017084.0,10.0,1600121710,70000994,"PL CR CM81/000 1100X550X20,0 00",80.0,0.0,-1
2942,24,CRMPRVUL,Total,3820017084.0,10.0,1600121711,70001121,"PL CR CM81/000 1100X550X20,0 NE",80.0,0.0,-1
2943,24,CRMFCEPF,Total,3820017084.0,10.0,1600121712,70005380,"PL CR CM81/PAA 1100X550X20,0 NE",80.0,0.0,-1
2944,24,CRMEMBAG,Total,3820017084.0,20.0,1600121713,70000994,"PL CR CM81/000 1100X550X20,0 00",2.0,0.0,-1
2945,24,CRMPRVUL,Total,3820017084.0,20.0,1600121714,70001121,"PL CR CM81/000 1100X550X20,0 NE",2.0,0.0,-1
2946,24,CRMFCEPF,Total,3820017084.0,20.0,1600121715,70005380,"PL CR CM81/PAA 1100X550X20,0 NE",2.0,0.0,-1
2947,25,CRMEMBAG,Total,3820017084.0,30.0,1600124512,70001484,"PL CR CM81/000 550X550X30,0 00",100.0,0.0,-1
2948,25,CRMPRVUL,Total,3820017084.0,30.0,1600124513,70001181,"PL CR CM81/000 550X550X30,0 NE",100.0,0.0,-1
2949,25,CRMFCEPF,Total,3820017084.0,30.0,1600124514,70005381,"PL CR CM81/PAA 550X550X30,0 NE",100.0,0.0,-1
2950,25,CRMEMBAG,Total,3820017084.0,40.0,1600124515,70001484,"PL CR CM81/000 550X550X30,0 00",2.0,0.0,-1
2951,25,CRMPRVUL,Total,3820017084.0,40.0,1600124516,70001181,"PL CR CM81/000 550X550X30,0 NE",2.0,0.0,-1
2952,25,CRMFCEPF,Total,3820017084.0,40.0,1600124517,70005381,"PL CR CM81/PAA 550X550X30,0 NE",2.0,0.0,-1
2953,12,CRMVSMRL,Total,3820017083.0,10.0,1600121706,70002242,"RL CI 5057/PAK 1000X2,0-10M 01",105.0,0.0,-1
2954,12,CRMLAMRL,Total,3820017083.0,10.0,1600121707,70008484,"RL CI 5057/PAK 1000X2,0 NE",1050.0,0.0,-1
2955,12,CRMRLMEI,Total,3820017083.0,20.0,1600121708,70004859,"RL CR 1237/000 1000X8,0-8M 01",9.0,0.0,-1
2956,12,CRMLAMRL,Total,3820017083.0,20.0,1600121709,70006948,"RL CR 1237/000 1000X8,0 NE",72.0,0.0,-1
2957,9,CRMEMBPL,Total,3820017082.0,10.0,1600121660,70002813,"PL CR S112/PV1 1270X500X35,0 00",12.0,0.0,-1
2958,9,CRMEMBPL,Printing + Manual,3820017082.0,10.0,1600121660,70002813,"PL CR S112/PV1 1270X500X35,0 00",12.0,0.0,-1
2959,9,CRMLIXPL,Total,3820017082.0,10.0,1600121661,70014632,"PL CR S112/S21 1270X500X35,0 NE",12.0,0.0,-1
2960,9,CRMSER19,Total,3820017082.0,10.0,1600121662,70006491,"PL CR S112/000 1270X500X35,0 NE",12.0,0.0,-1
2961,9,CRMSER05,Total,3820017082.0,10.0,1600121663,70024059,BL CR S112/000 1270X500X152 NE,4.0,0.0,-1
2962,9,CRMRLMEI,Total,3820017082.0,20.0,1600121664,70004036,"RL CR S112/PV1 1020X9,5-7M 00",6.0,0.0,-1
2963,9,CRMLAMRL,Total,3820017082.0,20.0,1600121665,70006510,"RL CR S112/PV1 1020X9,5 NE",42.0,0.0,-1
2964,5,CRMEMBPL,Total,3820017081.0,10.0,1600121704,70002618,"PL CR S112/PV1 1270X1040X15,0 UK",20.0,0.0,-1
2965,5,CRMEMBPL,Printing + Manual,3820017081.0,10.0,1600121704,70002618,"PL CR S112/PV1 1270X1040X15,0 UK",20.0,0.0,-1
2966,5,CRMLAMPL,Total,3820017081.0,10.0,1600121705,70009463,"PL CR S112/PV1 1270X1040X15,0 NE",20.0,0.0,-1
2967,5,CRMLAMPL,Printing + Manual,3820017081.0,10.0,1600121705,70009463,"PL CR S112/PV1 1270X1040X15,0 NE",20.0,0.0,-1
2968,12,CRMRLMEI,Total,3820017080.0,10.0,1600121702,70001039,"RL CR 1028/000 1000X2,0-33M 00",6.0,0.0,-1
2969,12,CRMLAMRL,Total,3820017080.0,10.0,1600121703,70007149,"RL CR 1028/000 1000X2,0 NE",198.0,0.0,-1
2970,13,CRMRLMEI,Total,3820017079.0,10.0,1600121700,70014489,"RL CR SP52/000 1092X2,0-190M 02",21.0,0.0,-1
2971,13,CRMLAMRL,Total,3820017079.0,10.0,1600121701,70006680,"RL CR SP52/000 1092X2,0 NE",3990.0,0.0,-1
2972,51,CNMLAMRL,Total,3820017074.0,10.0,1600121844,70023945,"RL CC 8230/000 1220X1,8 NE",2184.0,2184.0,-1
2973,6,CRMEMBPL,Total,3820017062.0,10.0,1600121694,70002331,"PL CR 1521/000 1000X1000X1,0 TD",300.0,0.0,-1
2974,6,CRMLAMPL,Total,3820017062.0,10.0,1600121695,70007185,"PL CR 1521/000 1000X1000X1,0 NE",300.0,0.0,-1
2975,6,CRMEMBPL,Total,3820017062.0,20.0,1600121696,70010076,"PL CI 5351/000 950X650X6,0 TE",25.0,0.0,-1
2976,6,CRMLAMPL,Total,3820017062.0,20.0,1600121697,70006149,"PL CI 5351/000 950X650X6,0 NE",25.0,0.0,-1
2977,6,CRMEMBPL,Total,3820017062.0,30.0,1600121698,70002046,"PL CR 1235/000 1000X1000X2,5 00",120.0,0.0,-1
2978,6,CRMLAMPL,Total,3820017062.0,30.0,1600121699,70007184,"PL CR 1235/000 1000X1000X2,5 NE",120.0,0.0,-1
2979,12,CRMRLMEI,Total,3820017046.0,10.0,1600121684,70001016,"RL CR 1237/000 1060X2,0-33M 00",12.0,0.0,-1
2980,12,CRMLAMRL,Total,3820017046.0,10.0,1600121685,70006355,"RL CR 1237/000 1060X2,0 NE",396.0,0.0,-1
2981,12,CRMRLMEI,Total,3820017046.0,20.0,1600121686,70001027,"RL CR 1237/000 1060X3,0-22M 00",6.0,0.0,-1
2982,12,CRMLAMRL,Total,3820017046.0,20.0,1600121687,70006358,"RL CR 1237/000 1060X3,0 NE",132.0,0.0,-1
2983,12,CRMRLMEI,Total,3820017046.0,30.0,1600121688,70001524,"RL CR 1237/000 1060X6,0-11M 01",6.0,0.0,-1
2984,12,CRMLAMRL,Total,3820017046.0,30.0,1600121689,70006389,"RL CR 1237/000 1060X6,0 NE",66.0,0.0,-1
2985,11,CRMRLMEI,Total,3820017046.0,40.0,1600121690,70001614,"RL CR 1302/000 1020X1,5-44M 00",6.0,0.0,-1
2986,11,CRMLAMRL,Total,3820017046.0,40.0,1600121691,70006755,"RL CR 1302/000 1020X1,5 NE",264.0,0.0,-1
2987,11,CRMRLMEI,Total,3820017046.0,50.0,1600121692,70001613,"RL CR 1302/000 1020X2,0-33M 00",6.0,0.0,-1
2988,11,CRMLAMRL,Total,3820017046.0,50.0,1600121693,70006507,"RL CR 1302/000 1020X2,0 NE",198.0,0.0,-1
2989,6,CHCEMBAL,Total,3820017045.0,10.0,1600121323,70005003,"PL CC 0094/S22 3100X1220X1,2 00",600.0,0.0,-1
2990,6,CHCSHEET,Total,3820017045.0,10.0,1600121324,70010348,"PL CC 0094/S22 3100X1220X1,2 NE",600.0,0.0,-1
2991,3,CNMLAMLX,Total,3820017044.0,10.0,1600121464,70003969,"PL CC 8702/S21 950X650X4,0 PA",400.0,0.0,-1
2992,3,CNMLAMLX,Total,3820017044.0,20.0,1600121465,70014372,"PL CC 8702/S21 950X650X10,0 PA",200.0,0.0,-1
2993,3,CNMSERPL,Total,3820017044.0,20.0,1600121466,70007239,"PL CC 8702/000 950X650X12,0 NE",200.0,0.0,-1
2994,6,CRMEMBPL,Total,3820017043.0,20.0,1600121649,70024613,"PL CR 3550/000 915X915X2,0 01",18.0,0.0,-1
2995,6,CRMLAMPL,Total,3820017043.0,20.0,1600121650,70024614,"PL CR 3550/000 915X915X2,0 NE",18.0,0.0,-1
2996,5,CRMEMBPL,Total,3820017043.0,10.0,1600121681,70004612,"PL CR N650/000 1040X632X4,0 03",18.0,0.0,-1
2997,5,CRMGUILH,Total,3820017043.0,10.0,1600121682,70009568,"PL CR N650/000 1040X632X4,0 NE",18.0,0.0,-1
2998,5,CRMLAMPL,Total,3820017043.0,10.0,1600121683,70009565,"PL CR N650/000 1270X1040X4,0 NE",9.0,0.0,-1
2999,5,CNMEMBPL,Total,3820017041.0,30.0,1600121467,70000705,"PL CC 8405/000 915X610X15,0 00",1500.0,0.0,-1
3000,5,CNMLAMPL,Total,3820017041.0,30.0,1600121468,70010959,"PL CC 8405/000 915X610X15,0 NE",1500.0,0.0,-1
3001,8,CNMLAMRL,Total,3820017041.0,10.0,1600121469,70006377,"RL CC 8240/PM2 763X4,0 NE",12332.0,0.0,-1
3002,8,CNMSHT01,Total,3820017041.0,10.0,1600121470,70002709,"PL CC 8240/PM2 3050X763X4,0 00",4000.0,0.0,-1
3003,8,CNMLAMRL,Total,3820017041.0,20.0,1600121471,70009024,"RL CC 8240/PM1 1280X4,0 NE",2448.48,0.0,-1
3004,8,CNMSHT01,Total,3820017041.0,20.0,1600121472,70002749,"PL CC 8240/PM1 3030X1280X4,0 00",800.0,0.0,-1
3005,10,CRMLAMRL,Total,3820017041.0,40.0,1600122210,70008528,"RL CI 5015/000 1220X3,0 NE",12627.72,0.0,-1
3006,10,CRMRLMEI,Total,3820017041.0,40.0,1600122211,70010157,"PL CI 5015/PM2 2520X1220X3,0 00",5011.0,0.0,-1
3007,10,CRMRLMEI,Total,3820017041.0,50.0,1600122212,70026622,"PL CI 5015/PM2 3100X1550X3,0 01",1006.0,0.0,-1
3008,10,CRMLAMRL,Total,3820017041.0,50.0,1600122213,70026621,"RL CI 5015/000 1550X3,0 NE",3181.98,0.0,-1
3009,3,CRMRLMEI,Total,3820017040.0,30.0,1600122098,70005442,"PL CI 5118/PM2 2520X1220X6,0 01",950.0,0.0,-1
3010,3,CRMLAMRL,Total,3820017040.0,30.0,1600122099,70008436,"RL CI 5118/000 1220X6,0 NE",2394.0,0.0,-1
3011,6,CRMLAMRL,Total,3820017040.0,50.0,1600122200,70008528,"RL CI 5015/000 1220X3,0 NE",8333.64,0.0,-1
3012,6,CRMRLMEI,Total,3820017040.0,50.0,1600122201,70010157,"PL CI 5015/PM2 2520X1220X3,0 00",3307.0,0.0,-1
3013,3,CRMRLMEI,Total,3820017040.0,70.0,1600122202,70026622,"PL CI 5015/PM2 3100X1550X3,0 01",1006.0,0.0,-1
3014,3,CRMLAMRL,Total,3820017040.0,70.0,1600122203,70026621,"RL CI 5015/000 1550X3,0 NE",3181.98,0.0,-1
3015,3,CRMRLMEI,Total,3820017040.0,40.0,1600122204,70026791,"PL CI 5118/PM2 2540X1560X3,0 01",415.0,0.0,-1
3016,3,CRMLAMRL,Total,3820017040.0,40.0,1600122205,70026790,"RL CI 5118/000 1560X3,0 NE",1054.1,0.0,-1
3017,3,CRMRLMEI,Total,3820017040.0,60.0,1600122206,70026794,"PL CI 5015/PM2 2510X1530X3,0 01",560.0,0.0,-1
3018,3,CRMLAMRL,Total,3820017040.0,60.0,1600122207,70026793,"RL CI 5015/000 1530X3,0 NE",1405.6,0.0,-1
3019,3,CRMRLMEI,Total,3820017040.0,80.0,1600122208,70026796,"PL CI 5015/PM2 2510X1220X6,0 01",250.0,0.0,-1
3020,3,CRMLAMRL,Total,3820017040.0,80.0,1600122209,70008524,"RL CI 5015/000 1220X6,0 NE",627.5,0.0,-1
3021,3,CRMRLMEI,Total,3820017040.0,50.0,1600123908,70010157,"PL CI 5015/PM2 2520X1220X3,0 00",1704.0,0.0,-1
3022,3,CRMLAMRL,Total,3820017040.0,50.0,1600123909,70008528,"RL CI 5015/000 1220X3,0 NE",4294.08,0.0,-1
3023,4,CRMRLMEI,Total,3820017038.0,10.0,1600121645,70008340,"RL CI 5700/000 1000X10,0-10M 02",12.0,0.0,-1
3024,4,CRMLAMRL,Total,3820017038.0,10.0,1600121646,70008341,"RL CI 5700/000 1000X10,0 NE",120.0,0.0,-1
3025,5,CRMEMBPL,Total,3820017037.0,10.0,1600121643,70001555,"PL CR 1028/000 1000X1000X3,0 00",12.0,0.0,-1
3026,5,CRMLAMPL,Total,3820017037.0,10.0,1600121644,70006117,"PL CR 1028/000 1000X1000X3,0 NE",12.0,0.0,-1
3027,10,CRMDIV01,Total,3820017036.0,10.0,1600121678,70008317,RL CI 5700/000 1250X8/4 NE,7020.0,0.0,-1
3028,10,CRMLAMRL,Total,3820017036.0,10.0,1600121679,70007691,"RL CI 5700/000 1250X12,0 NE",3604.77,0.0,-1
3029,10,CRMRLMEI,Total,3820017036.0,10.0,1600121680,70003593,RL CI 5700/PSF 1250X8/4-10M CD,702.0,0.0,-1
3030,4,CNMEMBPL,Total,3820017035.0,30.0,1600121481,70000406,"PL CC 8003/000 940X640X3,0 VD",300.0,0.0,-1
3031,4,CNMLAMPL,Total,3820017035.0,30.0,1600121482,70000020,"PL CC 8003/000 940X640X3,0 NE",300.0,0.0,-1
3032,4,CNMEMBPL,Total,3820017035.0,40.0,1600121483,70000408,"PL CC 8003/000 940X640X10,0 VD",160.0,0.0,-1
3033,4,CNMLAMPL,Total,3820017035.0,40.0,1600121484,70000024,"PL CC 8003/000 940X640X10,0 NE",160.0,0.0,-1
3034,4,CNMEMBPL,Total,3820017035.0,50.0,1600121485,70000410,"PL CC 8303/000 915X610X5,0 VD",600.0,0.0,-1
3035,4,CNMLAMPL,Total,3820017035.0,50.0,1600121486,70005754,"PL CC 8303/000 915X610X5,0 NE",600.0,0.0,-1
3036,4,CNMEMBPL,Total,3820017035.0,60.0,1600121488,70000411,"PL CC 8303/000 915X610X6,0 VD",260.0,0.0,-1
3037,4,CNMLAMPL,Total,3820017035.0,60.0,1600121489,70005755,"PL CC 8303/000 915X610X6,0 NE",260.0,0.0,-1
3038,4,CNMEMBPL,Total,3820017035.0,70.0,1600121490,70000414,"PL CC 8123/000 915X610X5,0 VD",300.0,0.0,-1
3039,4,CNMLAMPL,Total,3820017035.0,70.0,1600121491,70005704,"PL CC 8123/000 915X610X5,0 NE",300.0,0.0,-1
3040,4,CNMEMBPL,Total,3820017035.0,80.0,1600121492,70001875,"PL CC 8057/000 1000X500X10,0 02",160.0,0.0,-1
3041,4,CNMLAMPL,Total,3820017035.0,80.0,1600121493,70005666,"PL CC 8057/000 1000X500X10,0 NE",160.0,0.0,-1
3042,6,CRMEMBPL,Total,3820017028.0,10.0,1600121307,70001035,"PL CR 1028/000 1000X1000X1,5 00",300.0,0.0,-1
3043,6,CRMLAMPL,Total,3820017028.0,10.0,1600121308,70006114,"PL CR 1028/000 1000X1000X1,5 NE",300.0,0.0,-1
3044,6,CRMEMBPL,Total,3820017028.0,20.0,1600121309,70001115,"PL CR 1028/000 1000X1000X4,5 00",66.0,0.0,-1
3045,6,CRMLAMPL,Total,3820017028.0,20.0,1600121310,70006118,"PL CR 1028/000 1000X1000X4,5 NE",66.0,0.0,-1
3046,6,CRMEMBPL,Total,3820017028.0,30.0,1600121311,70001442,"PL CR NL53/000 1000X1000X1,5 UK",100.0,0.0,-1
3047,6,CRMLAMPL,Total,3820017028.0,30.0,1600121312,70006751,"PL CR NL53/000 1000X1000X1,5 NE",100.0,0.0,-1
3048,6,CRMEMBPL,Total,3820017028.0,40.0,1600121313,70001378,"PL CR NL53/000 1000X1000X6,0 UK",25.0,0.0,-1
3049,6,CRMLAMPL,Total,3820017028.0,40.0,1600121314,70009541,"PL CR NL53/000 1000X1000X6,0 NE",25.0,0.0,-1
3050,6,CRMEMBPL,Total,3820017028.0,50.0,1600121315,70001213,"PL CR 2549/000 1000X1000X1,5 01",400.0,0.0,-1
3051,6,CRMLAMPL,Total,3820017028.0,50.0,1600121316,70007024,"PL CR 2549/000 1000X1000X1,5 NE",400.0,0.0,-1
3052,4,CRMLAMPL,Total,3820017026.0,10.0,1600122781,71000966,"FQ CR 1521/000 ZIB02 2,5 NE",150.0,0.0,-1
3053,4,CRMCOLQD,Total,3820017026.0,10.0,1600122782,71000954,QD CR 1521/OCL ZIB02 150 NE,3.0,0.0,-1
3054,4,CRMSER05,Total,3820017026.0,10.0,1600122783,71000867,QD CR 1521/000 ZIB02 150 NE,3.0,0.0,-1
3055,4,CRMEMBPL,Total,3820017026.0,10.0,1600124840,71001305,"FQ CR 1521/000 ZIB02 2,5 00",150.0,0.0,-1
3056,51,CNMREBMA,Total,3820017019.0,10.0,1600123578,70015310,"RL ML C255/000 1000X1,8-15M NE",24.0,24.0,-1
3057,51,CNMEMBMA,Total,3820017019.0,10.0,1600123579,70015305,"RL ML C255/000 1000X1,8-15M 00",24.0,24.0,-1
3058,4,CCSEBKDV,Total,3820017018.0,10.0,1600121357,72000795,"TM CC 8405/CW1 12TM 2,9 000 06",60480.0,0.0,-1
3059,4,CCSBALJT,Total,3820017018.0,10.0,1600121358,72000410,"TM CC 8405/CW1 12TM 2,9 000 NE",60480.0,0.0,-1
3060,4,CCSPARAF,Total,3820017018.0,10.0,1600121359,70011129,"PL CC 8405/CW1 940X640X2,9 NE",1120.0,0.0,-1
3061,4,CCSEBMTR,Total,3820017018.0,20.0,1600121800,72000652,"TV CC 8405 11RR 9,7 000 01",3200.0,0.0,-1
3062,4,CCSTRIVM,Total,3820017018.0,20.0,1600121801,72000152,"TV CC 8405 11RR 9,7 000 NE",3200.0,0.0,-1
3063,4,CCSEBMTR,Total,3820017018.0,30.0,1600121802,72000653,"TV CC 8405 14RR 9,7 000 01",3120.0,0.0,-1
3064,4,CCSTRIVM,Total,3820017018.0,30.0,1600121803,72002017,"TV CC 8405 14RR 9,7 000 NE",3120.0,0.0,-1
3065,4,CCSEBMTR,Total,3820017018.0,40.0,1600121804,72000657,"TV CC 8405 17RR 9,7 000 06",10080.0,0.0,-1
3066,4,CCSTRIVA,Total,3820017018.0,40.0,1600121805,72002016,"TV CC 8405 17RR 9,7 000 NE",10080.0,0.0,-1
3067,4,CCSEBMTR,Total,3820017018.0,50.0,1600121806,72000663,"TV CC 8405 20RR 9,7 000 56",14040.0,0.0,-1
3068,4,CCSTRIVM,Total,3820017018.0,50.0,1600121807,72000322,"TV CC 8405 20RR 9,7 000 NE",14040.0,0.0,-1
3069,4,CCSEBMTR,Total,3820017018.0,60.0,1600121808,72000672,"TV CC 8405 23RR 9,7 000 01",8000.0,0.0,-1
3070,4,CCSTRIVM,Total,3820017018.0,60.0,1600121809,72000155,"TV CC 8405 23RR 9,7 000 NE",8000.0,0.0,-1
3071,4,CNMLAMLX,Total,3820017018.0,60.0,1600121810,70000700,"PL CC 8405/S21 1030X530X9,7 NE",1000.0,0.0,-1
3072,4,CCSEBMTR,Total,3820017018.0,70.0,1600121811,72000677,"TV CC 8405 26RR 9,7 000 02",5040.0,0.0,-1
