,Semana,Centro de Trabalho,Acabamento,OV,Item,OF,Material,Descrição,Quantidade,Quantidade Fornecida,aglomerado
1823,12,CRMRLMEI,Total,3820017677.0,10.0,1600125530,70004326,RL CI 5173/000 1000X4/2-30M 00,414.0,0.0,-1
1824,13,CRMRLMEI,Total,3820017677.0,10.0,1600125531,70004326,RL CI 5173/000 1000X4/2-30M 00,414.0,0.0,-1
1825,14,CRMRLMEI,Total,3820017677.0,10.0,1600125532,70004326,RL CI 5173/000 1000X4/2-30M 00,414.0,0.0,-1
1826,15,CRMRLMEI,Total,3820017677.0,10.0,1600125533,70004326,RL CI 5173/000 1000X4/2-30M 00,423.0,0.0,-1
1827,12,CRMDIV01,Total,3820017677.0,10.0,1600125534,70008422,RL CI 5173/000 1000X4/2 NE,12420.0,0.0,-1
1828,13,CRMDIV01,Total,3820017677.0,10.0,1600125535,70008422,RL CI 5173/000 1000X4/2 NE,12420.0,0.0,-1
1829,14,CRMDIV01,Total,3820017677.0,10.0,1600125536,70008422,RL CI 5173/000 1000X4/2 NE,12420.0,0.0,-1
1830,15,CRMDIV01,Total,3820017677.0,10.0,1600125537,70008422,RL CI 5173/000 1000X4/2 NE,12690.0,0.0,-1
1831,12,CRMLAMRL,Total,3820017677.0,10.0,1600125538,70008421,"RL CI 5173/000 1067X6,0 NE",6210.0,0.0,-1
1832,13,CRMLAMRL,Total,3820017677.0,10.0,1600125539,70008421,"RL CI 5173/000 1067X6,0 NE",6210.0,0.0,-1
1833,14,CRMLAMRL,Total,3820017677.0,10.0,1600126320,70008421,"RL CI 5173/000 1067X6,0 NE",6210.0,0.0,-1
1834,14,CRMLAMRL,Total,3820017677.0,10.0,1600126321,70008421,"RL CI 5173/000 1067X6,0 NE",6345.0,0.0,-1
1835,6,CRMEMBPL,Total,3820017676.0,10.0,1600125894,70005466,"PL CR 1521/2T2 1000X1000X3,0 01",600.0,0.0,-1
1836,6,CRMEMBPL,Printing + Manual,3820017676.0,10.0,1600125894,70005466,"PL CR 1521/2T2 1000X1000X3,0 01",600.0,0.0,-1
1837,6,CRMLAMPL,Total,3820017676.0,10.0,1600125895,70006581,"PL CR 1521/2T2 1000X1000X3,0 NE",600.0,0.0,-1
1838,6,CRMLAMPL,Printing + Manual,3820017676.0,10.0,1600125895,70006581,"PL CR 1521/2T2 1000X1000X3,0 NE",600.0,0.0,-1
1839,7,CRMRLMEI,Total,3820017675.0,10.0,1600125888,70001212,"RL CR S112/PT1 1020X6,0-11M 00",6.0,0.0,-1
1840,7,CRMLAMRL,Total,3820017675.0,10.0,1600125889,70006526,"RL CR S112/PT1 1020X6,0 NE",66.0,0.0,-1
1841,7,CRMRLMEI,Total,3820017675.0,20.0,1600125890,70001855,"RL CR S112/PT1 1020X9,0-7M 00",12.0,0.0,-1
1842,7,CRMLAMRL,Total,3820017675.0,20.0,1600125891,70007901,"RL CR S112/PT1 1020X9,0 NE",84.0,0.0,-1
1843,3,CRMEMBPL,Total,3820017675.0,30.0,1600125892,70004297,"PL CR 1521/2T2 1000X1000X2,0 00",1050.0,0.0,-1
1844,3,CRMEMBPL,Printing + Manual,3820017675.0,30.0,1600125892,70004297,"PL CR 1521/2T2 1000X1000X2,0 00",1050.0,0.0,-1
1845,3,CRMLAMPL,Total,3820017675.0,30.0,1600125893,70006402,"PL CR 1521/2T2 1000X1000X2,0 NE",1050.0,0.0,-1
1846,3,CRMLAMPL,Printing + Manual,3820017675.0,30.0,1600125893,70006402,"PL CR 1521/2T2 1000X1000X2,0 NE",1050.0,0.0,-1
1847,3,CRMEMBPL,Total,3820017674.0,10.0,1600125886,70010010,"PL CR 1028/2T5 1000X1000X1,1 SE",300.0,0.0,-1
1848,3,CRMEMBPL,Printing + Manual,3820017674.0,10.0,1600125886,70010010,"PL CR 1028/2T5 1000X1000X1,1 SE",300.0,0.0,-1
1849,3,CRMLAMPL,Total,3820017674.0,10.0,1600125887,70010011,"PL CR 1028/2T5 1000X1000X1,1 NE",300.0,0.0,-1
1850,3,CRMLAMPL,Printing + Manual,3820017674.0,10.0,1600125887,70010011,"PL CR 1028/2T5 1000X1000X1,1 NE",300.0,0.0,-1
1851,5,CRMEMBPL,Total,3820017673.0,20.0,1600125635,70024750,"PL CR HC80/PTS 915X915X1,6 AM",186.0,0.0,-1
1852,5,CRMEMBPL,Printing + Manual,3820017673.0,20.0,1600125635,70024750,"PL CR HC80/PTS 915X915X1,6 AM",186.0,0.0,-1
1853,5,CRMLAMPL,Total,3820017673.0,20.0,1600125636,70024751,"PL CR HC80/PTS 915X915X1,6 NE",186.0,0.0,-1
1854,5,CRMLAMPL,Printing + Manual,3820017673.0,20.0,1600125636,70024751,"PL CR HC80/PTS 915X915X1,6 NE",186.0,0.0,-1
1855,10,CRMEMBPL,Total,3820017669.0,10.0,1600125942,70002331,"PL CR 1521/000 1000X1000X1,0 TD",450.0,0.0,-1
1856,10,CRMLAMPL,Total,3820017669.0,10.0,1600125943,70007185,"PL CR 1521/000 1000X1000X1,0 NE",450.0,0.0,-1
1857,10,CRMEMBPL,Total,3820017669.0,20.0,1600125944,70009902,"PL CR 1235/000 1000X1000X10,0 00",15.0,0.0,-1
1858,10,CRMLAMPL,Total,3820017669.0,20.0,1600125945,70009901,"PL CR 1235/000 1000X1000X10,0 NE",15.0,0.0,-1
1859,10,CRMEMBPL,Total,3820017669.0,30.0,1600125946,70002046,"PL CR 1235/000 1000X1000X2,5 00",300.0,0.0,-1
1860,10,CRMLAMPL,Total,3820017669.0,30.0,1600125947,70007184,"PL CR 1235/000 1000X1000X2,5 NE",300.0,0.0,-1
1861,11,CCSEMBME,Total,3820017668.0,10.0,1600126247,72000127,MB ML C221 11W NT 000 52,1440.0,0.0,-1
1862,11,CCSMTMME,Total,3820017668.0,10.0,1600126248,72000315,MB ML C221 11W NT 000 NE,1440.0,0.0,-1
1863,11,CCSSECME,Total,3820017668.0,10.0,1600126249,70011435,"PL ML C221/000 375X275X7,0 NE",1440.0,0.0,-1
1864,11,CCSEMBME,Total,3820017668.0,20.0,1600126250,72000140,MB ML C221 12W NT 000 81,2160.0,0.0,-1
1865,11,CCSMTAME,Total,3820017668.0,20.0,1600126251,72000302,MB ML C221 12W NT 000 NE,2160.0,0.0,-1
1866,11,CCSSECME,Total,3820017668.0,20.0,1600126252,70011423,"PL ML C221/000 570X375X7,0 NE",2160.0,0.0,-1
1867,11,CCSEMBME,Total,3820017668.0,70.0,1600126253,72000290,MB ML C214 12W SL 100 08,2400.0,0.0,-1
1868,11,CCSEMBME,Total,3820017668.0,40.0,1600126259,72000379,MB ML C215 12A CZ 001 04,840.0,0.0,-1
1869,11,CCSEMBME,Total,3820017668.0,50.0,1600126260,72000496,MB ML C420 15W NT 711 04,720.0,0.0,-1
1870,11,CCSMTMME,Total,3820017668.0,50.0,1600126261,72000292,MB ML C420 15W NT 711 NE,720.0,0.0,-1
1871,11,CCSEMBME,Total,3820017668.0,60.0,1600126262,72000530,MB ML C221 14W NT 000 18,1920.0,0.0,-1
1872,11,CCSMTMME,Total,3820017668.0,60.0,1600126263,72000303,MB ML C221 14W NT 000 NE,1920.0,0.0,-1
1873,11,CCSEMBME,Total,3820017668.0,80.0,1600126267,72000571,MB ML C215 14A CZ 000 01,960.0,0.0,-1
1874,11,CCSEMBME,Total,3820017668.0,30.0,1600126268,72000609,MB ML C214 14W SL 100 07,1440.0,0.0,-1
1875,5,CCSEBMTR,Total,3820017666.0,30.0,1600126270,72000688,"TV CC 8405 10RR 6,0 000 AQ",17280.0,0.0,-1
1876,5,CCSEBMTR,Total,3820017666.0,30.0,1600126271,72001126,"TV CC 8405/S21 10RR 6,0 000 NR",17280.0,0.0,-1
1877,5,CCSTRIVM,Total,3820017666.0,30.0,1600126272,72000160,"TV CC 8405 10RR 6,0 000 NE",17280.0,0.0,-1
1878,5,CNMLAMLX,Total,3820017666.0,30.0,1600126273,70000098,"PL CC 8405/S21 940X640X6,0 NE",432.0,0.0,-1
1879,5,CCSEBMTR,Total,3820017666.0,50.0,1600126274,72000689,"TV CC 8405 22RR 6,0 000 03",5760.0,0.0,-1
1880,5,CCSEBMTR,Total,3820017666.0,50.0,1600126275,72001250,"TV CC 8405 22RR 6,0 000 NR",5760.0,0.0,-1
1881,5,CCSTRIVM,Total,3820017666.0,50.0,1600126276,72000161,"TV CC 8405 22RR 6,0 000 NE",5760.0,0.0,-1
1882,5,CNMLAMLX,Total,3820017666.0,50.0,1600126277,70000098,"PL CC 8405/S21 940X640X6,0 NE",720.0,0.0,-1
1883,5,CCSEBMTR,Total,3820017666.0,20.0,1600126278,72000722,"TV CC 8405 20KK 9,7 000 77",600.0,0.0,-1
1884,5,CCSTRIVM,Total,3820017666.0,20.0,1600126279,72000336,"TV CC 8405 20KK 9,7 000 NE",600.0,0.0,-1
1885,5,CCSEBMTR,Total,3820017666.0,60.0,1600126280,72000729,"TV CC 8405 66RT 9,7 000 AQ",576.0,0.0,-1
1886,5,CCSTRIVM,Total,3820017666.0,60.0,1600126281,72001143,"TV CC 8405 66RT 9,7 000 NR",576.0,0.0,-1
1887,5,CCSCNCMQ,Total,3820017666.0,60.0,1600126282,72000218,"TV CC 8405 66RT 9,7 000 NE",576.0,0.0,-1
1888,5,CCSEBMTR,Total,3820017666.0,40.0,1600126283,72000738,"TV CC 8405 64RT 6,0 000 02",8640.0,0.0,-1
1889,5,CCSEBMTR,Total,3820017666.0,40.0,1600126284,72001246,"TV CC 8405 64RT 6,0 000 NR",8640.0,0.0,-1
1890,5,CCSTRIVM,Total,3820017666.0,40.0,1600126285,72000180,"TV CC 8405 64RT 6,0 000 NE",8640.0,0.0,-1
1891,5,CNMLAMLX,Total,3820017666.0,40.0,1600126286,70000098,"PL CC 8405/S21 940X640X6,0 NE",1080.0,0.0,-1
1892,5,CCSEBMTR,Total,3820017666.0,70.0,1600126287,72000755,ES CC 8405 56BM AQ,270.0,0.0,-1
1893,5,CCSEBMTR,Total,3820017666.0,70.0,1600126288,72001144,ES CC 8405 56BM NR,270.0,0.0,-1
1894,5,CCSCNCMQ,Total,3820017666.0,70.0,1600126289,72000222,ES CC 8405 56BM 000 NE,270.0,0.0,-1
1895,5,CNMLAMLX,Total,3820017666.0,70.0,1600126290,70000104,"PL CC 8405/S21 940X640X13,0 NE",135.0,0.0,-1
1896,5,CCSEBMTR,Total,3820017666.0,10.0,1600126291,72001272,ES CC 8405 56BM 01,1500.0,0.0,-1
1897,5,CCSCNCMQ,Total,3820017666.0,10.0,1600126292,72000222,ES CC 8405 56BM 000 NE,1500.0,0.0,-1
1898,5,CNMLAMLX,Total,3820017666.0,10.0,1600126293,70000104,"PL CC 8405/S21 940X640X13,0 NE",750.0,0.0,-1
1899,5,CCSEMBME,Total,3820017666.0,90.0,1600126294,72001816,MB ML C204 14W NT 000 01,1000.0,0.0,-1
1900,5,CCSMTMME,Total,3820017666.0,90.0,1600126295,72001817,MB ML C204 14W NT 000 NE,1000.0,0.0,-1
1901,5,CCSPRESG,Total,3820017666.0,90.0,1600126296,70013480,"PL ML C204/000 770X568X7,0 NE",1000.0,0.0,-1
1902,5,CCSEMBME,Total,3820017666.0,80.0,1600126297,72001818,MB ML C204 12W NT 000 01,1000.0,0.0,-1
1903,5,CCSMTMME,Total,3820017666.0,80.0,1600126298,72000504,MB ML C204 12W NT 000 NE,1000.0,0.0,-1
1904,5,CCSSECME,Total,3820017666.0,80.0,1600126299,70011427,"PL ML C204/000 570X375X7,0 NE",1000.0,0.0,-1
1905,5,CCSPRESG,Total,3820017666.0,80.0,1600126300,70013480,"PL ML C204/000 770X568X7,0 NE",500.0,0.0,-1
1906,3,CNMVSMEB,Total,3820017664.0,10.0,1600125468,70002384,"RL CC 8244/000 1000X5,0-20M 08",6.0,0.0,-1
1907,3,CNMVSMRL,Total,3820017664.0,10.0,1600125469,70006678,"RL CC 8244/000 1000X5,0-20M NE",6.0,0.0,-1
1908,6,CRMEMBIN,Total,3820017662.0,10.0,1600125941,70003580,BL CR 1310/000 1000X1000X152 03,40.0,0.0,-1
1909,5,CNMEMBPL,Total,3820017659.0,20.0,1600125470,70000374,"PL CC 8827/000 1000X500X50,0 PC",60.0,0.0,-1
1910,5,CNMSERPL,Total,3820017659.0,20.0,1600125471,70010413,"PL CC 8827/000 1000X500X50,0 NE",60.0,0.0,-1
1911,5,CNMEMBPL,Total,3820017659.0,10.0,1600125472,70000524,"PL CC 8827/000 1000X500X6,0 04",52.0,0.0,-1
1912,5,CNMLAMPL,Total,3820017659.0,10.0,1600125473,70004009,"PL CC 8827/000 1000X500X6,0 NE",52.0,0.0,-1
1913,4,CRMRLMEI,Total,3820017618.0,10.0,1600125345,70004473,"RL CI 5700/000 1000X5,0-10M 01",12.0,0.0,-1
1914,4,CRMLAMRL,Total,3820017618.0,10.0,1600125346,70006451,"RL CI 5700/000 1000X5,0 NE",120.0,0.0,-1
1915,16,CRMRLMEI,Total,3820017617.0,10.0,1600125343,70003773,"RL CR 1521/T01 1000X1,0-66M 01",8.0,0.0,-1
1916,16,CRMLAMRL,Total,3820017617.0,10.0,1600125344,70007596,"RL CR 1521/T01 1000X1,0 NE",528.0,0.0,-1
1917,6,CCSSECME,Total,3820017616.0,10.0,1600125914,70026937,"PL CR WI02/000 660X23,6X114,0 00",320.0,0.0,-1
1918,4,GMTEMBAL,Total,3820017615.0,10.0,1600125350,41000428,"GRAN MD 0,5/1 75-85 SE SA023",500.0,0.0,-1
1919,12,CRMEMBPL,Total,3820017614.0,10.0,1600125323,70002626,"RL CR S112/2T9 80X8,0-8M 00",110.0,0.0,-1
1920,12,CRMEMBPL,Printing + Manual,3820017614.0,10.0,1600125323,70002626,"RL CR S112/2T9 80X8,0-8M 00",110.0,0.0,-1
1921,12,CRMSER19,Total,3820017614.0,10.0,1600125324,70007877,"RL CR S112/2T9 80X8,0-8M NE",110.0,0.0,-1
1922,12,CRMRLMEI,Total,3820017614.0,10.0,1600125325,70006990,"RL CR S112/2T9 1067X8,0-8M NE",10.0,0.0,-1
1923,12,CRMLAMRL,Total,3820017614.0,10.0,1600125326,70006989,"RL CR S112/2T9 1067X8,0 NE",80.0,0.0,-1
1924,12,CRMEMBPL,Total,3820017614.0,20.0,1600125327,70007879,"RL CR S112/2T9 70X7,0-9M 00",104.0,0.0,-1
1925,12,CRMEMBPL,Printing + Manual,3820017614.0,20.0,1600125327,70007879,"RL CR S112/2T9 70X7,0-9M 00",104.0,0.0,-1
1926,12,CRMSER19,Total,3820017614.0,20.0,1600125328,70007878,"RL CR S112/2T9 70X7,0-9M NE",104.0,0.0,-1
1927,12,CRMRLMEI,Total,3820017614.0,20.0,1600125329,70006697,"RL CR S112/2T9 1067X7,0-9M NE",8.0,0.0,-1
1928,12,CRMLAMRL,Total,3820017614.0,20.0,1600125330,70006696,"RL CR S112/2T9 1067X7,0 NE",72.0,0.0,-1
1929,12,CRMEMBPL,Total,3820017614.0,30.0,1600125331,70002625,"RL CR S112/2T9 60X6,0-11M 00",60.0,0.0,-1
1930,12,CRMEMBPL,Printing + Manual,3820017614.0,30.0,1600125331,70002625,"RL CR S112/2T9 60X6,0-11M 00",60.0,0.0,-1
1931,12,CRMSER19,Total,3820017614.0,30.0,1600125332,70007918,"RL CR S112/2T9 60X6,0-11M NE",60.0,0.0,-1
1932,12,CRMRLMEI,Total,3820017614.0,30.0,1600125333,70006838,"RL CR S112/2T9 1067X6,0-11M NE",4.0,0.0,-1
1933,12,CRMLAMRL,Total,3820017614.0,30.0,1600125334,70006837,"RL CR S112/2T9 1067X6,0 NE",44.0,0.0,-1
1934,12,CRMEMBPL,Total,3820017614.0,40.0,1600125335,70002624,"RL CR S112/2T9 40X4,0-16M 00",66.0,0.0,-1
1935,12,CRMEMBPL,Printing + Manual,3820017614.0,40.0,1600125335,70002624,"RL CR S112/2T9 40X4,0-16M 00",66.0,0.0,-1
1936,12,CRMSER19,Total,3820017614.0,40.0,1600125336,70007895,"RL CR S112/2T9 40X4,0-16M NE",66.0,0.0,-1
1937,12,CRMRLMEI,Total,3820017614.0,40.0,1600125337,70007896,"RL CR S112/2T9 1067X4,0-16M NE",3.0,0.0,-1
1938,12,CRMLAMRL,Total,3820017614.0,40.0,1600125338,70007897,"RL CR S112/2T9 1067X4,0 NE",48.0,0.0,-1
1939,12,CRMEMBPL,Total,3820017614.0,50.0,1600125339,70002371,"RL CR S112/2T9 50X5,0-13M 00",72.0,0.0,-1
1940,12,CRMEMBPL,Printing + Manual,3820017614.0,50.0,1600125339,70002371,"RL CR S112/2T9 50X5,0-13M 00",72.0,0.0,-1
1941,12,CRMSER19,Total,3820017614.0,50.0,1600125340,70006242,"RL CR S112/2T9 50X5,0-13M NE",72.0,0.0,-1
1942,12,CRMRLMEI,Total,3820017614.0,50.0,1600125341,70006840,"RL CR S112/2T9 1067X5,0-13M NE",5.0,0.0,-1
1943,12,CRMLAMRL,Total,3820017614.0,50.0,1600125342,70024034,"RL CR S112/2T9 1067X5,0 NE",69.55,0.0,-1
1944,12,CCSEMBJT,Total,3820017614.0,60.0,1600125915,71001580,"JT CR S112/PT1 STS-05 4,0 00",1600.0,0.0,-1
1945,15,CRMSER19,Total,3820017613.0,10.0,1600125299,70025212,"RL CR 1049/2T9 50X7,0-11M NE",1365.0,0.0,-1
1946,15,CRMLAMRL,Total,3820017613.0,10.0,1600125320,70025210,"RL CR 1049/2T9 1092X7,0 NE",836.0,0.0,-1
1947,15,CRMRLMEI,Total,3820017613.0,10.0,1600125321,70025211,"RL CR 1049/2T9 1092X7,0-11M NE",76.0,0.0,-1
1948,15,CRMEMBPL,Total,3820017613.0,10.0,1600125322,70025213,"RL CR 1049/2T9 50X7,0-11M 01",1365.0,0.0,-1
1949,15,CRMEMBPL,Printing + Manual,3820017613.0,10.0,1600125322,70025213,"RL CR 1049/2T9 50X7,0-11M 01",1365.0,0.0,-1
1950,4,CNMEMBRL,Total,3820017612.0,10.0,1600125562,70005710,"RL CC 8217/000 1400X3,0-15M 01",19.0,0.0,-1
1951,4,CNMLAMRL,Total,3820017612.0,10.0,1600125563,70007316,"RL CC 8217/000 1400X3,0-15M NE",19.0,0.0,-1
1952,3,CNMSHT02,Total,3820017611.0,10.0,1600125227,70026884,"PL CC 8249/000 1845X1240X1,2 01",16105.0,0.0,-1
1953,3,CNMLAMRL,Total,3820017611.0,10.0,1600125228,70026883,"RL CC 8249/000 1240X1,2 NE",29955.3,0.0,-1
1954,3,CNMSHT02,Total,3820017611.0,20.0,1600125229,70026886,"PL CC 8249/000 1845X1240X1,1 01",895.0,0.0,-1
1955,3,CNMLAMRL,Total,3820017611.0,20.0,1600125230,70026885,"RL CC 8249/000 1240X1,1 NE",1664.7,0.0,-1
1956,8,CRMEMBPL,Total,3820017610.0,10.0,1600125297,70009834,"PL CR 1237/000 1270X660X6,5 01",20.0,0.0,-1
1957,8,CRMLAMPL,Total,3820017610.0,10.0,1600125298,70009833,"PL CR 1237/000 1270X660X6,5 NE",20.0,0.0,-1
1958,4,CRMRLMEI,Total,3820017608.0,10.0,1600125293,70002420,"RL CI 5851/000 1000X5,0-10M 00",10.0,0.0,-1
1959,4,CRMLAMRL,Total,3820017608.0,10.0,1600125294,70008301,"RL CI 5851/000 1000X5,0 NE",100.0,0.0,-1
1960,4,CRMRLMEI,Total,3820017608.0,20.0,1600125295,70002126,"RL CI 5851/000 1250X5,0-10M 01",5.0,0.0,-1
1961,4,CRMLAMRL,Total,3820017608.0,20.0,1600125296,70006965,"RL CI 5851/000 1250X5,0 NE",50.0,0.0,-1
1962,5,CNMEMBPL,Total,3820017607.0,10.0,1600125474,70002646,"PL CC 8821/2SB 1000X500X20,0 00",150.0,0.0,-1
1963,5,CNMEMBPL,Printing + Manual,3820017607.0,10.0,1600125474,70002646,"PL CC 8821/2SB 1000X500X20,0 00",150.0,0.0,-1
1964,5,CNMLAMLX,Total,3820017607.0,10.0,1600125475,70006203,"PL CC 8821/2SB 1000X500X20,0 NE",150.0,0.0,-1
1965,5,CNMSERPL,Total,3820017607.0,10.0,1600125476,70025710,"PL CC 8821/000 1000X500X22,0 NE",150.0,0.0,-1
1966,6,CNMEMBPL,Total,3820017606.0,10.0,1600125236,70004727,"PL CC 8405/000 940X640X3,0 OF",100.0,0.0,-1
1967,6,CNMLAMPL,Total,3820017606.0,10.0,1600125237,70000089,"PL CC 8405/000 940X640X3,0 NE",100.0,0.0,-1
1968,12,CRMEMBPL,Total,3820017605.0,10.0,1600125289,70003025,"RL CR S112/2T9 50X6,0-11M 03",18.0,0.0,-1
1969,12,CRMEMBPL,Printing + Manual,3820017605.0,10.0,1600125289,70003025,"RL CR S112/2T9 50X6,0-11M 03",18.0,0.0,-1
1970,12,CRMSER19,Total,3820017605.0,10.0,1600125290,70006239,"RL CR S112/2T9 50X6,0-11M NE",18.0,0.0,-1
1971,12,CRMRLMEI,Total,3820017605.0,10.0,1600125291,70006838,"RL CR S112/2T9 1067X6,0-11M NE",1.0,0.0,-1
1972,12,CRMLAMRL,Total,3820017605.0,10.0,1600125292,70006837,"RL CR S112/2T9 1067X6,0 NE",11.0,0.0,-1
1973,12,CRMEMBPL,Total,3820017605.0,20.0,1600125364,70001567,"PL CR S112/PT1 1000X1000X8,0 RK",18.0,0.0,-1
1974,12,CRMEMBPL,Printing + Manual,3820017605.0,20.0,1600125364,70001567,"PL CR S112/PT1 1000X1000X8,0 RK",18.0,0.0,-1
1975,12,CRMLAMPL,Total,3820017605.0,20.0,1600125365,70007581,"PL CR S112/PT1 1000X1000X8,0 NE",18.0,0.0,-1
1976,12,CRMLAMPL,Printing + Manual,3820017605.0,20.0,1600125365,70007581,"PL CR S112/PT1 1000X1000X8,0 NE",18.0,0.0,-1
1977,5,CCSSECME,Total,3820017603.0,10.0,1600126301,70025685,"PL CI 5015/000 1000X12,0X12,0 NE",12672.0,0.0,-1
1978,5,CCSEBAAC,Total,3820017603.0,10.0,1600126302,70025439,"PL CI 5015/000 1000X12,0X12,0 01",12672.0,0.0,-1
1979,5,CRMRLMEI,Total,3820017603.0,10.0,1600126303,70025438,"PL CI 5015/000 1020X1000X12,0 NE",187.0,0.0,-1
1980,5,CRMLAMRL,Total,3820017603.0,10.0,1600126304,70025437,"RL CI 5015/000 1000X12,0 NE",198.22,0.0,-1
1981,12,CRMEMBPL,Total,3820017602.0,10.0,1600125285,70002119,"RL CR S112/2T9 50X6,0-11M 01",40.0,0.0,-1
1982,12,CRMEMBPL,Printing + Manual,3820017602.0,10.0,1600125285,70002119,"RL CR S112/2T9 50X6,0-11M 01",40.0,0.0,-1
1983,12,CRMSER19,Total,3820017602.0,10.0,1600125286,70006239,"RL CR S112/2T9 50X6,0-11M NE",40.0,0.0,-1
1984,12,CRMRLMEI,Total,3820017602.0,10.0,1600125287,70006838,"RL CR S112/2T9 1067X6,0-11M NE",3.0,0.0,-1
1985,12,CRMLAMRL,Total,3820017602.0,10.0,1600125288,70006837,"RL CR S112/2T9 1067X6,0 NE",33.0,0.0,-1
1986,5,CRMEMBPL,Total,3820017601.0,10.0,1600125161,70003395,"PL CR 6400/000 1100X230X40,0 01",30.0,0.0,-1
1987,5,CRMLIXPL,Total,3820017601.0,10.0,1600125162,70015575,"PL CR 6400/S21 1100X230X40,0 NE",30.0,0.0,-1
1988,5,CRMSER19,Total,3820017601.0,10.0,1600125163,70006504,"PL CR 6400/000 1100X230X42,0 NE",30.0,0.0,-1
1989,5,CRMSER05,Total,3820017601.0,10.0,1600125164,70025276,BL CR 6400/000 1100X230X152 NE,10.001,0.0,-1
1990,6,CRMEMBPL,Total,3820017600.0,10.0,1600125038,70026807,"PL CR 6400/000 1200X250X40,0 01",8.0,0.0,-1
1991,6,CRMSER19,Total,3820017600.0,10.0,1600125039,70026806,"PL CR 6400/000 1200X250X40,0 NE",8.0,0.0,-1
1992,6,CRMSER05,Total,3820017600.0,10.0,1600125160,70025277,BL CR 6400/000 1200X250X152 NE,2.779,0.0,-1
1993,6,CRMEMBPL,Total,3820017599.0,10.0,1600125035,70026807,"PL CR 6400/000 1200X250X40,0 01",8.0,0.0,-1
1994,6,CRMSER19,Total,3820017599.0,10.0,1600125036,70026806,"PL CR 6400/000 1200X250X40,0 NE",8.0,0.0,-1
1995,6,CRMSER05,Total,3820017599.0,10.0,1600125037,70025277,BL CR 6400/000 1200X250X152 NE,2.779,0.0,-1
1996,10,CRMEMBPL,Total,3820017598.0,10.0,1600125033,70007334,"PL CR 1235/000 1000X1000X5,0 03",360.0,0.0,-1
1997,10,CRMLAMPL,Total,3820017598.0,10.0,1600125034,70006583,"PL CR 1235/000 1000X1000X5,0 NE",360.0,0.0,-1
1998,3,CNMVSMEB,Total,3820017597.0,10.0,1600125238,70004419,"RL CC 8210/000 1000X4,8-15M 03",11.0,0.0,-1
1999,3,CNMVSMRL,Total,3820017597.0,10.0,1600125239,70009187,"RL CC 8210/000 1000X4,8-15M NE",11.0,0.0,-1
2000,12,CRMRLMEI,Total,3820017596.0,10.0,1600125142,70015498,"RL CR 1028/T01 1000X1,5-44M CS",6.0,0.0,-1
2001,12,CRMLAMRL,Total,3820017596.0,10.0,1600125143,70015499,"RL CR 1028/T01 1000X1,5 NE",264.0,0.0,-1
2002,11,CRMEMBPL,Total,3820017595.0,10.0,1600125140,70001213,"PL CR 2549/000 1000X1000X1,5 01",400.0,0.0,-1
2003,11,CRMLAMPL,Total,3820017595.0,10.0,1600125141,70007024,"PL CR 2549/000 1000X1000X1,5 NE",400.0,0.0,-1
2004,7,CRMEMBPL,Total,3820017587.0,10.0,1600125135,70003194,"PL CR S112/000 1270X1040X3,0 ER",50.0,0.0,-1
2005,7,CRMLAMPL,Total,3820017587.0,10.0,1600125136,70007202,"PL CR S112/000 1270X1040X3,0 NE",50.0,0.0,-1
2006,5,CCSEMBME,Total,3820017586.0,10.0,1600126305,70002703,"PL CI 5085/000 500X500X3,0 00",13440.0,0.0,-1
2007,5,CCSSECME,Total,3820017586.0,10.0,1600126306,70010121,"PL CI 5085/000 500X500X3,0 NE",13440.0,0.0,-1
2008,5,CNMSHT02,Total,3820017586.0,10.0,1600126307,70025117,"PL CI 5085/000 1030X530X3,0 NE",6720.0,0.0,-1
2009,5,CNMLAMRL,Total,3820017586.0,10.0,1600126308,70024980,"RL CI 5085/000 1030X3,0 NE",3561.6,0.0,-1
2010,7,CRMEMBPL,Total,3820017584.0,10.0,1600125127,70002097,"PL CR S112/PT1 915X915X6,0 00",300.0,0.0,-1
2011,7,CRMEMBPL,Printing + Manual,3820017584.0,10.0,1600125127,70002097,"PL CR S112/PT1 915X915X6,0 00",300.0,0.0,-1
2012,7,CRMLAMPL,Total,3820017584.0,10.0,1600125128,70003920,"PL CR S112/PT1 915X915X6,0 NE",300.0,0.0,-1
2013,7,CRMLAMPL,Printing + Manual,3820017584.0,10.0,1600125128,70003920,"PL CR S112/PT1 915X915X6,0 NE",300.0,0.0,-1
2014,7,CRMEMBPL,Total,3820017584.0,20.0,1600125129,70002094,"PL CR S112/PT1 915X915X2,0 00",50.0,0.0,-1
2015,7,CRMEMBPL,Printing + Manual,3820017584.0,20.0,1600125129,70002094,"PL CR S112/PT1 915X915X2,0 00",50.0,0.0,-1
2016,7,CRMLAMPL,Total,3820017584.0,20.0,1600125130,70009469,"PL CR S112/PT1 915X915X2,0 NE",50.0,0.0,-1
2017,7,CRMLAMPL,Printing + Manual,3820017584.0,20.0,1600125130,70009469,"PL CR S112/PT1 915X915X2,0 NE",50.0,0.0,-1
2018,7,CRMEMBPL,Total,3820017584.0,30.0,1600125131,70002095,"PL CR S112/PT1 915X915X3,0 00",50.0,0.0,-1
2019,7,CRMEMBPL,Printing + Manual,3820017584.0,30.0,1600125131,70002095,"PL CR S112/PT1 915X915X3,0 00",50.0,0.0,-1
