,c,semana,quantidade
1147,70002944,37,0.0
1148,70002944,38,0.0
1149,70002944,39,0.0
1150,70002944,40,0.0
1151,70002944,41,0.0
1152,70002944,42,0.0
1153,70002944,43,0.0
1154,70002944,44,0.0
1155,70002944,45,0.0
1156,70002944,46,0.0
1157,70002944,47,0.0
1158,70002944,48,0.0
1159,70002944,49,0.0
1160,70002944,50,0.0
1161,70002944,51,0.0
1162,70002944,52,0.0
1163,70002944,53,0.0
1164,70002944,54,0.0
1165,70002944,55,0.0
1166,70002846,3,0.0
1167,70002846,4,0.0
1168,70002846,5,0.0
1169,70002846,6,0.0
1170,70002846,7,0.0
1171,70002846,8,0.0
1172,70002846,9,0.0
1173,70002846,10,0.0
1174,70002846,11,0.0
1175,70002846,12,0.0
1176,70002846,13,0.0
1177,70002846,14,0.0
1178,70002846,15,0.0
1179,70002846,16,0.0
1180,70002846,17,0.0
1181,70002846,18,0.0
1182,70002846,19,0.0
1183,70002846,20,0.0
1184,70002846,21,0.0
1185,70002846,22,0.0
1186,70002846,23,0.0
1187,70002846,24,0.0
1188,70002846,25,0.0
1189,70002846,26,0.0
1190,70002846,27,0.0
1191,70002846,28,0.0
1192,70002846,29,0.0
1193,70002846,30,0.0
1194,70002846,31,0.0
1195,70002846,32,0.0
1196,70002846,33,0.0
1197,70002846,34,0.0
1198,70002846,35,0.0
1199,70002846,36,0.0
1200,70002846,37,0.0
1201,70002846,38,0.0
1202,70002846,39,0.0
1203,70002846,40,0.0
1204,70002846,41,0.0
1205,70002846,42,0.0
1206,70002846,43,0.0
1207,70002846,44,0.0
1208,70002846,45,0.0
1209,70002846,46,0.0
1210,70002846,47,0.0
1211,70002846,48,0.0
1212,70002846,49,0.0
1213,70002846,50,0.0
1214,70002846,51,0.0
1215,70002846,52,0.0
1216,70002846,53,0.0
1217,70002846,54,0.0
1218,70002846,55,0.0
1219,70002854,3,0.0
1220,70002854,4,0.0
1221,70002854,5,0.0
1222,70002854,6,0.0
1223,70002854,7,0.0
1224,70002854,8,0.0
1225,70002854,9,0.0
1226,70002854,10,0.0
1227,70002854,11,0.0
1228,70002854,12,0.0
1229,70002854,13,0.0
1230,70002854,14,0.0
1231,70002854,15,0.0
1232,70002854,16,0.0
1233,70002854,17,0.0
1234,70002854,18,0.0
1235,70002854,19,0.0
1236,70002854,20,0.0
1237,70002854,21,0.0
1238,70002854,22,0.0
1239,70002854,23,0.0
1240,70002854,24,0.0
1241,70002854,25,0.0
1242,70002854,26,0.0
1243,70002854,27,0.0
1244,70002854,28,0.0
1245,70002854,29,0.0
1246,70002854,30,0.0
1247,70002854,31,0.0
1248,70002854,32,0.0
1249,70002854,33,0.0
1250,70002854,34,0.0
1251,70002854,35,0.0
1252,70002854,36,0.0
1253,70002854,37,0.0
1254,70002854,38,0.0
1255,70002854,39,0.0
1256,70002854,40,0.0
1257,70002854,41,0.0
1258,70002854,42,0.0
1259,70002854,43,0.0
1260,70002854,44,0.0
1261,70002854,45,0.0
1262,70002854,46,0.0
1263,70002854,47,0.0
1264,70002854,48,0.0
1265,70002854,49,0.0
1266,70002854,50,0.0
1267,70002854,51,0.0
1268,70002854,52,0.0
1269,70002854,53,0.0
1270,70002854,54,0.0
1271,70002854,55,0.0
1272,70002845,3,0.0
1273,70002845,4,0.0
1274,70002845,5,0.0
1275,70002845,6,0.0
1276,70002845,7,0.0
1277,70002845,8,0.0
1278,70002845,9,0.0
1279,70002845,10,0.0
1280,70002845,11,0.0
1281,70002845,12,0.0
1282,70002845,13,0.0
1283,70002845,14,0.0
1284,70002845,15,0.0
1285,70002845,16,0.0
1286,70002845,17,0.0
1287,70002845,18,0.0
1288,70002845,19,0.0
1289,70002845,20,0.0
1290,70002845,21,0.0
1291,70002845,22,0.0
1292,70002845,23,0.0
1293,70002845,24,0.0
1294,70002845,25,0.0
1295,70002845,26,0.0
1296,70002845,27,0.0
1297,70002845,28,0.0
1298,70002845,29,0.0
1299,70002845,30,0.0
1300,70002845,31,0.0
1301,70002845,32,0.0
1302,70002845,33,0.0
1303,70002845,34,0.0
1304,70002845,35,0.0
1305,70002845,36,0.0
1306,70002845,37,0.0
1307,70002845,38,0.0
1308,70002845,39,0.0
1309,70002845,40,0.0
1310,70002845,41,0.0
1311,70002845,42,0.0
1312,70002845,43,0.0
1313,70002845,44,0.0
1314,70002845,45,0.0
1315,70002845,46,0.0
1316,70002845,47,0.0
1317,70002845,48,0.0
1318,70002845,49,0.0
1319,70002845,50,18.0
1320,70002845,51,0.0
1321,70002845,52,0.0
1322,70002845,53,0.0
1323,70002845,54,0.0
1324,70002845,55,0.0
1325,70003260,3,0.0
1326,70003260,4,0.0
1327,70003260,5,0.0
1328,70003260,6,0.0
1329,70003260,7,0.0
1330,70003260,8,0.0
1331,70003260,9,0.0
1332,70003260,10,0.0
1333,70003260,11,0.0
1334,70003260,12,0.0
1335,70003260,13,0.0
1336,70003260,14,0.0
1337,70003260,15,0.0
1338,70003260,16,0.0
1339,70003260,17,0.0
1340,70003260,18,0.0
1341,70003260,19,0.0
1342,70003260,20,0.0
1343,70003260,21,0.0
1344,70003260,22,0.0
1345,70003260,23,0.0
1346,70003260,24,0.0
1347,70003260,25,0.0
1348,70003260,26,0.0
1349,70003260,27,0.0
1350,70003260,28,0.0
1351,70003260,29,0.0
1352,70003260,30,0.0
1353,70003260,31,0.0
1354,70003260,32,0.0
1355,70003260,33,0.0
1356,70003260,34,0.0
1357,70003260,35,0.0
1358,70003260,36,0.0
1359,70003260,37,0.0
1360,70003260,38,0.0
1361,70003260,39,0.0
1362,70003260,40,0.0
1363,70003260,41,0.0
1364,70003260,42,0.0
1365,70003260,43,0.0
1366,70003260,44,0.0
1367,70003260,45,0.0
1368,70003260,46,0.0
1369,70003260,47,0.0
1370,70003260,48,0.0
1371,70003260,49,0.0
1372,70003260,50,0.0
1373,70003260,51,0.0
1374,70003260,52,0.0
1375,70003260,53,0.0
1376,70003260,54,0.0
1377,70003260,55,0.0
1378,70002874,3,0.0
1379,70002874,4,0.0
1380,70002874,5,0.0
1381,70002874,6,0.0
1382,70002874,7,0.0
1383,70002874,8,0.0
1384,70002874,9,0.0
1385,70002874,10,0.0
1386,70002874,11,0.0
1387,70002874,12,0.0
1388,70002874,13,0.0
1389,70002874,14,0.0
1390,70002874,15,0.0
1391,70002874,16,0.0
1392,70002874,17,0.0
1393,70002874,18,0.0
1394,70002874,19,0.0
1395,70002874,20,0.0
1396,70002874,21,0.0
1397,70002874,22,0.0
1398,70002874,23,0.0
1399,70002874,24,0.0
1400,70002874,25,0.0
1401,70002874,26,0.0
1402,70002874,27,0.0
1403,70002874,28,0.0
1404,70002874,29,0.0
1405,70002874,30,0.0
1406,70002874,31,0.0
1407,70002874,32,0.0
1408,70002874,33,0.0
1409,70002874,34,0.0
1410,70002874,35,0.0
1411,70002874,36,0.0
1412,70002874,37,0.0
1413,70002874,38,0.0
1414,70002874,39,0.0
1415,70002874,40,0.0
1416,70002874,41,0.0
1417,70002874,42,0.0
1418,70002874,43,0.0
1419,70002874,44,0.0
1420,70002874,45,0.0
1421,70002874,46,0.0
1422,70002874,47,0.0
1423,70002874,48,0.0
1424,70002874,49,0.0
1425,70002874,50,0.0
1426,70002874,51,0.0
1427,70002874,52,0.0
1428,70002874,53,0.0
1429,70002874,54,0.0
1430,70002874,55,0.0
1431,70003612,3,0.0
1432,70003612,4,0.0
1433,70003612,5,0.0
1434,70003612,6,0.0
1435,70003612,7,0.0
1436,70003612,8,0.0
1437,70003612,9,0.0
1438,70003612,10,0.0
1439,70003612,11,0.0
1440,70003612,12,0.0
1441,70003612,13,0.0
1442,70003612,14,0.0
1443,70003612,15,0.0
1444,70003612,16,0.0
1445,70003612,17,0.0
1446,70003612,18,0.0
1447,70003612,19,0.0
1448,70003612,20,0.0
1449,70003612,21,0.0
1450,70003612,22,0.0
1451,70003612,23,0.0
1452,70003612,24,0.0
1453,70003612,25,0.0
1454,70003612,26,0.0
1455,70003612,27,0.0
1456,70003612,28,0.0
1457,70003612,29,0.0
1458,70003612,30,0.0
1459,70003612,31,0.0
1460,70003612,32,0.0
1461,70003612,33,0.0
1462,70003612,34,0.0
1463,70003612,35,0.0
1464,70003612,36,0.0
1465,70003612,37,0.0
1466,70003612,38,0.0
1467,70003612,39,0.0
1468,70003612,40,0.0
1469,70003612,41,0.0
1470,70003612,42,0.0
1471,70003612,43,0.0
1472,70003612,44,0.0
1473,70003612,45,0.0
1474,70003612,46,0.0
1475,70003612,47,0.0
1476,70003612,48,0.0
1477,70003612,49,0.0
1478,70003612,50,0.0
1479,70003612,51,0.0
1480,70003612,52,0.0
1481,70003612,53,0.0
1482,70003612,54,0.0
1483,70003612,55,0.0
1484,70003300,3,0.0
1485,70003300,4,0.0
1486,70003300,5,0.0
1487,70003300,6,0.0
1488,70003300,7,0.0
1489,70003300,8,0.0
1490,70003300,9,0.0
1491,70003300,10,0.0
1492,70003300,11,0.0
1493,70003300,12,0.0
1494,70003300,13,0.0
1495,70003300,14,0.0
1496,70003300,15,0.0
1497,70003300,16,0.0
1498,70003300,17,0.0
1499,70003300,18,0.0
1500,70003300,19,0.0
1501,70003300,20,0.0
1502,70003300,21,0.0
1503,70003300,22,0.0
1504,70003300,23,0.0
1505,70003300,24,0.0
1506,70003300,25,0.0
1507,70003300,26,0.0
1508,70003300,27,0.0
1509,70003300,28,0.0
1510,70003300,29,0.0
1511,70003300,30,0.0
1512,70003300,31,0.0
1513,70003300,32,0.0
1514,70003300,33,0.0
1515,70003300,34,0.0
1516,70003300,35,0.0
1517,70003300,36,0.0
1518,70003300,37,0.0
1519,70003300,38,0.0
1520,70003300,39,0.0
1521,70003300,40,0.0
1522,70003300,41,0.0
1523,70003300,42,0.0
1524,70003300,43,0.0
1525,70003300,44,0.0
1526,70003300,45,0.0
1527,70003300,46,0.0
1528,70003300,47,0.0
1529,70003300,48,0.0
1530,70003300,49,0.0
1531,70003300,50,0.0
1532,70003300,51,0.0
1533,70003300,52,0.0
1534,70003300,53,0.0
1535,70003300,54,0.0
1536,70003300,55,0.0
1537,70002909,3,0.0
1538,70002909,4,0.0
1539,70002909,5,0.0
1540,70002909,6,0.0
1541,70002909,7,0.0
1542,70002909,8,0.0
1543,70002909,9,0.0
1544,70002909,10,0.0
1545,70002909,11,0.0
1546,70002909,12,0.0
1547,70002909,13,0.0
1548,70002909,14,0.0
1549,70002909,15,0.0
1550,70002909,16,0.0
1551,70002909,17,0.0
1552,70002909,18,0.0
1553,70002909,19,0.0
1554,70002909,20,0.0
1555,70002909,21,0.0
1556,70002909,22,0.0
1557,70002909,23,0.0
1558,70002909,24,0.0
1559,70002909,25,0.0
1560,70002909,26,0.0
1561,70002909,27,0.0
1562,70002909,28,0.0
1563,70002909,29,0.0
1564,70002909,30,0.0
1565,70002909,31,0.0
1566,70002909,32,0.0
1567,70002909,33,0.0
1568,70002909,34,0.0
1569,70002909,35,0.0
1570,70002909,36,0.0
1571,70002909,37,0.0
1572,70002909,38,0.0
1573,70002909,39,0.0
1574,70002909,40,0.0
1575,70002909,41,0.0
1576,70002909,42,0.0
1577,70002909,43,0.0
1578,70002909,44,0.0
1579,70002909,45,0.0
1580,70002909,46,0.0
1581,70002909,47,0.0
1582,70002909,48,0.0
1583,70002909,49,0.0
1584,70002909,50,0.0
1585,70002909,51,0.0
1586,70002909,52,0.0
1587,70002909,53,0.0
1588,70002909,54,0.0
1589,70002909,55,0.0
1590,70003556,3,0.0
1591,70003556,4,0.0
1592,70003556,5,0.0
1593,70003556,6,0.0
1594,70003556,7,0.0
1595,70003556,8,0.0
1596,70003556,9,0.0
1597,70003556,10,0.0
1598,70003556,11,0.0
1599,70003556,12,0.0
1600,70003556,13,0.0
1601,70003556,14,0.0
1602,70003556,15,0.0
1603,70003556,16,0.0
1604,70003556,17,0.0
1605,70003556,18,0.0
1606,70003556,19,0.0
1607,70003556,20,0.0
1608,70003556,21,0.0
1609,70003556,22,0.0
1610,70003556,23,0.0
1611,70003556,24,0.0
1612,70003556,25,0.0
1613,70003556,26,0.0
1614,70003556,27,0.0
1615,70003556,28,0.0
1616,70003556,29,0.0
1617,70003556,30,0.0
1618,70003556,31,0.0
1619,70003556,32,0.0
1620,70003556,33,0.0
1621,70003556,34,0.0
1622,70003556,35,0.0
1623,70003556,36,0.0
1624,70003556,37,0.0
1625,70003556,38,0.0
1626,70003556,39,0.0
1627,70003556,40,0.0
1628,70003556,41,0.0
1629,70003556,42,0.0
1630,70003556,43,0.0
1631,70003556,44,0.0
1632,70003556,45,0.0
1633,70003556,46,0.0
1634,70003556,47,0.0
1635,70003556,48,0.0
1636,70003556,49,0.0
1637,70003556,50,0.0
1638,70003556,51,0.0
1639,70003556,52,0.0
1640,70003556,53,0.0
1641,70003556,54,0.0
1642,70003556,55,0.0
1643,70002844,3,0.0
1644,70002844,4,0.0
1645,70002844,5,0.0
1646,70002844,6,0.0
1647,70002844,7,0.0
1648,70002844,8,0.0
1649,70002844,9,0.0
1650,70002844,10,0.0
1651,70002844,11,0.0
1652,70002844,12,0.0
1653,70002844,13,0.0
1654,70002844,14,0.0
1655,70002844,15,0.0
1656,70002844,16,0.0
1657,70002844,17,0.0
1658,70002844,18,0.0
1659,70002844,19,0.0
1660,70002844,20,0.0
1661,70002844,21,0.0
1662,70002844,22,0.0
1663,70002844,23,0.0
1664,70002844,24,0.0
1665,70002844,25,0.0
1666,70002844,26,0.0
1667,70002844,27,0.0
1668,70002844,28,0.0
1669,70002844,29,0.0
1670,70002844,30,0.0
1671,70002844,31,0.0
1672,70002844,32,0.0
1673,70002844,33,0.0
1674,70002844,34,0.0
1675,70002844,35,0.0
1676,70002844,36,0.0
1677,70002844,37,0.0
1678,70002844,38,0.0
1679,70002844,39,0.0
1680,70002844,40,0.0
1681,70002844,41,0.0
1682,70002844,42,0.0
1683,70002844,43,0.0
1684,70002844,44,0.0
1685,70002844,45,0.0
1686,70002844,46,0.0
1687,70002844,47,0.0
1688,70002844,48,0.0
1689,70002844,49,0.0
1690,70002844,50,0.0
1691,70002844,51,0.0
1692,70002844,52,0.0
1693,70002844,53,0.0
1694,70002844,54,0.0
1695,70002844,55,0.0
1696,70002833,3,0.0
1697,70002833,4,0.0
1698,70002833,5,0.0
1699,70002833,6,0.0
1700,70002833,7,0.0
1701,70002833,8,0.0
1702,70002833,9,0.0
1703,70002833,10,0.0
1704,70002833,11,0.0
1705,70002833,12,0.0
1706,70002833,13,0.0
1707,70002833,14,0.0
1708,70002833,15,0.0
1709,70002833,16,0.0
1710,70002833,17,0.0
1711,70002833,18,0.0
1712,70002833,19,0.0
1713,70002833,20,0.0
1714,70002833,21,0.0
1715,70002833,22,0.0
1716,70002833,23,0.0
1717,70002833,24,0.0
1718,70002833,25,0.0
1719,70002833,26,0.0
1720,70002833,27,0.0
1721,70002833,28,0.0
1722,70002833,29,0.0
1723,70002833,30,0.0
1724,70002833,31,0.0
1725,70002833,32,0.0
1726,70002833,33,0.0
1727,70002833,34,0.0
1728,70002833,35,0.0
1729,70002833,36,0.0
1730,70002833,37,0.0
1731,70002833,38,0.0
1732,70002833,39,0.0
1733,70002833,40,0.0
1734,70002833,41,0.0
1735,70002833,42,0.0
1736,70002833,43,0.0
1737,70002833,44,0.0
1738,70002833,45,0.0
1739,70002833,46,0.0
1740,70002833,47,0.0
1741,70002833,48,0.0
1742,70002833,49,0.0
1743,70002833,50,0.0
1744,70002833,51,0.0
1745,70002833,52,0.0
1746,70002833,53,0.0
1747,70002833,54,0.0
1748,70002833,55,0.0
1749,70003570,3,0.0
1750,70003570,4,0.0
1751,70003570,5,0.0
1752,70003570,6,0.0
1753,70003570,7,0.0
1754,70003570,8,0.0
1755,70003570,9,0.0
1756,70003570,10,0.0
1757,70003570,11,0.0
1758,70003570,12,0.0
1759,70003570,13,0.0
1760,70003570,14,0.0
1761,70003570,15,0.0
1762,70003570,16,0.0
1763,70003570,17,0.0
1764,70003570,18,0.0
1765,70003570,19,0.0
1766,70003570,20,0.0
1767,70003570,21,0.0
1768,70003570,22,0.0
1769,70003570,23,0.0
1770,70003570,24,0.0
1771,70003570,25,0.0
1772,70003570,26,0.0
1773,70003570,27,0.0
1774,70003570,28,0.0
1775,70003570,29,0.0
1776,70003570,30,0.0
1777,70003570,31,0.0
1778,70003570,32,0.0
1779,70003570,33,0.0
1780,70003570,34,0.0
1781,70003570,35,0.0
1782,70003570,36,0.0
1783,70003570,37,0.0
1784,70003570,38,0.0
1785,70003570,39,0.0
1786,70003570,40,0.0
1787,70003570,41,0.0
1788,70003570,42,0.0
1789,70003570,43,0.0
1790,70003570,44,0.0
1791,70003570,45,1.7000000000000002
1792,70003570,46,0.0
1793,70003570,47,0.0
1794,70003570,48,0.0
1795,70003570,49,0.0
1796,70003570,50,0.0
1797,70003570,51,0.0
1798,70003570,52,0.0
1799,70003570,53,0.0
1800,70003570,54,0.0
1801,70003570,55,0.0
1802,70002226,3,0.0
1803,70002226,4,0.0
1804,70002226,5,0.0
1805,70002226,6,0.0
1806,70002226,7,0.0
1807,70002226,8,0.0
1808,70002226,9,0.0
1809,70002226,10,0.0
1810,70002226,11,0.0
1811,70002226,12,0.0
1812,70002226,13,0.0
1813,70002226,14,0.0
1814,70002226,15,0.0
1815,70002226,16,0.0
1816,70002226,17,0.0
1817,70002226,18,0.0
1818,70002226,19,0.0
1819,70002226,20,0.0
1820,70002226,21,0.0
1821,70002226,22,0.0
1822,70002226,23,0.0
1823,70002226,24,0.0
1824,70002226,25,0.0
1825,70002226,26,0.0
1826,70002226,27,0.0
1827,70002226,28,0.0
1828,70002226,29,0.0
1829,70002226,30,0.0
1830,70002226,31,0.0
1831,70002226,32,0.0
1832,70002226,33,0.0
1833,70002226,34,0.0
1834,70002226,35,0.0
1835,70002226,36,0.0
1836,70002226,37,0.0
1837,70002226,38,0.0
1838,70002226,39,0.0
1839,70002226,40,0.0
1840,70002226,41,0.0
1841,70002226,42,0.0
1842,70002226,43,0.0
1843,70002226,44,0.0
1844,70002226,45,0.0
1845,70002226,46,0.0
1846,70002226,47,0.0
1847,70002226,48,0.0
1848,70002226,49,0.0
1849,70002226,50,0.0
1850,70002226,51,0.0
1851,70002226,52,0.0
1852,70002226,53,0.0
1853,70002226,54,0.0
1854,70002226,55,0.0
1855,70000930,3,0.0
1856,70000930,4,0.0
1857,70000930,5,0.0
1858,70000930,6,0.0
1859,70000930,7,0.0
1860,70000930,8,0.0
1861,70000930,9,0.0
1862,70000930,10,0.0
1863,70000930,11,0.0
1864,70000930,12,0.0
1865,70000930,13,0.0
1866,70000930,14,0.0
1867,70000930,15,0.0
1868,70000930,16,0.0
1869,70000930,17,0.0
1870,70000930,18,0.0
1871,70000930,19,0.0
1872,70000930,20,0.0
1873,70000930,21,0.0
1874,70000930,22,0.0
1875,70000930,23,0.0
1876,70000930,24,0.0
1877,70000930,25,0.0
1878,70000930,26,0.0
1879,70000930,27,0.0
1880,70000930,28,0.0
1881,70000930,29,0.0
1882,70000930,30,0.0
1883,70000930,31,0.0
1884,70000930,32,0.0
1885,70000930,33,0.0
1886,70000930,34,0.0
1887,70000930,35,0.0
1888,70000930,36,0.0
1889,70000930,37,0.0
1890,70000930,38,0.0
1891,70000930,39,0.0
1892,70000930,40,0.0
1893,70000930,41,0.0
1894,70000930,42,0.0
1895,70000930,43,0.0
1896,70000930,44,0.0
1897,70000930,45,0.0
1898,70000930,46,0.0
1899,70000930,47,0.0
1900,70000930,48,0.0
1901,70000930,49,0.0
1902,70000930,50,0.0
1903,70000930,51,0.0
1904,70000930,52,0.0
1905,70000930,53,0.0
1906,70000930,54,0.0
1907,70000930,55,0.0
1908,70003649,3,0.0
1909,70003649,4,0.0
1910,70003649,5,0.0
1911,70003649,6,0.0
1912,70003649,7,0.0
1913,70003649,8,0.0
1914,70003649,9,0.0
1915,70003649,10,0.0
1916,70003649,11,0.0
1917,70003649,12,0.0
1918,70003649,13,0.0
1919,70003649,14,0.0
1920,70003649,15,0.0
1921,70003649,16,0.0
1922,70003649,17,0.0
1923,70003649,18,0.0
1924,70003649,19,0.0
1925,70003649,20,0.0
1926,70003649,21,0.0
1927,70003649,22,0.0
1928,70003649,23,0.0
1929,70003649,24,0.0
1930,70003649,25,0.0
1931,70003649,26,0.0
1932,70003649,27,0.0
1933,70003649,28,0.0
1934,70003649,29,0.0
1935,70003649,30,0.0
1936,70003649,31,0.0
1937,70003649,32,0.0
1938,70003649,33,0.0
1939,70003649,34,0.0
1940,70003649,35,0.0
1941,70003649,36,0.0
1942,70003649,37,0.0
1943,70003649,38,0.0
1944,70003649,39,0.0
1945,70003649,40,0.0
1946,70003649,41,0.0
1947,70003649,42,0.0
1948,70003649,43,0.0
1949,70003649,44,0.0
1950,70003649,45,0.0
1951,70003649,46,0.0
1952,70003649,47,0.0
1953,70003649,48,0.0
1954,70003649,49,0.0
1955,70003649,50,0.0
1956,70003649,51,0.0
1957,70003649,52,0.0
1958,70003649,53,0.0
1959,70003649,54,0.0
1960,70003649,55,0.0
1961,70000942,3,0.0
1962,70000942,4,0.0
1963,70000942,5,0.0
1964,70000942,6,0.0
1965,70000942,7,0.0
1966,70000942,8,0.0
1967,70000942,9,0.0
1968,70000942,10,0.0
1969,70000942,11,0.0
1970,70000942,12,0.0
1971,70000942,13,0.0
1972,70000942,14,0.0
1973,70000942,15,0.0
1974,70000942,16,0.0
1975,70000942,17,0.0
1976,70000942,18,0.0
1977,70000942,19,0.0
1978,70000942,20,0.0
1979,70000942,21,0.0
1980,70000942,22,0.0
1981,70000942,23,0.0
1982,70000942,24,0.0
1983,70000942,25,0.0
1984,70000942,26,0.0
1985,70000942,27,0.0
1986,70000942,28,0.0
1987,70000942,29,0.0
1988,70000942,30,0.0
1989,70000942,31,0.0
1990,70000942,32,0.0
1991,70000942,33,0.0
1992,70000942,34,0.0
1993,70000942,35,0.0
1994,70000942,36,0.0
1995,70000942,37,0.0
1996,70000942,38,0.0
1997,70000942,39,0.0
1998,70000942,40,0.0
1999,70000942,41,0.0
2000,70000942,42,0.0
2001,70000942,43,0.0
2002,70000942,44,0.0
2003,70000942,45,0.0
2004,70000942,46,0.0
2005,70000942,47,0.0
2006,70000942,48,0.0
2007,70000942,49,0.0
2008,70000942,50,0.0
2009,70000942,51,0.0
2010,70000942,52,0.0
2011,70000942,53,0.0
2012,70000942,54,0.0
2013,70000942,55,0.0
2014,70000932,3,0.0
2015,70000932,4,0.0
2016,70000932,5,0.0
2017,70000932,6,0.0
2018,70000932,7,0.0
2019,70000932,8,0.0
2020,70000932,9,0.0
2021,70000932,10,0.0
2022,70000932,11,0.0
2023,70000932,12,0.0
2024,70000932,13,0.0
2025,70000932,14,0.0
2026,70000932,15,0.0
2027,70000932,16,0.0
2028,70000932,17,0.0
2029,70000932,18,0.0
2030,70000932,19,0.0
2031,70000932,20,0.0
2032,70000932,21,0.0
2033,70000932,22,0.0
2034,70000932,23,0.0
2035,70000932,24,0.0
2036,70000932,25,0.0
2037,70000932,26,0.0
2038,70000932,27,0.0
2039,70000932,28,0.0
2040,70000932,29,0.0
2041,70000932,30,0.0
2042,70000932,31,0.0
2043,70000932,32,0.0
2044,70000932,33,0.0
2045,70000932,34,0.0
2046,70000932,35,0.0
2047,70000932,36,0.0
2048,70000932,37,0.0
2049,70000932,38,0.0
2050,70000932,39,0.0
2051,70000932,40,0.0
2052,70000932,41,0.0
2053,70000932,42,0.0
2054,70000932,43,0.0
2055,70000932,44,0.0
2056,70000932,45,0.0
2057,70000932,46,0.0
2058,70000932,47,0.0
2059,70000932,48,0.0
2060,70000932,49,0.0
2061,70000932,50,0.0
2062,70000932,51,0.0
2063,70000932,52,0.0
2064,70000932,53,0.0
2065,70000932,54,0.0
2066,70000932,55,0.0
2067,70001976,3,0.0
2068,70001976,4,0.0
2069,70001976,5,0.0
2070,70001976,6,0.0
2071,70001976,7,0.0
2072,70001976,8,0.0
2073,70001976,9,0.0
2074,70001976,10,0.0
2075,70001976,11,0.0
2076,70001976,12,0.0
2077,70001976,13,0.0
2078,70001976,14,0.0
2079,70001976,15,0.0
2080,70001976,16,0.0
2081,70001976,17,0.0
2082,70001976,18,0.0
2083,70001976,19,0.0
2084,70001976,20,0.0
2085,70001976,21,0.0
2086,70001976,22,0.0
2087,70001976,23,0.0
2088,70001976,24,0.0
2089,70001976,25,0.0
2090,70001976,26,0.0
2091,70001976,27,0.0
2092,70001976,28,0.0
2093,70001976,29,0.0
2094,70001976,30,0.0
2095,70001976,31,0.0
2096,70001976,32,0.0
2097,70001976,33,0.0
2098,70001976,34,0.0
2099,70001976,35,0.0
2100,70001976,36,0.0
2101,70001976,37,0.0
2102,70001976,38,0.0
2103,70001976,39,0.0
2104,70001976,40,0.0
2105,70001976,41,0.0
2106,70001976,42,0.0
2107,70001976,43,0.0
2108,70001976,44,0.0
2109,70001976,45,0.0
2110,70001976,46,0.0
2111,70001976,47,0.0
2112,70001976,48,0.0
2113,70001976,49,0.0
2114,70001976,50,0.0
2115,70001976,51,0.0
2116,70001976,52,0.0
2117,70001976,53,0.0
2118,70001976,54,0.0
2119,70001976,55,0.0
