Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Data de criação da ov,Sold to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção
CCS,,KD,4020003862.0,190.0,,,,383784360.0,15/06/2021,15/06/2021,,0.0,70009308,"PL ML C308/2S6 1030X530X5,0 NE",250.0,70009350,"PL ML C262/2S6 1030X530X5,0 NE",250.0,CCS-CALANDRA ME,CCSCMEAC,1.923,,0.0
CCS,,KD,4020003862.0,190.0,,,,383784782.0,15/06/2021,15/06/2021,,0.0,70009350,"PL ML C262/2S6 1030X530X5,0 NE",250.0,70009344,"PL ML C262/S11 1030X530X5,0 NE",250.0,CCS PARAFINA,CCSPARAF,0.417,,0.0
CCS,,KD,4020003862.0,190.0,,,,383785089.0,15/06/2021,15/06/2021,,0.0,70009344,"PL ML C262/S11 1030X530X5,0 NE",250.0,70009354,"PL ML C262/000 1030X530X5,0 NE",250.0,CCS-LIXADORA PLACAS,CCSLIXPL,0.368,,0.0
CCS,LIB,ZCJT,4020003862.0,190.0,,,,1600075658.0,21/05/2021,21/05/2021,,0.0,70009307,"PL ML C308/2S6 500X500X5,0 NE",840.0,70009308,"PL ML C308/2S6 1030X530X5,0 NE",420.0,CCS-CUNHAGEM JUNTAS,CCSBALJT,4.2,,270.0
CCS,ABER,ZCEA,3826000009.0,40.0,11/06/2021,Ocasional3,LOGISTICA,1600082022.0,09/07/2021,09/07/2021,22/06/2021,202128.0,72001726,MB CC 8003 500X400 104 04,3000.0,72001180,MB CC 8003 500X400 104,3000.0,CCS-EMBALAGEM ACABAMENTOS,CCSEBAAC,6.0,PT,0.0
CCS,ABER,ZCEA,3826000008.0,80.0,26/05/2021,Ocasional3,LOGISTICA,1600082021.0,09/07/2021,09/07/2021,22/06/2021,202128.0,72001726,MB CC 8003 500X400 104 04,1000.0,72001180,MB CC 8003 500X400 104,1000.0,CCS-EMBALAGEM ACABAMENTOS,CCSEBAAC,2.0,PT,0.0
CRM - Transformaçã,ABER,ZRER,3826000006.0,10.0,21/01/2021,UNIVERSAL GASKETS,DMEDEIROS,1600073635.0,16/07/2021,17/07/2021,22/06/2021,202125.0,70003130,"RL CR 711G/PAL 1040X1,5-44M 01",18.0,70006584,"RL CR 711G/PAL 1040X1,5 NE",792.0,CRM-MEI,CRMRLMEI,3.405,IN,0.0
CRM - Transformaçã,ABER,ZRRL,3826000006.0,10.0,,,,1600073636.0,16/07/2021,17/07/2021,,0.0,70006584,"RL CR 711G/PAL 1040X1,5 NE",792.0,70000933,CL CR 711G 1067X635 NE,5.736,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,4.283,,0.0
CRM - Transformaçã,ABER,ZRER,3826000006.0,20.0,21/01/2021,UNIVERSAL GASKETS,DMEDEIROS,1600073637.0,16/07/2021,17/07/2021,22/06/2021,202129.0,70003130,"RL CR 711G/PAL 1040X1,5-44M 01",16.0,70006584,"RL CR 711G/PAL 1040X1,5 NE",704.0,CRM-MEI,CRMRLMEI,3.027,IN,0.0
CRM - Transformaçã,ABER,ZRRL,3826000006.0,20.0,,,,1600073638.0,16/07/2021,17/07/2021,,0.0,70006584,"RL CR 711G/PAL 1040X1,5 NE",704.0,70000933,CL CR 711G 1067X635 NE,5.099,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,3.808,,0.0
CRM - Transformaçã,,KD,3826000005.0,10.0,,,,383783936.0,06/09/2021,07/09/2021,,0.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,CRM-DIVISORA,CRMDIV01,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,20.0,,,,383783937.0,13/09/2021,14/09/2021,,0.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,CRM-DIVISORA,CRMDIV01,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,30.0,,,,383783938.0,13/09/2021,14/09/2021,,0.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,CRM-DIVISORA,CRMDIV01,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,40.0,,,,383783939.0,27/09/2021,28/09/2021,,0.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,CRM-DIVISORA,CRMDIV01,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,50.0,,,,383783940.0,03/08/2021,04/08/2021,,0.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,CRM-DIVISORA,CRMDIV01,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,60.0,,,,383783941.0,21/07/2021,21/07/2021,,0.0,70015574,RL CI 5700/T01 1000X20/10 NE,800.0,70015573,"RL CI 5700/T01 1000X30,0 NE",400.0,CRM-DIVISORA,CRMDIV01,14.545,,0.0
CRM - Transformaçã,,KD,3826000005.0,10.0,,,,383784420.0,06/09/2021,07/09/2021,,0.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,20.0,,,,383784421.0,13/09/2021,14/09/2021,,0.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,30.0,,,,383784422.0,13/09/2021,14/09/2021,,0.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,40.0,,,,383784423.0,27/09/2021,28/09/2021,,0.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,50.0,,,,383784424.0,03/08/2021,04/08/2021,,0.0,70015573,"RL CI 5700/T01 1000X30,0 NE",720.0,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0.0
CRM - Transformaçã,,KD,3826000005.0,60.0,,,,383784425.0,21/07/2021,21/07/2021,,0.0,70015573,"RL CI 5700/T01 1000X30,0 NE",400.0,70001946,CL CI 5700 1067X990 NE,21.54,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,14.545,,0.0
CRM - Transformaçã,ABER,ZRER,3826000005.0,20.0,16/11/2020,PANDROL NV,COALMEIDA,1600031584.0,14/09/2021,17/09/2021,22/06/2021,202138.0,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,CRM-MEI,CRMRLMEI,51.429,BE,0.0
CRM - Transformaçã,ABER,ZRER,3826000005.0,10.0,16/11/2020,PANDROL NV,COALMEIDA,1600031585.0,07/09/2021,10/09/2021,22/06/2021,202137.0,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,CRM-MEI,CRMRLMEI,51.429,BE,0.0
CRM - Transformaçã,ABER,ZRER,3826000005.0,30.0,16/11/2020,PANDROL NV,COALMEIDA,1600031586.0,14/09/2021,17/09/2021,22/06/2021,202138.0,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,CRM-MEI,CRMRLMEI,51.429,BE,0.0
CRM - Transformaçã,ABER,ZRER,3826000005.0,40.0,16/11/2020,PANDROL NV,COALMEIDA,1600031587.0,28/09/2021,01/10/2021,22/06/2021,202141.0,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,CRM-MEI,CRMRLMEI,51.429,BE,0.0
CRM - Transformaçã,ABER,ZRER,3826000005.0,50.0,16/11/2020,PANDROL NV,COALMEIDA,1600031588.0,04/08/2021,07/08/2021,22/06/2021,202133.0,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144.0,70015574,RL CI 5700/T01 1000X20/10 NE,1440.0,CRM-MEI,CRMRLMEI,51.429,BE,0.0
CRM - Transformaçã,ABER,ZRER,3826000005.0,60.0,16/11/2020,PANDROL NV,COALMEIDA,1600031589.0,21/07/2021,23/07/2021,22/06/2021,202130.0,70007763,RL CI 5700/2TI 1000X20/10-10M PA,80.0,70015574,RL CI 5700/T01 1000X20/10 NE,800.0,CRM-MEI,CRMRLMEI,28.571,BE,0.0
CCS,,KD,3826000001.0,60.0,26/06/2020,Ocasional3,LOGISTICA,383783570.0,15/06/2021,15/06/2021,22/06/2021,0.0,72000426,ES CC MOLDADO TORNO 1 D=141 00 MATERIA,24.0,72000114,ES CC MOLDADO TAÇA/TORNO,24.0,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.6,PT,0.0
CCS,,KD,3826000001.0,60.0,26/06/2020,Ocasional3,LOGISTICA,383783570.0,15/06/2021,15/06/2021,22/06/2021,0.0,72000426,ES CC MOLDADO TORNO 1 D=141 00 MATERIA,24.0,72000115,ES CC MOLDADO TORNO,24.0,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.6,PT,0.0
CCS,,KD,3826000001.0,10.0,26/06/2020,Ocasional3,LOGISTICA,383783571.0,15/06/2021,15/06/2021,22/06/2021,0.0,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,40.0,72000119,ES CC MOLDADO BOTE VELA MATERIA,40.0,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.667,PT,0.0
CCS,LIB,ZCEQ,3826000001.0,20.0,26/06/2020,Ocasional3,LOGISTICA,1600057536.0,23/07/2021,23/07/2021,22/06/2021,202130.0,72000443,ES CC MOLDADO BOTE IATE 00 MATERIA,40.0,72000118,ES CC MOLDADO BOTE IATE MATERIA,40.0,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.667,PT,0.0
CCS,LIB,ZCEQ,3826000001.0,40.0,26/06/2020,Ocasional3,LOGISTICA,1600057537.0,23/07/2021,23/07/2021,22/06/2021,202130.0,72000618,ES CC TIPSY MA MATERIA,60.0,72000102,ES CC  TIPSY 000 MATERIA,60.0,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.0,PT,0.0
CCS,ABER,ZCEQ,3826000001.0,30.0,26/06/2020,Ocasional3,LOGISTICA,1600075883.0,23/07/2021,23/07/2021,22/06/2021,202130.0,72000824,ES CC  SENTA W00 CA MATERIA,10.0,72000094,ES CC  SENTA W00 MATERIA,10.0,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.4,PT,0.0
CCS,,KD,3823000601.0,20.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783461.0,15/06/2021,15/06/2021,22/06/2021,0.0,70002196,"PL CC 8403/000 915X610X6,0 01",1000.0,70003736,"PL CC 8403/000 915X610X6,0 NE",1000.0,CCS-EMBALAGEM MEMOS,CCSEMBME,0.5,CA,0.0
CNM - Transformaçã,,KD,3823000601.0,20.0,,,,383783670.0,15/06/2021,15/06/2021,,0.0,70003736,"PL CC 8403/000 915X610X6,0 NE",1000.0,70005513,BL CC 8403/ORT 915X610X250 NE,24.634,CNM-LAMINADORAS PLACAS,CNMLAMPL,2.278,,0.0
CNM - Transformaçã,ABER,ZNPL,3823000601.0,10.0,,,,1600082256.0,24/06/2021,26/06/2021,,0.0,70005769,"PL CC 8403/000 915X610X2,6 NE",17400.0,70005513,BL CC 8403/ORT 915X610X250 NE,185.055,CNM-LAMINADORAS PLACAS,CNMLAMPL,24.857,,0.0
CNM - Transformaçã,ABER,ZNEP,3823000601.0,10.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600082257.0,25/06/2021,26/06/2021,22/06/2021,202126.0,70000608,"PL CC 8403/000 915X610X2,6 01",17400.0,70005769,"PL CC 8403/000 915X610X2,6 NE",17400.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,7.5,CA,0.0
CNM - Transformaçã,ABER,ZNER,3823000601.0,30.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600082259.0,25/06/2021,26/06/2021,22/06/2021,202126.0,70002135,"RL CC 8244/000 1220X5,8-7,6M 01",100.0,70006654,"RL CC 8244/000 1220X5,8-7,6M NE",100.0,CNM-EMBALAGEM VSM,CNMVSMEB,2.941,CA,0.0
CNM - Transformaçã,ABER,ZNVS,3823000601.0,30.0,,,,1600082260.0,25/06/2021,26/06/2021,,0.0,70006654,"RL CC 8244/000 1220X5,8-7,6M NE",100.0,70002818,CL CC 8244 1220X1100 NE,5.05,CNM-LAMINAGEM VSM,CNMVSMRL,2.941,,0.0
CNM - Transformaçã,ABER,ZNER,3823000601.0,40.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600082261.0,25/06/2021,26/06/2021,22/06/2021,202126.0,70004538,"RL CI 5080/000 1067X2,5-20M 02",35.0,70008452,"RL CI 5080/000 1067X2,5-20M NE",35.0,CNM-EMBALAGEM VSM,CNMVSMEB,0.796,CA,0.0
CNM - Transformaçã,ABER,ZNVS,3823000601.0,40.0,,,,1600082262.0,25/06/2021,26/06/2021,,0.0,70008452,"RL CI 5080/000 1067X2,5-20M NE",35.0,70003006,CL CI 5080 1117X990 NE,2.573,CNM-LAMINAGEM VSM,CNMVSMRL,0.796,,0.0
CNM - Transformaçã,ABER,ZNER,3823000601.0,50.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600082263.0,25/06/2021,26/06/2021,22/06/2021,202126.0,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",40.0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",40.0,CNM-EMBALAGEM VSM,CNMVSMEB,0.987,CA,0.0
CNM - Transformaçã,ABER,ZNVS,3823000601.0,50.0,,,,1600082264.0,25/06/2021,26/06/2021,,0.0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",40.0,70002818,CL CC 8244 1220X1100 NE,4.04,CNM-LAMINAGEM VSM,CNMVSMRL,0.987,,0.0
CNM - Transformaçã,ABER,ZNEP,3823000601.0,60.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600082265.0,25/06/2021,26/06/2021,22/06/2021,202126.0,70004333,"PL CC 8403/000 915X610X11,7 00",525.0,70005774,"PL CC 8403/000 915X610X11,7 NE",525.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.094,CA,0.0
CNM - Transformaçã,ABER,ZNPL,3823000601.0,60.0,,,,1600082266.0,25/06/2021,26/06/2021,,0.0,70005774,"PL CC 8403/000 915X610X11,7 NE",525.0,70005513,BL CC 8403/ORT 915X610X250 NE,25.251,CNM-LAMINADORAS PLACAS,CNMLAMPL,1.423,,0.0
CNM - Transformaçã,ABER,ZNEP,3823000601.0,70.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600082267.0,25/06/2021,26/06/2021,22/06/2021,202126.0,70004331,"PL CC 8403/000 915X610X3,8 00",9120.0,70005771,"PL CC 8403/000 915X610X3,8 NE",9120.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,6.0,CA,0.0
CNM - Transformaçã,ABER,ZNPL,3823000601.0,70.0,,,,1600082268.0,25/06/2021,26/06/2021,,0.0,70005771,"PL CC 8403/000 915X610X3,8 NE",9120.0,70005513,BL CC 8403/ORT 915X610X250 NE,141.761,CNM-LAMINADORAS PLACAS,CNMLAMPL,20.448,,0.0
CNM - Transformaçã,,KD,3823000600.0,10.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783493.0,09/07/2021,09/07/2021,16/07/2021,0.0,70004336,"PL CC 8403/000 915X610X5,8 03",8400.0,70005773,"PL CC 8403/000 915X610X5,8 NE",8400.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,8.077,CA,0.0
CNM - Transformaçã,,KD,3823000600.0,20.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783499.0,09/07/2021,09/07/2021,16/07/2021,0.0,70004994,"PL CC 8403/000 915X610X5,8 06",6300.0,70005773,"PL CC 8403/000 915X610X5,8 NE",6300.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,6.058,CA,0.0
CNM - Transformaçã,,KD,3823000600.0,10.0,,,,383783690.0,09/07/2021,09/07/2021,,0.0,70005773,"PL CC 8403/000 915X610X5,8 NE",8400.0,70005513,BL CC 8403/ORT 915X610X250 NE,197.338,CNM-LAMINADORAS PLACAS,CNMLAMPL,19.134,,0.0
CNM - Transformaçã,,KD,3823000600.0,20.0,,,,383783691.0,09/07/2021,09/07/2021,,0.0,70005773,"PL CC 8403/000 915X610X5,8 NE",6300.0,70005513,BL CC 8403/ORT 915X610X250 NE,148.004,CNM-LAMINADORAS PLACAS,CNMLAMPL,14.351,,0.0
CNM - Transformaçã,,KD,3823000599.0,10.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783497.0,16/06/2021,16/06/2021,23/06/2021,0.0,70004675,"PL CC 8749/000 915X610X5,8 02",15120.0,70005809,"PL CC 8749/000 915X610X5,8 NE",15120.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,16.8,US,0.0
CNM - Transformaçã,,KD,3823000599.0,10.0,,,,383783695.0,15/06/2021,16/06/2021,,0.0,70005809,"PL CC 8749/000 915X610X5,8 NE",15120.0,70005509,BL CC 8749/ORT 915X610X200 NE,455.952,CNM-LAMINADORAS PLACAS,CNMLAMPL,34.442,,0.0
CNM - Transformaçã,,KD,3823000598.0,10.0,11/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783494.0,16/06/2021,16/06/2021,23/06/2021,0.0,70004346,"PL CC 8749/000 915X610X11,7 01",7560.0,70005810,"PL CC 8749/000 915X610X11,7 NE",7560.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,16.8,US,0.0
CNM - Transformaçã,,KD,3823000598.0,10.0,,,,383783696.0,15/06/2021,16/06/2021,,0.0,70005810,"PL CC 8749/000 915X610X11,7 NE",7560.0,70005509,BL CC 8749/ORT 915X610X200 NE,455.874,CNM-LAMINADORAS PLACAS,CNMLAMPL,26.62,,0.0
GMT,LIB,ZGEB,3823000597.0,10.0,09/06/2021,"AMORIM CORK, S.A.",DMEDEIROS,1600081497.0,11/06/2021,12/06/2021,22/06/2021,202125.0,41000468,"GRAN MF 5 0,2/0,5 50-70 HU SA003",50.0,41000344,"GRAN MF 5 0,2/0,5 50-70 HU GR",50.0,GMT-EMBALAGEM SCS/BB,GMTEMBSB,0.1,PT,0.0
CNM - Transformaçã,,KD,3823000596.0,40.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783426.0,20/08/2021,20/08/2021,27/08/2021,0.0,70000453,"RL CC 8259/000 1372X1,6-488M 01",4.0,70002826,CL CC 8259 1372X1100 NE,3.636,CNM-LAMINADORAS ROLOS,CNMLAMRL,6.557,US,0.0
CNM - Transformaçã,,KD,3823000596.0,30.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783430.0,20/08/2021,20/08/2021,27/08/2021,0.0,70000463,"RL CC 8259/000 1372X4,8-153M 00",27.0,70002826,CL CC 8259 1372X1100 NE,23.181,CNM-LAMINADORAS ROLOS,CNMLAMRL,18.75,US,0.0
CNM - Transformaçã,,KD,3823000596.0,10.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783434.0,20/08/2021,20/08/2021,27/08/2021,0.0,70000464,"RL CC 8259/000 1372X3,2-244M 00",8.0,70002826,CL CC 8259 1372X1100 NE,7.288,CNM-LAMINADORAS ROLOS,CNMLAMRL,8.333,US,0.0
CNM - Transformaçã,,KD,3823000596.0,20.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783438.0,20/08/2021,20/08/2021,27/08/2021,0.0,70000465,"RL CC 8259/000 1372X6,5-122M 00",1.0,70002826,CL CC 8259 1372X1100 NE,0.926,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.299,US,0.0
CNM - Transformaçã,,KD,3823000595.0,10.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783492.0,15/06/2021,15/06/2021,22/06/2021,0.0,70004334,"PL CC 8403/000 915X610X5,8 00",14700.0,70005773,"PL CC 8403/000 915X610X5,8 NE",14700.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,14.135,US,0.0
CNM - Transformaçã,,KD,3823000595.0,10.0,,,,383783689.0,15/06/2021,15/06/2021,,0.0,70005773,"PL CC 8403/000 915X610X5,8 NE",14700.0,70005513,BL CC 8403/ORT 915X610X250 NE,345.342,CNM-LAMINADORAS PLACAS,CNMLAMPL,33.485,,0.0
CNM - Transformaçã,,KD,3823000594.0,10.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783491.0,15/06/2021,15/06/2021,22/06/2021,0.0,70004334,"PL CC 8403/000 915X610X5,8 00",14700.0,70005773,"PL CC 8403/000 915X610X5,8 NE",14700.0,CNM-EMBALAGEM PLACAS,CNMEMBPL,14.135,US,0.0
CNM - Transformaçã,,KD,3823000594.0,10.0,,,,383783688.0,15/06/2021,15/06/2021,,0.0,70005773,"PL CC 8403/000 915X610X5,8 NE",14700.0,70005513,BL CC 8403/ORT 915X610X250 NE,345.342,CNM-LAMINADORAS PLACAS,CNMLAMPL,33.485,,0.0
CNM - Transformaçã,,KD,3823000593.0,40.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783425.0,30/07/2021,30/07/2021,06/08/2021,0.0,70000453,"RL CC 8259/000 1372X1,6-488M 01",2.0,70002826,CL CC 8259 1372X1100 NE,1.818,CNM-LAMINADORAS ROLOS,CNMLAMRL,3.279,US,0.0
CNM - Transformaçã,,KD,3823000593.0,30.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783429.0,30/07/2021,30/07/2021,06/08/2021,0.0,70000463,"RL CC 8259/000 1372X4,8-153M 00",27.0,70002826,CL CC 8259 1372X1100 NE,23.181,CNM-LAMINADORAS ROLOS,CNMLAMRL,18.75,US,0.0
CNM - Transformaçã,,KD,3823000593.0,10.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783433.0,30/07/2021,30/07/2021,06/08/2021,0.0,70000464,"RL CC 8259/000 1372X3,2-244M 00",10.0,70002826,CL CC 8259 1372X1100 NE,9.109,CNM-LAMINADORAS ROLOS,CNMLAMRL,10.417,US,0.0
CNM - Transformaçã,,KD,3823000593.0,20.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783437.0,30/07/2021,30/07/2021,06/08/2021,0.0,70000465,"RL CC 8259/000 1372X6,5-122M 00",1.0,70002826,CL CC 8259 1372X1100 NE,0.926,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.299,US,0.0
CNM - Transformaçã,,KD,3823000592.0,40.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783424.0,16/07/2021,16/07/2021,23/07/2021,0.0,70000453,"RL CC 8259/000 1372X1,6-488M 01",5.0,70002826,CL CC 8259 1372X1100 NE,4.544,CNM-LAMINADORAS ROLOS,CNMLAMRL,8.197,US,0.0
CNM - Transformaçã,,KD,3823000592.0,30.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783428.0,16/07/2021,16/07/2021,23/07/2021,0.0,70000463,"RL CC 8259/000 1372X4,8-153M 00",26.0,70002826,CL CC 8259 1372X1100 NE,22.323,CNM-LAMINADORAS ROLOS,CNMLAMRL,18.056,US,0.0
CNM - Transformaçã,,KD,3823000592.0,10.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783432.0,16/07/2021,16/07/2021,23/07/2021,0.0,70000464,"RL CC 8259/000 1372X3,2-244M 00",7.0,70002826,CL CC 8259 1372X1100 NE,6.377,CNM-LAMINADORAS ROLOS,CNMLAMRL,7.292,US,0.0
CNM - Transformaçã,,KD,3823000592.0,20.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783436.0,16/07/2021,16/07/2021,23/07/2021,0.0,70000465,"RL CC 8259/000 1372X6,5-122M 00",2.0,70002826,CL CC 8259 1372X1100 NE,1.852,CNM-LAMINADORAS ROLOS,CNMLAMRL,2.597,US,0.0
CNM - Transformaçã,,KD,3823000591.0,30.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783423.0,02/07/2021,02/07/2021,09/07/2021,0.0,70000453,"RL CC 8259/000 1372X1,6-488M 01",4.0,70002826,CL CC 8259 1372X1100 NE,3.636,CNM-LAMINADORAS ROLOS,CNMLAMRL,6.557,US,0.0
CNM - Transformaçã,,KD,3823000591.0,20.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783427.0,02/07/2021,02/07/2021,09/07/2021,0.0,70000463,"RL CC 8259/000 1372X4,8-153M 00",26.0,70002826,CL CC 8259 1372X1100 NE,22.323,CNM-LAMINADORAS ROLOS,CNMLAMRL,18.056,US,0.0
CNM - Transformaçã,,KD,3823000591.0,10.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783431.0,02/07/2021,02/07/2021,09/07/2021,0.0,70000464,"RL CC 8259/000 1372X3,2-244M 00",9.0,70002826,CL CC 8259 1372X1100 NE,8.199,CNM-LAMINADORAS ROLOS,CNMLAMRL,9.375,US,0.0
CNM - Transformaçã,,KD,3823000591.0,40.0,09/06/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383783435.0,02/07/2021,02/07/2021,09/07/2021,0.0,70000465,"RL CC 8259/000 1372X6,5-122M 00",1.0,70002826,CL CC 8259 1372X1100 NE,0.926,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.299,US,0.0
CNM - Transformaçã,,KD,3823000590.0,20.0,09/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,383783465.0,22/06/2021,22/06/2021,29/06/2021,0.0,70002247,"RL CI 5085/000 1000X1,8-10M AR",1015.0,70007191,"RL CI 5085/000 1000X1,8-10M NE",1015.0,CNM-EMBALAGEM MR AUTO,CNMEMBMA,10.618,PT,0.0
CNM - Transformaçã,,KD,3823000590.0,30.0,09/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,383783475.0,22/06/2021,22/06/2021,29/06/2021,0.0,70003143,"RL CC 8210/000 1000X1,8-10M WN",350.0,70006592,"RL CC 8210/000 1000X1,8-10M NE",350.0,CNM-EMBALAGEM MR AUTO,CNMEMBMA,2.612,PT,0.0
CNM - Transformaçã,,KD,3823000590.0,40.0,09/06/2021,AMORIM CORK FLOORING S.A.,CBORGES,383783476.0,22/06/2021,22/06/2021,29/06/2021,0.0,70003145,"RL CC 8210/000 1000X1,8-10M WM",420.0,70006592,"RL CC 8210/000 1000X1,8-10M NE",420.0,CNM-EMBALAGEM MR AUTO,CNMEMBMA,3.134,PT,0.0
