,centro de trabalho,acabamento,semana,carga ocupada
1500,CRMRLMEI,Total,66,11802.549999999997
1501,CRMRLMEI,Total,67,7430.259999999997
1502,CRMRLMEI,Total,68,2337.9999999999964
1503,CRMRLMEI,Total,69,3418.2999999999956
1504,CRMRLMEI,Total,70,2443.479999999996
1505,CRMRLMEI,Total,71,2337.9999999999964
1506,CRMRLMEI,Total,72,2337.9999999999964
1507,CRMRLMEI,Total,73,3007.0599999999977
1508,CRMRLMEI,Total,74,2337.9999999999964
1509,CRMRLMEI,Total,75,2337.9999999999964
1510,CRMRLMEI,Total,76,2337.9999999999964
1511,CRMRLMEI,Total,77,2337.9999999999964
1512,CRMRLMEI,Total,78,2337.9999999999964
1513,CRMRLMEI,Total,79,2337.9999999999964
1514,CRMRLMEI,Total,80,2337.9999999999964
1515,CRMRLMEI,Total,81,2337.9999999999964
1516,CRMRLMEI,Total,82,2337.9999999999964
1517,CRMRLMEI,Total,83,2337.9999999999964
1518,CRMRLMEI,Total,84,2337.9999999999964
1519,CRMRLMEI,Total,85,2337.9999999999964
1520,CRMRLMEI,Total,86,2337.9999999999964
1521,CRMRLMEI,Total,87,2337.9999999999964
1522,CRMRLMEI,Total,88,2337.9999999999964
1523,CRMRLMEI,Total,89,2337.9999999999964
1524,CRMRLMEI,Total,90,2337.9999999999964
1525,CRMRLMEI,Total,91,2337.9999999999964
1526,CRMRLMEI,Total,92,2337.9999999999964
1527,CRMRLMEI,Total,93,2337.9999999999964
1528,CRMRLMEI,Total,94,2337.9999999999964
1529,CRMRLMEI,Total,95,2337.9999999999964
1530,CRMRLMEI,Total,96,2337.9999999999964
1531,CRMRLMEI,Total,97,2337.9999999999964
1532,CRMRLMEI,Total,98,2337.9999999999964
1533,CRMRLMEI,Total,99,2337.9999999999964
1534,CRMRLMEI,Total,100,2337.9999999999964
1535,CRMRLMEI,Total,101,2337.9999999999964
1536,CRMRLMEI,Total,102,2337.9999999999964
1537,CRMRLMEI,Total,103,2337.9999999999964
1538,CRMRLMEI,Total,104,0.0
1539,CRMVSMRL,Total,48,5241.6
1540,CRMVSMRL,Total,49,5241.6
1541,CRMVSMRL,Total,50,6552.000000000001
1542,CRMVSMRL,Total,51,3931.1999999999994
1543,CRMVSMRL,Total,52,0.0
1544,CRMVSMRL,Total,53,4435.2
1545,CRMVSMRL,Total,54,5544.000000000001
1546,CRMVSMRL,Total,55,1832.8799999999983
1547,CRMVSMRL,Total,56,2540.7599999999984
1548,CRMVSMRL,Total,57,2595.2399999999984
1549,CRMVSMRL,Total,58,689.3399999999983
1550,CRMVSMRL,Total,59,2595.2399999999984
1551,CRMVSMRL,Total,60,689.3399999999983
1552,CRMVSMRL,Total,61,689.3399999999983
1553,CRMVSMRL,Total,62,689.3399999999983
1554,CRMVSMRL,Total,63,689.3399999999983
1555,CRMVSMRL,Total,64,689.3399999999983
1556,CRMVSMRL,Total,65,689.3399999999983
1557,CRMVSMRL,Total,66,689.3399999999983
1558,CRMVSMRL,Total,67,689.3399999999983
1559,CRMVSMRL,Total,68,689.3399999999983
1560,CRMVSMRL,Total,69,689.3399999999983
1561,CRMVSMRL,Total,70,689.3399999999983
1562,CRMVSMRL,Total,71,689.3399999999983
1563,CRMVSMRL,Total,72,689.3399999999983
1564,CRMVSMRL,Total,73,689.3399999999983
1565,CRMVSMRL,Total,74,689.3399999999983
1566,CRMVSMRL,Total,75,689.3399999999983
1567,CRMVSMRL,Total,76,689.3399999999983
1568,CRMVSMRL,Total,77,689.3399999999983
1569,CRMVSMRL,Total,78,689.3399999999983
1570,CRMVSMRL,Total,79,689.3399999999983
1571,CRMVSMRL,Total,80,689.3399999999983
1572,CRMVSMRL,Total,81,689.3399999999983
1573,CRMVSMRL,Total,82,689.3399999999983
1574,CRMVSMRL,Total,83,689.3399999999983
1575,CRMVSMRL,Total,84,689.3399999999983
1576,CRMVSMRL,Total,85,689.3399999999983
1577,CRMVSMRL,Total,86,689.3399999999983
1578,CRMVSMRL,Total,87,689.3399999999983
1579,CRMVSMRL,Total,88,689.3399999999983
1580,CRMVSMRL,Total,89,689.3399999999983
1581,CRMVSMRL,Total,90,689.3399999999983
1582,CRMVSMRL,Total,91,689.3399999999983
1583,CRMVSMRL,Total,92,689.3399999999983
1584,CRMVSMRL,Total,93,689.3399999999983
1585,CRMVSMRL,Total,94,689.3399999999983
1586,CRMVSMRL,Total,95,689.3399999999983
1587,CRMVSMRL,Total,96,689.3399999999983
1588,CRMVSMRL,Total,97,689.3399999999983
1589,CRMVSMRL,Total,98,689.3399999999983
1590,CRMVSMRL,Total,99,689.3399999999983
1591,CRMVSMRL,Total,100,689.3399999999983
1592,CRMVSMRL,Total,101,689.3399999999983
1593,CRMVSMRL,Total,102,689.3399999999983
1594,CRMVSMRL,Total,103,689.3399999999983
1595,CRMVSMRL,Total,104,0.0
1596,CRMDIV01,Total,48,16.800000000000182
1597,CRMDIV01,Total,49,4032.000000000001
1598,CRMDIV01,Total,50,2462.640000000001
1599,CRMDIV01,Total,51,1938.0000000000007
1600,CRMDIV01,Total,52,0.0
1601,CRMDIV01,Total,53,1608.9840000000013
1602,CRMDIV01,Total,54,367.08000000000084
1603,CRMDIV01,Total,55,367.08000000000084
1604,CRMDIV01,Total,56,367.08000000000084
1605,CRMDIV01,Total,57,367.08000000000084
1606,CRMDIV01,Total,58,367.08000000000084
1607,CRMDIV01,Total,59,367.08000000000084
1608,CRMDIV01,Total,60,367.08000000000084
1609,CRMDIV01,Total,61,367.08000000000084
1610,CRMDIV01,Total,62,367.08000000000084
1611,CRMDIV01,Total,63,367.08000000000084
1612,CRMDIV01,Total,64,367.08000000000084
1613,CRMDIV01,Total,65,367.08000000000084
1614,CRMDIV01,Total,66,367.08000000000084
1615,CRMDIV01,Total,67,367.08000000000084
1616,CRMDIV01,Total,68,367.08000000000084
1617,CRMDIV01,Total,69,367.08000000000084
1618,CRMDIV01,Total,70,367.08000000000084
1619,CRMDIV01,Total,71,367.08000000000084
1620,CRMDIV01,Total,72,367.08000000000084
1621,CRMDIV01,Total,73,367.08000000000084
1622,CRMDIV01,Total,74,367.08000000000084
1623,CRMDIV01,Total,75,367.08000000000084
1624,CRMDIV01,Total,76,367.08000000000084
1625,CRMDIV01,Total,77,367.08000000000084
1626,CRMDIV01,Total,78,367.08000000000084
1627,CRMDIV01,Total,79,367.08000000000084
1628,CRMDIV01,Total,80,367.08000000000084
1629,CRMDIV01,Total,81,367.08000000000084
1630,CRMDIV01,Total,82,367.08000000000084
1631,CRMDIV01,Total,83,367.08000000000084
1632,CRMDIV01,Total,84,367.08000000000084
1633,CRMDIV01,Total,85,367.08000000000084
1634,CRMDIV01,Total,86,367.08000000000084
1635,CRMDIV01,Total,87,367.08000000000084
1636,CRMDIV01,Total,88,367.08000000000084
1637,CRMDIV01,Total,89,367.08000000000084
1638,CRMDIV01,Total,90,367.08000000000084
1639,CRMDIV01,Total,91,367.08000000000084
1640,CRMDIV01,Total,92,367.08000000000084
1641,CRMDIV01,Total,93,367.08000000000084
1642,CRMDIV01,Total,94,367.08000000000084
1643,CRMDIV01,Total,95,367.08000000000084
1644,CRMDIV01,Total,96,367.08000000000084
1645,CRMDIV01,Total,97,367.08000000000084
1646,CRMDIV01,Total,98,367.08000000000084
1647,CRMDIV01,Total,99,367.08000000000084
1648,CRMDIV01,Total,100,367.08000000000084
1649,CRMDIV01,Total,101,367.08000000000084
1650,CRMDIV01,Total,102,367.08000000000084
1651,CRMDIV01,Total,103,367.08000000000084
1652,CRMDIV01,Total,104,0.0
1653,CRMLAMPL,Total,48,14515.200000000003
1654,CRMLAMPL,Total,49,14515.200000000003
1655,CRMLAMPL,Total,50,18143.999999999996
1656,CRMLAMPL,Total,51,10886.399999999998
1657,CRMLAMPL,Total,52,0.0
1658,CRMLAMPL,Total,53,6080.520000000004
1659,CRMLAMPL,Total,54,13525.94
1660,CRMLAMPL,Total,55,10886.399999999998
1661,CRMLAMPL,Total,56,3074.7000000000007
1662,CRMLAMPL,Total,57,6712.980000000001
1663,CRMLAMPL,Total,58,1140.420000000002
1664,CRMLAMPL,Total,59,8740.740000000002
1665,CRMLAMPL,Total,60,9327.319999999998
1666,CRMLAMPL,Total,61,2239.6320000000014
1667,CRMLAMPL,Total,62,459.3600000000006
1668,CRMLAMPL,Total,63,6314.4000000000015
1669,CRMLAMPL,Total,64,679.4400000000023
1670,CRMLAMPL,Total,65,3397.0800000000017
1671,CRMLAMPL,Total,66,430.9200000000019
1672,CRMLAMPL,Total,67,733.0200000000023
1673,CRMLAMPL,Total,68,430.9200000000019
1674,CRMLAMPL,Total,69,6431.700000000001
1675,CRMLAMPL,Total,70,430.9200000000019
1676,CRMLAMPL,Total,71,836.2200000000012
1677,CRMLAMPL,Total,72,2695.920000000002
1678,CRMLAMPL,Total,73,5088.66
1679,CRMLAMPL,Total,74,471.2400000000016
1680,CRMLAMPL,Total,75,1350.6600000000035
1681,CRMLAMPL,Total,76,1733.9400000000023
1682,CRMLAMPL,Total,77,1733.9400000000023
1683,CRMLAMPL,Total,78,1733.9400000000023
1684,CRMLAMPL,Total,79,430.9200000000019
1685,CRMLAMPL,Total,80,430.9200000000019
1686,CRMLAMPL,Total,81,3085.9800000000014
1687,CRMLAMPL,Total,82,430.9200000000019
1688,CRMLAMPL,Total,83,430.9200000000019
1689,CRMLAMPL,Total,84,430.9200000000019
1690,CRMLAMPL,Total,85,430.9200000000019
1691,CRMLAMPL,Total,86,1015.344000000001
1692,CRMLAMPL,Total,87,430.9200000000019
1693,CRMLAMPL,Total,88,430.9200000000019
1694,CRMLAMPL,Total,89,430.9200000000019
1695,CRMLAMPL,Total,90,430.9200000000019
1696,CRMLAMPL,Total,91,430.9200000000019
1697,CRMLAMPL,Total,92,430.9200000000019
1698,CRMLAMPL,Total,93,430.9200000000019
1699,CRMLAMPL,Total,94,430.9200000000019
1700,CRMLAMPL,Total,95,430.9200000000019
1701,CRMLAMPL,Total,96,430.9200000000019
1702,CRMLAMPL,Total,97,430.9200000000019
1703,CRMLAMPL,Total,98,1910.9400000000023
1704,CRMLAMPL,Total,99,430.9200000000019
1705,CRMLAMPL,Total,100,430.9200000000019
1706,CRMLAMPL,Total,101,430.9200000000019
1707,CRMLAMPL,Total,102,430.9200000000019
1708,CRMLAMPL,Total,103,430.9200000000019
1709,CRMLAMPL,Total,104,0.0
1710,CRMLAMPL,Printing + Manual,48,3628.8000000000006
1711,CRMLAMPL,Printing + Manual,49,3628.8000000000006
1712,CRMLAMPL,Printing + Manual,50,4535.999999999999
1713,CRMLAMPL,Printing + Manual,51,2721.5999999999995
1714,CRMLAMPL,Printing + Manual,52,0.0
1715,CRMLAMPL,Printing + Manual,53,302.8199999999997
1716,CRMLAMPL,Printing + Manual,54,947.5799999999995
1717,CRMLAMPL,Printing + Manual,55,1955.9879999999991
1718,CRMLAMPL,Printing + Manual,56,358.8000000000002
1719,CRMLAMPL,Printing + Manual,57,295.3800000000001
1720,CRMLAMPL,Printing + Manual,58,295.3800000000001
1721,CRMLAMPL,Printing + Manual,59,295.3800000000001
1722,CRMLAMPL,Printing + Manual,60,4535.999999999999
1723,CRMLAMPL,Printing + Manual,61,812.0999999999995
1724,CRMLAMPL,Printing + Manual,62,812.0999999999995
1725,CRMLAMPL,Printing + Manual,63,812.0999999999995
1726,CRMLAMPL,Printing + Manual,64,812.0999999999995
1727,CRMLAMPL,Printing + Manual,65,2783.039999999999
1728,CRMLAMPL,Printing + Manual,66,812.0999999999995
1729,CRMLAMPL,Printing + Manual,67,812.0999999999995
1730,CRMLAMPL,Printing + Manual,68,812.0999999999995
1731,CRMLAMPL,Printing + Manual,69,3361.8599999999988
1732,CRMLAMPL,Printing + Manual,70,812.0999999999995
1733,CRMLAMPL,Printing + Manual,71,812.0999999999995
1734,CRMLAMPL,Printing + Manual,72,812.0999999999995
1735,CRMLAMPL,Printing + Manual,73,2783.039999999999
1736,CRMLAMPL,Printing + Manual,74,812.0999999999995
1737,CRMLAMPL,Printing + Manual,75,812.0999999999995
1738,CRMLAMPL,Printing + Manual,76,812.0999999999995
1739,CRMLAMPL,Printing + Manual,77,812.0999999999995
1740,CRMLAMPL,Printing + Manual,78,812.0999999999995
1741,CRMLAMPL,Printing + Manual,79,812.0999999999995
1742,CRMLAMPL,Printing + Manual,80,812.0999999999995
1743,CRMLAMPL,Printing + Manual,81,812.0999999999995
1744,CRMLAMPL,Printing + Manual,82,812.0999999999995
1745,CRMLAMPL,Printing + Manual,83,812.0999999999995
1746,CRMLAMPL,Printing + Manual,84,812.0999999999995
1747,CRMLAMPL,Printing + Manual,85,812.0999999999995
1748,CRMLAMPL,Printing + Manual,86,812.0999999999995
1749,CRMLAMPL,Printing + Manual,87,812.0999999999995
1750,CRMLAMPL,Printing + Manual,88,812.0999999999995
1751,CRMLAMPL,Printing + Manual,89,812.0999999999995
1752,CRMLAMPL,Printing + Manual,90,812.0999999999995
1753,CRMLAMPL,Printing + Manual,91,812.0999999999995
1754,CRMLAMPL,Printing + Manual,92,812.0999999999995
1755,CRMLAMPL,Printing + Manual,93,812.0999999999995
1756,CRMLAMPL,Printing + Manual,94,812.0999999999995
1757,CRMLAMPL,Printing + Manual,95,812.0999999999995
1758,CRMLAMPL,Printing + Manual,96,812.0999999999995
1759,CRMLAMPL,Printing + Manual,97,812.0999999999995
1760,CRMLAMPL,Printing + Manual,98,812.0999999999995
1761,CRMLAMPL,Printing + Manual,99,812.0999999999995
1762,CRMLAMPL,Printing + Manual,100,812.0999999999995
1763,CRMLAMPL,Printing + Manual,101,812.0999999999995
1764,CRMLAMPL,Printing + Manual,102,812.0999999999995
1765,CRMLAMPL,Printing + Manual,103,812.0999999999995
1766,CRMLAMPL,Printing + Manual,104,0.0
1767,CRMSER19,Total,48,2232.48
1768,CRMSER19,Total,49,3276.0000000000005
1769,CRMSER19,Total,50,4095.0
1770,CRMSER19,Total,51,2146.86
1771,CRMSER19,Total,52,0.0
1772,CRMSER19,Total,53,3276.0000000000005
1773,CRMSER19,Total,54,1504.2559999999999
1774,CRMSER19,Total,55,1875.468
1775,CRMSER19,Total,56,1890.2759999999998
1776,CRMSER19,Total,57,1304.2559999999999
1777,CRMSER19,Total,58,2256.276
1778,CRMSER19,Total,59,1334.2559999999999
1779,CRMSER19,Total,60,1317.556
1780,CRMSER19,Total,61,1304.2559999999999
1781,CRMSER19,Total,62,1304.2559999999999
1782,CRMSER19,Total,63,1304.2559999999999
1783,CRMSER19,Total,64,1304.2559999999999
1784,CRMSER19,Total,65,1304.2559999999999
1785,CRMSER19,Total,66,1304.2559999999999
1786,CRMSER19,Total,67,1336.8359999999998
1787,CRMSER19,Total,68,1304.2559999999999
1788,CRMSER19,Total,69,1304.2559999999999
1789,CRMSER19,Total,70,1304.2559999999999
1790,CRMSER19,Total,71,1304.2559999999999
1791,CRMSER19,Total,72,1304.2559999999999
1792,CRMSER19,Total,73,1304.2559999999999
1793,CRMSER19,Total,74,1304.2559999999999
1794,CRMSER19,Total,75,1304.2559999999999
1795,CRMSER19,Total,76,1304.2559999999999
1796,CRMSER19,Total,77,1304.2559999999999
1797,CRMSER19,Total,78,1304.2559999999999
1798,CRMSER19,Total,79,1304.2559999999999
1799,CRMSER19,Total,80,1304.2559999999999
1800,CRMSER19,Total,81,1304.2559999999999
1801,CRMSER19,Total,82,1304.2559999999999
1802,CRMSER19,Total,83,1304.2559999999999
1803,CRMSER19,Total,84,1304.2559999999999
1804,CRMSER19,Total,85,1304.2559999999999
1805,CRMSER19,Total,86,1304.2559999999999
1806,CRMSER19,Total,87,1304.2559999999999
1807,CRMSER19,Total,88,1304.2559999999999
1808,CRMSER19,Total,89,1304.2559999999999
1809,CRMSER19,Total,90,1304.2559999999999
1810,CRMSER19,Total,91,1304.2559999999999
1811,CRMSER19,Total,92,1304.2559999999999
1812,CRMSER19,Total,93,1304.2559999999999
1813,CRMSER19,Total,94,1304.2559999999999
1814,CRMSER19,Total,95,1304.2559999999999
1815,CRMSER19,Total,96,1304.2559999999999
1816,CRMSER19,Total,97,1304.2559999999999
1817,CRMSER19,Total,98,1304.2559999999999
1818,CRMSER19,Total,99,1304.2559999999999
1819,CRMSER19,Total,100,1304.2559999999999
1820,CRMSER19,Total,101,1304.2559999999999
1821,CRMSER19,Total,102,1304.2559999999999
1822,CRMSER19,Total,103,1304.2559999999999
1823,CRMSER19,Total,104,0.0
1824,CRMSER05,Total,48,1092.0
1825,CRMSER05,Total,49,1092.0
1826,CRMSER05,Total,50,1365.0
1827,CRMSER05,Total,51,819.0000000000001
1828,CRMSER05,Total,52,0.0
1829,CRMSER05,Total,53,1092.0
1830,CRMSER05,Total,54,1365.0
1831,CRMSER05,Total,55,819.0000000000001
1832,CRMSER05,Total,56,1365.0
1833,CRMSER05,Total,57,1365.0
1834,CRMSER05,Total,58,1365.0
1835,CRMSER05,Total,59,1365.0
1836,CRMSER05,Total,60,1365.0
1837,CRMSER05,Total,61,819.0000000000001
1838,CRMSER05,Total,62,1365.0
1839,CRMSER05,Total,63,1365.0
1840,CRMSER05,Total,64,1273.92
1841,CRMSER05,Total,65,1365.0
1842,CRMSER05,Total,66,94.92000000000007
1843,CRMSER05,Total,67,178.2600000000001
1844,CRMSER05,Total,68,94.92000000000007
1845,CRMSER05,Total,69,94.92000000000007
1846,CRMSER05,Total,70,94.92000000000007
1847,CRMSER05,Total,71,296.28
1848,CRMSER05,Total,72,1177.7400000000002
1849,CRMSER05,Total,73,948.72
1850,CRMSER05,Total,74,94.92000000000007
1851,CRMSER05,Total,75,94.92000000000007
1852,CRMSER05,Total,76,898.62
1853,CRMSER05,Total,77,898.62
1854,CRMSER05,Total,78,981.7800000000001
1855,CRMSER05,Total,79,94.92000000000007
1856,CRMSER05,Total,80,94.92000000000007
1857,CRMSER05,Total,81,1319.52
1858,CRMSER05,Total,82,94.92000000000007
1859,CRMSER05,Total,83,94.92000000000007
1860,CRMSER05,Total,84,94.92000000000007
1861,CRMSER05,Total,85,94.92000000000007
1862,CRMSER05,Total,86,421.6560000000001
1863,CRMSER05,Total,87,94.92000000000007
1864,CRMSER05,Total,88,94.92000000000007
1865,CRMSER05,Total,89,94.92000000000007
1866,CRMSER05,Total,90,94.92000000000007
1867,CRMSER05,Total,91,94.92000000000007
1868,CRMSER05,Total,92,94.92000000000007
1869,CRMSER05,Total,93,94.92000000000007
1870,CRMSER05,Total,94,94.92000000000007
1871,CRMSER05,Total,95,94.92000000000007
1872,CRMSER05,Total,96,94.92000000000007
1873,CRMSER05,Total,97,94.92000000000007
1874,CRMSER05,Total,98,669.72
1875,CRMSER05,Total,99,94.92000000000007
1876,CRMSER05,Total,100,94.92000000000007
1877,CRMSER05,Total,101,94.92000000000007
1878,CRMSER05,Total,102,94.92000000000007
1879,CRMSER05,Total,103,94.92000000000007
1880,CRMSER05,Total,104,0.0
1881,CRMSER02,Total,48,0.0
1882,CRMSER02,Total,49,0.0
1883,CRMSER02,Total,50,0.0
1884,CRMSER02,Total,51,0.0
1885,CRMSER02,Total,52,0.0
1886,CRMSER02,Total,53,82.75199999999995
1887,CRMSER02,Total,54,1365.0
1888,CRMSER02,Total,55,359.10000000000014
1889,CRMSER02,Total,56,359.10000000000014
1890,CRMSER02,Total,57,359.10000000000014
1891,CRMSER02,Total,58,359.10000000000014
1892,CRMSER02,Total,59,359.10000000000014
1893,CRMSER02,Total,60,1365.0
1894,CRMSER02,Total,61,359.10000000000014
1895,CRMSER02,Total,62,1365.0
1896,CRMSER02,Total,63,28.560000000000173
1897,CRMSER02,Total,64,28.560000000000173
1898,CRMSER02,Total,65,28.560000000000173
1899,CRMSER02,Total,66,28.560000000000173
1900,CRMSER02,Total,67,28.560000000000173
1901,CRMSER02,Total,68,28.560000000000173
1902,CRMSER02,Total,69,28.560000000000173
1903,CRMSER02,Total,70,28.560000000000173
1904,CRMSER02,Total,71,28.560000000000173
1905,CRMSER02,Total,72,28.560000000000173
1906,CRMSER02,Total,73,1365.0
1907,CRMSER02,Total,74,1365.0
1908,CRMSER02,Total,75,1365.0
1909,CRMSER02,Total,76,1365.0
1910,CRMSER02,Total,77,1365.0
1911,CRMSER02,Total,78,1365.0
1912,CRMSER02,Total,79,1365.0
1913,CRMSER02,Total,80,1365.0
1914,CRMSER02,Total,81,1365.0
1915,CRMSER02,Total,82,1365.0
1916,CRMSER02,Total,83,1365.0
1917,CRMSER02,Total,84,819.0000000000001
1918,CRMSER02,Total,85,819.0000000000001
1919,CRMSER02,Total,86,819.0000000000001
1920,CRMSER02,Total,87,1365.0
1921,CRMSER02,Total,88,1365.0
1922,CRMSER02,Total,89,1365.0
1923,CRMSER02,Total,90,1365.0
1924,CRMSER02,Total,91,487.6200000000026
1925,CRMSER02,Total,92,487.6200000000026
1926,CRMSER02,Total,93,487.6200000000026
1927,CRMSER02,Total,94,487.6200000000026
1928,CRMSER02,Total,95,487.6200000000026
1929,CRMSER02,Total,96,487.6200000000026
1930,CRMSER02,Total,97,487.6200000000026
1931,CRMSER02,Total,98,487.6200000000026
1932,CRMSER02,Total,99,487.6200000000026
1933,CRMSER02,Total,100,487.6200000000026
1934,CRMSER02,Total,101,487.6200000000026
1935,CRMSER02,Total,102,487.6200000000026
1936,CRMSER02,Total,103,487.6200000000026
1937,CRMSER02,Total,104,0.0
1938,CRMCOLQD,Total,48,504.0
1939,CRMCOLQD,Total,49,504.0
1940,CRMCOLQD,Total,50,630.0
1941,CRMCOLQD,Total,51,377.99999999999994
1942,CRMCOLQD,Total,52,0.0
1943,CRMCOLQD,Total,53,504.0
1944,CRMCOLQD,Total,54,630.0
1945,CRMCOLQD,Total,55,377.99999999999994
1946,CRMCOLQD,Total,56,630.0
1947,CRMCOLQD,Total,57,630.0
1948,CRMCOLQD,Total,58,166.66399999999976
1949,CRMCOLQD,Total,59,551.8639999999998
1950,CRMCOLQD,Total,60,630.0
1951,CRMCOLQD,Total,61,377.99999999999994
1952,CRMCOLQD,Total,62,99.81999999999971
1953,CRMCOLQD,Total,63,99.81999999999971
1954,CRMCOLQD,Total,64,140.97999999999968
1955,CRMCOLQD,Total,65,137.13999999999976
1956,CRMCOLQD,Total,66,99.81999999999971
1957,CRMCOLQD,Total,67,156.5199999999997
1958,CRMCOLQD,Total,68,99.81999999999971
1959,CRMCOLQD,Total,69,99.81999999999971
1960,CRMCOLQD,Total,70,99.81999999999971
1961,CRMCOLQD,Total,71,134.13999999999965
1962,CRMCOLQD,Total,72,427.41999999999973
1963,CRMCOLQD,Total,73,301.4799999999997
1964,CRMCOLQD,Total,74,99.81999999999971
1965,CRMCOLQD,Total,75,99.81999999999971
1966,CRMCOLQD,Total,76,348.39999999999975
1967,CRMCOLQD,Total,77,348.39999999999975
1968,CRMCOLQD,Total,78,374.1399999999997
1969,CRMCOLQD,Total,79,99.81999999999971
1970,CRMCOLQD,Total,80,99.81999999999971
1971,CRMCOLQD,Total,81,499.2399999999997
1972,CRMCOLQD,Total,82,99.81999999999971
1973,CRMCOLQD,Total,83,99.81999999999971
1974,CRMCOLQD,Total,84,99.81999999999971
1975,CRMCOLQD,Total,85,99.81999999999971
1976,CRMCOLQD,Total,86,201.5199999999997
1977,CRMCOLQD,Total,87,99.81999999999971
1978,CRMCOLQD,Total,88,99.81999999999971
1979,CRMCOLQD,Total,89,99.81999999999971
1980,CRMCOLQD,Total,90,99.81999999999971
1981,CRMCOLQD,Total,91,99.81999999999971
1982,CRMCOLQD,Total,92,99.81999999999971
1983,CRMCOLQD,Total,93,99.81999999999971
1984,CRMCOLQD,Total,94,99.81999999999971
1985,CRMCOLQD,Total,95,99.81999999999971
1986,CRMCOLQD,Total,96,99.81999999999971
1987,CRMCOLQD,Total,97,99.81999999999971
1988,CRMCOLQD,Total,98,310.65999999999974
1989,CRMCOLQD,Total,99,99.81999999999971
1990,CRMCOLQD,Total,100,99.81999999999971
1991,CRMCOLQD,Total,101,99.81999999999971
1992,CRMCOLQD,Total,102,99.81999999999971
1993,CRMCOLQD,Total,103,99.81999999999971
1994,CRMCOLQD,Total,104,0.0
1995,CRMLIXPL,Total,48,0.0
1996,CRMLIXPL,Total,49,34.01999999999998
1997,CRMLIXPL,Total,50,64.01999999999998
1998,CRMLIXPL,Total,51,0.0
1999,CRMLIXPL,Total,52,0.0
2000,CRMLIXPL,Total,53,0.0
2001,CRMLIXPL,Total,54,0.0
2002,CRMLIXPL,Total,55,0.0
2003,CRMLIXPL,Total,56,0.0
2004,CRMLIXPL,Total,57,0.0
2005,CRMLIXPL,Total,58,0.0
2006,CRMLIXPL,Total,59,3.599999999999909
2007,CRMLIXPL,Total,60,0.0
2008,CRMLIXPL,Total,61,0.0
2009,CRMLIXPL,Total,62,0.0
2010,CRMLIXPL,Total,63,0.0
2011,CRMLIXPL,Total,64,0.0
2012,CRMLIXPL,Total,65,0.0
2013,CRMLIXPL,Total,66,0.0
2014,CRMLIXPL,Total,67,0.0
2015,CRMLIXPL,Total,68,0.0
2016,CRMLIXPL,Total,69,0.0
2017,CRMLIXPL,Total,70,0.0
2018,CRMLIXPL,Total,71,0.0
2019,CRMLIXPL,Total,72,0.0
2020,CRMLIXPL,Total,73,0.0
2021,CRMLIXPL,Total,74,0.0
2022,CRMLIXPL,Total,75,0.0
2023,CRMLIXPL,Total,76,0.0
2024,CRMLIXPL,Total,77,0.0
2025,CRMLIXPL,Total,78,0.0
2026,CRMLIXPL,Total,79,0.0
2027,CRMLIXPL,Total,80,0.0
2028,CRMLIXPL,Total,81,0.0
2029,CRMLIXPL,Total,82,0.0
2030,CRMLIXPL,Total,83,0.0
2031,CRMLIXPL,Total,84,0.0
2032,CRMLIXPL,Total,85,0.0
2033,CRMLIXPL,Total,86,0.0
2034,CRMLIXPL,Total,87,0.0
2035,CRMLIXPL,Total,88,0.0
2036,CRMLIXPL,Total,89,0.0
2037,CRMLIXPL,Total,90,0.0
2038,CRMLIXPL,Total,91,0.0
2039,CRMLIXPL,Total,92,0.0
2040,CRMLIXPL,Total,93,0.0
2041,CRMLIXPL,Total,94,0.0
2042,CRMLIXPL,Total,95,0.0
2043,CRMLIXPL,Total,96,0.0
2044,CRMLIXPL,Total,97,0.0
2045,CRMLIXPL,Total,98,0.0
2046,CRMLIXPL,Total,99,0.0
2047,CRMLIXPL,Total,100,0.0
2048,CRMLIXPL,Total,101,0.0
2049,CRMLIXPL,Total,102,0.0
2050,CRMLIXPL,Total,103,0.0
2051,CRMLIXPL,Total,104,0.0
2052,CRMGUILH,Total,48,1008.0
2053,CRMGUILH,Total,49,1008.0
2054,CRMGUILH,Total,50,1260.0
2055,CRMGUILH,Total,51,755.9999999999999
2056,CRMGUILH,Total,52,0.0
2057,CRMGUILH,Total,53,1008.0
2058,CRMGUILH,Total,54,1260.0
2059,CRMGUILH,Total,55,755.9999999999999
2060,CRMGUILH,Total,56,356.8919999999997
2061,CRMGUILH,Total,57,348.37199999999973
2062,CRMGUILH,Total,58,482.4119999999997
2063,CRMGUILH,Total,59,521.0519999999998
2064,CRMGUILH,Total,60,348.37199999999973
2065,CRMGUILH,Total,61,377.8919999999997
2066,CRMGUILH,Total,62,348.37199999999973
2067,CRMGUILH,Total,63,492.37199999999973
2068,CRMGUILH,Total,64,348.37199999999973
2069,CRMGUILH,Total,65,378.61199999999974
2070,CRMGUILH,Total,66,348.37199999999973
2071,CRMGUILH,Total,67,368.4119999999997
2072,CRMGUILH,Total,68,348.37199999999973
2073,CRMGUILH,Total,69,492.37199999999973
2074,CRMGUILH,Total,70,348.37199999999973
2075,CRMGUILH,Total,71,348.37199999999973
2076,CRMGUILH,Total,72,348.37199999999973
2077,CRMGUILH,Total,73,348.37199999999973
2078,CRMGUILH,Total,74,348.37199999999973
2079,CRMGUILH,Total,75,348.37199999999973
