,Centro de Trabalho,Acabamento,semana,capacidade
2594,CRMAGPLY,Total,105,2267.9999999999995
2595,CRMAGPLY,Total,106,0.0
2596,CRMAGLDS,Total,48,5670.0
2597,CRMAGLDS,Total,49,5670.0
2598,CRMAGLDS,Total,50,4536.0
2599,CRMAGLDS,Total,51,4536.0
2600,CRMAGLDS,Total,52,5670.0
2601,CRMAGLDS,Total,53,3402.0
2602,CRMAGLDS,Total,54,0.0
2603,CRMAGLDS,Total,55,4536.0
2604,CRMAGLDS,Total,56,5670.0
2605,CRMAGLDS,Total,57,3402.0
2606,CRMAGLDS,Total,58,5670.0
2607,CRMAGLDS,Total,59,5670.0
2608,CRMAGLDS,Total,60,5670.0
2609,CRMAGLDS,Total,61,5670.0
2610,CRMAGLDS,Total,62,5670.0
2611,CRMAGLDS,Total,63,3402.0
2612,CRMAGLDS,Total,64,5670.0
2613,CRMAGLDS,Total,65,5670.0
2614,CRMAGLDS,Total,66,5670.0
2615,CRMAGLDS,Total,67,5670.0
2616,CRMAGLDS,Total,68,5670.0
2617,CRMAGLDS,Total,69,4536.0
2618,CRMAGLDS,Total,70,4536.0
2619,CRMAGLDS,Total,71,5670.0
2620,CRMAGLDS,Total,72,5670.0
2621,CRMAGLDS,Total,73,5670.0
2622,CRMAGLDS,Total,74,5670.0
2623,CRMAGLDS,Total,75,5670.0
2624,CRMAGLDS,Total,76,5670.0
2625,CRMAGLDS,Total,77,5670.0
2626,CRMAGLDS,Total,78,5670.0
2627,CRMAGLDS,Total,79,5670.0
2628,CRMAGLDS,Total,80,5670.0
2629,CRMAGLDS,Total,81,5670.0
2630,CRMAGLDS,Total,82,5670.0
2631,CRMAGLDS,Total,83,5670.0
2632,CRMAGLDS,Total,84,5670.0
2633,CRMAGLDS,Total,85,5670.0
2634,CRMAGLDS,Total,86,3402.0
2635,CRMAGLDS,Total,87,3402.0
2636,CRMAGLDS,Total,88,3402.0
2637,CRMAGLDS,Total,89,5670.0
2638,CRMAGLDS,Total,90,5670.0
2639,CRMAGLDS,Total,91,5670.0
2640,CRMAGLDS,Total,92,5670.0
2641,CRMAGLDS,Total,93,5670.0
2642,CRMAGLDS,Total,94,3402.0
2643,CRMAGLDS,Total,95,5670.0
2644,CRMAGLDS,Total,96,5670.0
2645,CRMAGLDS,Total,97,5670.0
2646,CRMAGLDS,Total,98,4536.0
2647,CRMAGLDS,Total,99,5670.0
2648,CRMAGLDS,Total,100,5670.0
2649,CRMAGLDS,Total,101,5670.0
2650,CRMAGLDS,Total,102,4536.0
2651,CRMAGLDS,Total,103,4536.0
2652,CRMAGLDS,Total,104,5670.0
2653,CRMAGLDS,Total,105,3402.0
2654,CRMAGLDS,Total,106,0.0
2655,CRMAGLEC,Total,48,4410.0
2656,CRMAGLEC,Total,49,4410.0
2657,CRMAGLEC,Total,50,3527.999999999999
2658,CRMAGLEC,Total,51,3527.999999999999
2659,CRMAGLEC,Total,52,4410.0
2660,CRMAGLEC,Total,53,2646.0
2661,CRMAGLEC,Total,54,0.0
2662,CRMAGLEC,Total,55,3527.999999999999
2663,CRMAGLEC,Total,56,4410.0
2664,CRMAGLEC,Total,57,2646.0
2665,CRMAGLEC,Total,58,4410.0
2666,CRMAGLEC,Total,59,4410.0
2667,CRMAGLEC,Total,60,4410.0
2668,CRMAGLEC,Total,61,4410.0
2669,CRMAGLEC,Total,62,4410.0
2670,CRMAGLEC,Total,63,2646.0
2671,CRMAGLEC,Total,64,4410.0
2672,CRMAGLEC,Total,65,4410.0
2673,CRMAGLEC,Total,66,4410.0
2674,CRMAGLEC,Total,67,4410.0
2675,CRMAGLEC,Total,68,4410.0
2676,CRMAGLEC,Total,69,3527.999999999999
2677,CRMAGLEC,Total,70,3527.999999999999
2678,CRMAGLEC,Total,71,4410.0
2679,CRMAGLEC,Total,72,4410.0
2680,CRMAGLEC,Total,73,4410.0
2681,CRMAGLEC,Total,74,4410.0
2682,CRMAGLEC,Total,75,4410.0
2683,CRMAGLEC,Total,76,4410.0
2684,CRMAGLEC,Total,77,4410.0
2685,CRMAGLEC,Total,78,4410.0
2686,CRMAGLEC,Total,79,4410.0
2687,CRMAGLEC,Total,80,4410.0
2688,CRMAGLEC,Total,81,4410.0
2689,CRMAGLEC,Total,82,4410.0
2690,CRMAGLEC,Total,83,4410.0
2691,CRMAGLEC,Total,84,4410.0
2692,CRMAGLEC,Total,85,4410.0
2693,CRMAGLEC,Total,86,2646.0
2694,CRMAGLEC,Total,87,2646.0
2695,CRMAGLEC,Total,88,2646.0
2696,CRMAGLEC,Total,89,4410.0
2697,CRMAGLEC,Total,90,4410.0
2698,CRMAGLEC,Total,91,4410.0
2699,CRMAGLEC,Total,92,4410.0
2700,CRMAGLEC,Total,93,4410.0
2701,CRMAGLEC,Total,94,2646.0
2702,CRMAGLEC,Total,95,4410.0
2703,CRMAGLEC,Total,96,4410.0
2704,CRMAGLEC,Total,97,4410.0
2705,CRMAGLEC,Total,98,3527.999999999999
2706,CRMAGLEC,Total,99,4410.0
2707,CRMAGLEC,Total,100,4410.0
2708,CRMAGLEC,Total,101,4410.0
2709,CRMAGLEC,Total,102,3527.999999999999
2710,CRMAGLEC,Total,103,3527.999999999999
2711,CRMAGLEC,Total,104,4410.0
2712,CRMAGLEC,Total,105,2646.0
2713,CRMAGLEC,Total,106,0.0
2714,CRMMISL1,Total,48,3150.0
2715,CRMMISL1,Total,49,3150.0
2716,CRMMISL1,Total,50,2520.0
2717,CRMMISL1,Total,51,2520.0
2718,CRMMISL1,Total,52,3150.0
2719,CRMMISL1,Total,53,1890.0
2720,CRMMISL1,Total,54,0.0
2721,CRMMISL1,Total,55,2520.0
2722,CRMMISL1,Total,56,3150.0
2723,CRMMISL1,Total,57,1890.0
2724,CRMMISL1,Total,58,3150.0
2725,CRMMISL1,Total,59,3150.0
2726,CRMMISL1,Total,60,3150.0
2727,CRMMISL1,Total,61,3150.0
2728,CRMMISL1,Total,62,3150.0
2729,CRMMISL1,Total,63,1890.0
2730,CRMMISL1,Total,64,3150.0
2731,CRMMISL1,Total,65,3150.0
2732,CRMMISL1,Total,66,3150.0
2733,CRMMISL1,Total,67,3150.0
2734,CRMMISL1,Total,68,3150.0
2735,CRMMISL1,Total,69,2520.0
2736,CRMMISL1,Total,70,2520.0
2737,CRMMISL1,Total,71,3150.0
2738,CRMMISL1,Total,72,3150.0
2739,CRMMISL1,Total,73,3150.0
2740,CRMMISL1,Total,74,3150.0
2741,CRMMISL1,Total,75,3150.0
2742,CRMMISL1,Total,76,3150.0
2743,CRMMISL1,Total,77,3150.0
2744,CRMMISL1,Total,78,3150.0
2745,CRMMISL1,Total,79,3150.0
2746,CRMMISL1,Total,80,3150.0
2747,CRMMISL1,Total,81,3150.0
2748,CRMMISL1,Total,82,3150.0
2749,CRMMISL1,Total,83,3150.0
2750,CRMMISL1,Total,84,3150.0
2751,CRMMISL1,Total,85,3150.0
2752,CRMMISL1,Total,86,1890.0
2753,CRMMISL1,Total,87,1890.0
2754,CRMMISL1,Total,88,1890.0
2755,CRMMISL1,Total,89,3150.0
2756,CRMMISL1,Total,90,3150.0
2757,CRMMISL1,Total,91,3150.0
2758,CRMMISL1,Total,92,3150.0
2759,CRMMISL1,Total,93,3150.0
2760,CRMMISL1,Total,94,1890.0
2761,CRMMISL1,Total,95,3150.0
2762,CRMMISL1,Total,96,3150.0
2763,CRMMISL1,Total,97,3150.0
2764,CRMMISL1,Total,98,2520.0
2765,CRMMISL1,Total,99,3150.0
2766,CRMMISL1,Total,100,3150.0
2767,CRMMISL1,Total,101,3150.0
2768,CRMMISL1,Total,102,2520.0
2769,CRMMISL1,Total,103,2520.0
2770,CRMMISL1,Total,104,3150.0
2771,CRMMISL1,Total,105,1890.0
2772,CRMMISL1,Total,106,0.0
2773,CRMMISL2,Total,48,5040.0
2774,CRMMISL2,Total,49,5040.0
2775,CRMMISL2,Total,50,4032.000000000001
2776,CRMMISL2,Total,51,4032.000000000001
2777,CRMMISL2,Total,52,5040.0
2778,CRMMISL2,Total,53,3024.0
2779,CRMMISL2,Total,54,0.0
2780,CRMMISL2,Total,55,4032.000000000001
2781,CRMMISL2,Total,56,5040.0
2782,CRMMISL2,Total,57,3024.0
2783,CRMMISL2,Total,58,5040.0
2784,CRMMISL2,Total,59,5040.0
2785,CRMMISL2,Total,60,5040.0
2786,CRMMISL2,Total,61,5040.0
2787,CRMMISL2,Total,62,5040.0
2788,CRMMISL2,Total,63,3024.0
2789,CRMMISL2,Total,64,5040.0
2790,CRMMISL2,Total,65,5040.0
2791,CRMMISL2,Total,66,5040.0
2792,CRMMISL2,Total,67,5040.0
2793,CRMMISL2,Total,68,5040.0
2794,CRMMISL2,Total,69,4032.000000000001
2795,CRMMISL2,Total,70,4032.000000000001
2796,CRMMISL2,Total,71,5040.0
2797,CRMMISL2,Total,72,5040.0
2798,CRMMISL2,Total,73,5040.0
2799,CRMMISL2,Total,74,5040.0
2800,CRMMISL2,Total,75,5040.0
2801,CRMMISL2,Total,76,5040.0
2802,CRMMISL2,Total,77,5040.0
2803,CRMMISL2,Total,78,5040.0
2804,CRMMISL2,Total,79,5040.0
2805,CRMMISL2,Total,80,5040.0
2806,CRMMISL2,Total,81,5040.0
2807,CRMMISL2,Total,82,5040.0
2808,CRMMISL2,Total,83,5040.0
2809,CRMMISL2,Total,84,5040.0
2810,CRMMISL2,Total,85,5040.0
2811,CRMMISL2,Total,86,3024.0
2812,CRMMISL2,Total,87,3024.0
2813,CRMMISL2,Total,88,3024.0
2814,CRMMISL2,Total,89,5040.0
2815,CRMMISL2,Total,90,5040.0
2816,CRMMISL2,Total,91,5040.0
2817,CRMMISL2,Total,92,5040.0
2818,CRMMISL2,Total,93,5040.0
2819,CRMMISL2,Total,94,3024.0
2820,CRMMISL2,Total,95,5040.0
2821,CRMMISL2,Total,96,5040.0
2822,CRMMISL2,Total,97,5040.0
2823,CRMMISL2,Total,98,4032.000000000001
2824,CRMMISL2,Total,99,5040.0
2825,CRMMISL2,Total,100,5040.0
2826,CRMMISL2,Total,101,5040.0
2827,CRMMISL2,Total,102,4032.000000000001
2828,CRMMISL2,Total,103,4032.000000000001
2829,CRMMISL2,Total,104,5040.0
2830,CRMMISL2,Total,105,3024.0
2831,CRMMISL2,Total,106,0.0
2832,CRMEMBAG,Total,48,6300.0
2833,CRMEMBAG,Total,49,6300.0
2834,CRMEMBAG,Total,50,5040.0
2835,CRMEMBAG,Total,51,5040.0
2836,CRMEMBAG,Total,52,6300.0
2837,CRMEMBAG,Total,53,3780.0
2838,CRMEMBAG,Total,54,0.0
2839,CRMEMBAG,Total,55,5040.0
2840,CRMEMBAG,Total,56,6300.0
2841,CRMEMBAG,Total,57,3780.0
2842,CRMEMBAG,Total,58,6300.0
2843,CRMEMBAG,Total,59,6300.0
2844,CRMEMBAG,Total,60,6300.0
2845,CRMEMBAG,Total,61,6300.0
2846,CRMEMBAG,Total,62,6300.0
2847,CRMEMBAG,Total,63,3780.0
2848,CRMEMBAG,Total,64,6300.0
2849,CRMEMBAG,Total,65,6300.0
2850,CRMEMBAG,Total,66,6300.0
2851,CRMEMBAG,Total,67,6300.0
2852,CRMEMBAG,Total,68,6300.0
2853,CRMEMBAG,Total,69,5040.0
2854,CRMEMBAG,Total,70,5040.0
2855,CRMEMBAG,Total,71,6300.0
2856,CRMEMBAG,Total,72,6300.0
2857,CRMEMBAG,Total,73,6300.0
2858,CRMEMBAG,Total,74,6300.0
2859,CRMEMBAG,Total,75,6300.0
2860,CRMEMBAG,Total,76,6300.0
2861,CRMEMBAG,Total,77,6300.0
2862,CRMEMBAG,Total,78,6300.0
2863,CRMEMBAG,Total,79,6300.0
2864,CRMEMBAG,Total,80,6300.0
2865,CRMEMBAG,Total,81,6300.0
2866,CRMEMBAG,Total,82,6300.0
2867,CRMEMBAG,Total,83,6300.0
2868,CRMEMBAG,Total,84,6300.0
2869,CRMEMBAG,Total,85,6300.0
2870,CRMEMBAG,Total,86,3780.0
2871,CRMEMBAG,Total,87,3780.0
2872,CRMEMBAG,Total,88,3780.0
2873,CRMEMBAG,Total,89,6300.0
2874,CRMEMBAG,Total,90,6300.0
2875,CRMEMBAG,Total,91,6300.0
2876,CRMEMBAG,Total,92,6300.0
2877,CRMEMBAG,Total,93,6300.0
2878,CRMEMBAG,Total,94,3780.0
2879,CRMEMBAG,Total,95,6300.0
2880,CRMEMBAG,Total,96,6300.0
2881,CRMEMBAG,Total,97,6300.0
2882,CRMEMBAG,Total,98,5040.0
2883,CRMEMBAG,Total,99,6300.0
2884,CRMEMBAG,Total,100,6300.0
2885,CRMEMBAG,Total,101,6300.0
2886,CRMEMBAG,Total,102,5040.0
2887,CRMEMBAG,Total,103,5040.0
2888,CRMEMBAG,Total,104,6300.0
2889,CRMEMBAG,Total,105,3780.0
2890,CRMEMBAG,Total,106,0.0
2891,CRMTRIDS,Total,48,4410.0
2892,CRMTRIDS,Total,49,4410.0
2893,CRMTRIDS,Total,50,3527.999999999999
2894,CRMTRIDS,Total,51,3527.999999999999
2895,CRMTRIDS,Total,52,4410.0
2896,CRMTRIDS,Total,53,2646.0
2897,CRMTRIDS,Total,54,0.0
2898,CRMTRIDS,Total,55,3527.999999999999
2899,CRMTRIDS,Total,56,4410.0
2900,CRMTRIDS,Total,57,2646.0
2901,CRMTRIDS,Total,58,4410.0
2902,CRMTRIDS,Total,59,4410.0
2903,CRMTRIDS,Total,60,4410.0
2904,CRMTRIDS,Total,61,4410.0
2905,CRMTRIDS,Total,62,4410.0
2906,CRMTRIDS,Total,63,2646.0
2907,CRMTRIDS,Total,64,4410.0
2908,CRMTRIDS,Total,65,4410.0
2909,CRMTRIDS,Total,66,4410.0
2910,CRMTRIDS,Total,67,4410.0
2911,CRMTRIDS,Total,68,4410.0
2912,CRMTRIDS,Total,69,3527.999999999999
2913,CRMTRIDS,Total,70,3527.999999999999
2914,CRMTRIDS,Total,71,4410.0
2915,CRMTRIDS,Total,72,4410.0
2916,CRMTRIDS,Total,73,4410.0
2917,CRMTRIDS,Total,74,4410.0
2918,CRMTRIDS,Total,75,4410.0
2919,CRMTRIDS,Total,76,4410.0
2920,CRMTRIDS,Total,77,4410.0
2921,CRMTRIDS,Total,78,4410.0
2922,CRMTRIDS,Total,79,4410.0
2923,CRMTRIDS,Total,80,4410.0
2924,CRMTRIDS,Total,81,4410.0
2925,CRMTRIDS,Total,82,4410.0
2926,CRMTRIDS,Total,83,4410.0
2927,CRMTRIDS,Total,84,4410.0
2928,CRMTRIDS,Total,85,4410.0
2929,CRMTRIDS,Total,86,2646.0
2930,CRMTRIDS,Total,87,2646.0
2931,CRMTRIDS,Total,88,2646.0
2932,CRMTRIDS,Total,89,4410.0
2933,CRMTRIDS,Total,90,4410.0
2934,CRMTRIDS,Total,91,4410.0
2935,CRMTRIDS,Total,92,4410.0
2936,CRMTRIDS,Total,93,4410.0
2937,CRMTRIDS,Total,94,2646.0
2938,CRMTRIDS,Total,95,4410.0
2939,CRMTRIDS,Total,96,4410.0
2940,CRMTRIDS,Total,97,4410.0
2941,CRMTRIDS,Total,98,3527.999999999999
2942,CRMTRIDS,Total,99,4410.0
2943,CRMTRIDS,Total,100,4410.0
2944,CRMTRIDS,Total,101,4410.0
2945,CRMTRIDS,Total,102,3527.999999999999
2946,CRMTRIDS,Total,103,3527.999999999999
2947,CRMTRIDS,Total,104,4410.0
2948,CRMTRIDS,Total,105,2646.0
2949,CRMTRIDS,Total,106,0.0
2950,CRMTRIEC,Total,48,4410.0
2951,CRMTRIEC,Total,49,4410.0
2952,CRMTRIEC,Total,50,3527.999999999999
2953,CRMTRIEC,Total,51,3527.999999999999
2954,CRMTRIEC,Total,52,4410.0
2955,CRMTRIEC,Total,53,2646.0
2956,CRMTRIEC,Total,54,0.0
2957,CRMTRIEC,Total,55,3527.999999999999
2958,CRMTRIEC,Total,56,4410.0
2959,CRMTRIEC,Total,57,2646.0
2960,CRMTRIEC,Total,58,4410.0
2961,CRMTRIEC,Total,59,4410.0
2962,CRMTRIEC,Total,60,4410.0
2963,CRMTRIEC,Total,61,4410.0
2964,CRMTRIEC,Total,62,4410.0
2965,CRMTRIEC,Total,63,2646.0
2966,CRMTRIEC,Total,64,4410.0
2967,CRMTRIEC,Total,65,4410.0
2968,CRMTRIEC,Total,66,4410.0
2969,CRMTRIEC,Total,67,4410.0
2970,CRMTRIEC,Total,68,4410.0
2971,CRMTRIEC,Total,69,3527.999999999999
2972,CRMTRIEC,Total,70,3527.999999999999
2973,CRMTRIEC,Total,71,4410.0
2974,CRMTRIEC,Total,72,4410.0
2975,CRMTRIEC,Total,73,4410.0
2976,CRMTRIEC,Total,74,4410.0
2977,CRMTRIEC,Total,75,4410.0
2978,CRMTRIEC,Total,76,4410.0
2979,CRMTRIEC,Total,77,4410.0
2980,CRMTRIEC,Total,78,4410.0
2981,CRMTRIEC,Total,79,4410.0
2982,CRMTRIEC,Total,80,4410.0
2983,CRMTRIEC,Total,81,4410.0
2984,CRMTRIEC,Total,82,4410.0
2985,CRMTRIEC,Total,83,4410.0
2986,CRMTRIEC,Total,84,4410.0
2987,CRMTRIEC,Total,85,4410.0
2988,CRMTRIEC,Total,86,2646.0
2989,CRMTRIEC,Total,87,2646.0
2990,CRMTRIEC,Total,88,2646.0
2991,CRMTRIEC,Total,89,4410.0
2992,CRMTRIEC,Total,90,4410.0
2993,CRMTRIEC,Total,91,4410.0
2994,CRMTRIEC,Total,92,4410.0
2995,CRMTRIEC,Total,93,4410.0
2996,CRMTRIEC,Total,94,2646.0
2997,CRMTRIEC,Total,95,4410.0
2998,CRMTRIEC,Total,96,4410.0
2999,CRMTRIEC,Total,97,4410.0
3000,CRMTRIEC,Total,98,3527.999999999999
3001,CRMTRIEC,Total,99,4410.0
3002,CRMTRIEC,Total,100,4410.0
3003,CRMTRIEC,Total,101,4410.0
3004,CRMTRIEC,Total,102,3527.999999999999
3005,CRMTRIEC,Total,103,3527.999999999999
3006,CRMTRIEC,Total,104,4410.0
3007,CRMTRIEC,Total,105,2646.0
3008,CRMTRIEC,Total,106,0.0
3009,CRMESTUFA,Total,48,1260.0
3010,CRMESTUFA,Total,49,1260.0
3011,CRMESTUFA,Total,50,1008.0
3012,CRMESTUFA,Total,51,1008.0
3013,CRMESTUFA,Total,52,1260.0
3014,CRMESTUFA,Total,53,755.9999999999999
3015,CRMESTUFA,Total,54,0.0
3016,CCSPRESG,Total,48,1533.0
3017,CCSPRESG,Total,49,1533.0
3018,CCSPRESG,Total,50,1226.3999999999999
3019,CCSPRESG,Total,51,1533.0
3020,CCSPRESG,Total,52,1533.0
3021,CCSPRESG,Total,53,1533.0
3022,CCSPRESG,Total,54,1226.3999999999999
3023,CCSSECME,Total,48,5256.0
3024,CCSSECME,Total,49,5256.0
3025,CCSSECME,Total,50,4204.800000000001
3026,CCSSECME,Total,51,5256.0
3027,CCSSECME,Total,52,5256.0
3028,CCSSECME,Total,53,5256.0
3029,CCSSECME,Total,54,4204.800000000001
3030,CCSMTMME,Total,48,3066.0
3031,CCSMTMME,Total,49,3066.0
3032,CCSMTMME,Total,50,2452.7999999999997
3033,CCSMTMME,Total,51,3066.0
3034,CCSMTMME,Total,52,3066.0
3035,CCSMTMME,Total,53,3066.0
3036,CCSMTMME,Total,54,2452.7999999999997
3037,CCSEMBME,Total,48,3060.0
3038,CCSEMBME,Total,49,3060.0
3039,CCSEMBME,Total,50,2448.0
3040,CCSEMBME,Total,51,3060.0
3041,CCSEMBME,Total,52,3060.0
3042,CCSEMBME,Total,53,3060.0
3043,CCSEMBME,Total,54,2448.0
3044,CCSEMBME,PL,48,1533.0
3045,CCSEMBME,PL,49,1533.0
3046,CCSEMBME,PL,50,1226.3999999999999
3047,CCSEMBME,PL,51,1533.0
3048,CCSEMBME,PL,52,1533.0
3049,CCSEMBME,PL,53,1533.0
3050,CCSEMBME,PL,54,1226.3999999999999
3051,CCSMTAME,Total,48,3723.0
3052,CCSMTAME,Total,49,3723.0
3053,CCSMTAME,Total,50,2978.4
3054,CCSMTAME,Total,51,3723.0
3055,CCSMTAME,Total,52,3723.0
3056,CCSMTAME,Total,53,3723.0
3057,CCSMTAME,Total,54,2978.4
3058,CCSLIXPL,Total,48,1314.0
3059,CCSLIXPL,Total,49,1314.0
3060,CCSLIXPL,Total,50,1051.2
3061,CCSLIXPL,Total,51,1314.0
3062,CCSLIXPL,Total,52,1314.0
3063,CCSLIXPL,Total,53,1314.0
3064,CCSLIXPL,Total,54,1051.2
3065,CCSCMEAC,Total,48,3066.0
3066,CCSCMEAC,Total,49,3066.0
3067,CCSCMEAC,Total,50,2452.7999999999997
3068,CCSCMEAC,Total,51,3066.0
3069,CCSCMEAC,Total,52,3066.0
3070,CCSCMEAC,Total,53,3066.0
3071,CCSCMEAC,Total,54,2452.7999999999997
3072,CCSHOTAC,Total,48,3591.5999999999995
3073,CCSHOTAC,Total,49,3591.5999999999995
3074,CCSHOTAC,Total,50,2873.2799999999997
3075,CCSHOTAC,Total,51,3591.5999999999995
3076,CCSHOTAC,Total,52,3591.5999999999995
3077,CCSHOTAC,Total,53,3591.5999999999995
3078,CCSHOTAC,Total,54,2873.2799999999997
3079,CCSLXRAC,Total,48,1073.1
3080,CCSLXRAC,Total,49,1073.1
3081,CCSLXRAC,Total,50,858.4799999999999
3082,CCSLXRAC,Total,51,1073.1
3083,CCSLXRAC,Total,52,1073.1
3084,CCSLXRAC,Total,53,1073.1
3085,CCSLXRAC,Total,54,858.4799999999999
3086,CCSPINAC,Total,48,1314.0
3087,CCSPINAC,Total,49,1314.0
3088,CCSPINAC,Total,50,1051.2
3089,CCSPINAC,Total,51,1314.0
3090,CCSPINAC,Total,52,1314.0
3091,CCSPINAC,Total,53,1314.0
3092,CCSPINAC,Total,54,1051.2
3093,CCSREBAC,Total,48,3066.0
3094,CCSREBAC,Total,49,3066.0
3095,CCSREBAC,Total,50,2452.7999999999997
3096,CCSREBAC,Total,51,3066.0
3097,CCSREBAC,Total,52,3066.0
3098,CCSREBAC,Total,53,3066.0
3099,CCSREBAC,Total,54,2452.7999999999997
3100,CCSEBAAC,Total,48,1795.7999999999997
3101,CCSEBAAC,Total,49,1795.7999999999997
3102,CCSEBAAC,Total,50,1436.6399999999999
3103,CCSEBAAC,Total,51,1795.7999999999997
3104,CCSEBAAC,Total,52,1795.7999999999997
3105,CCSEBAAC,Total,53,1795.7999999999997
3106,CCSEBAAC,Total,54,1436.6399999999999
3107,CCSMOLDA,Total,48,3942.0
3108,CCSMOLDA,Total,49,3942.0
3109,CCSMOLDA,Total,50,3153.6
3110,CCSMOLDA,Total,51,3942.0
3111,CCSMOLDA,Total,52,3942.0
3112,CCSMOLDA,Total,53,3942.0
3113,CCSMOLDA,Total,54,3153.6
3114,CCSBALMQ,Total,48,1533.0
3115,CCSBALMQ,Total,49,1533.0
3116,CCSBALMQ,Total,50,1226.3999999999999
3117,CCSBALMQ,Total,51,1533.0
3118,CCSBALMQ,Total,52,1533.0
3119,CCSBALMQ,Total,53,1533.0
3120,CCSBALMQ,Total,54,1226.3999999999999
3121,CCSPARAF,Total,48,1533.0
3122,CCSPARAF,Total,49,1533.0
3123,CCSPARAF,Total,50,1226.3999999999999
3124,CCSPARAF,Total,51,1533.0
3125,CCSPARAF,Total,52,1533.0
3126,CCSPARAF,Total,53,1533.0
3127,CCSPARAF,Total,54,1226.3999999999999
3128,CCSEBMTR,Total,48,3504.0
3129,CCSEBMTR,Total,49,3504.0
3130,CCSEBMTR,Total,50,2803.2
3131,CCSEBMTR,Total,51,3504.0
3132,CCSEBMTR,Total,52,3504.0
3133,CCSEBMTR,Total,53,3504.0
3134,CCSEBMTR,Total,54,2803.2
3135,CCSTRIVM,Total,48,3066.0
3136,CCSTRIVM,Total,49,3066.0
3137,CCSTRIVM,Total,50,2452.7999999999997
3138,CCSTRIVM,Total,51,3066.0
3139,CCSTRIVM,Total,52,3066.0
3140,CCSTRIVM,Total,53,3066.0
3141,CCSTRIVM,Total,54,2452.7999999999997
3142,CCSTRIVA,Total,48,1533.0
3143,CCSTRIVA,Total,49,1533.0
3144,CCSTRIVA,Total,50,1226.3999999999999
3145,CCSTRIVA,Total,51,1533.0
3146,CCSTRIVA,Total,52,1533.0
3147,CCSTRIVA,Total,53,1533.0
3148,CCSTRIVA,Total,54,1226.3999999999999
3149,CCSDIVMQ,Total,48,3066.0
3150,CCSDIVMQ,Total,49,3066.0
3151,CCSDIVMQ,Total,50,2452.7999999999997
3152,CCSDIVMQ,Total,51,3066.0
3153,CCSDIVMQ,Total,52,3066.0
3154,CCSDIVMQ,Total,53,3066.0
3155,CCSDIVMQ,Total,54,2452.7999999999997
3156,CCSCNCMQ,Total,48,3504.0
3157,CCSCNCMQ,Total,49,3504.0
3158,CCSCNCMQ,Total,50,2803.2
3159,CCSCNCMQ,Total,51,3504.0
3160,CCSCNCMQ,Total,52,3504.0
3161,CCSCNCMQ,Total,53,3504.0
3162,CCSCNCMQ,Total,54,2803.2
3163,CCSENRAC,Total,48,3942.0
3164,CCSENRAC,Total,49,3942.0
3165,CCSENRAC,Total,50,3153.6
3166,CCSENRAC,Total,51,3942.0
3167,CCSENRAC,Total,52,3942.0
3168,CCSENRAC,Total,53,3942.0
3169,CCSENRAC,Total,54,3153.6
3170,CCSJATAG,Total,48,1795.7999999999997
3171,CCSJATAG,Total,49,1795.7999999999997
3172,CCSJATAG,Total,50,1436.6399999999999
3173,CCSJATAG,Total,51,1795.7999999999997
3174,CCSJATAG,Total,52,1795.7999999999997
3175,CCSJATAG,Total,53,1795.7999999999997
3176,CCSJATAG,Total,54,1436.6399999999999
3177,CCSVULJT,Total,48,1642.5
3178,CCSVULJT,Total,49,1642.5
3179,CCSVULJT,Total,50,1314.0
3180,CCSVULJT,Total,51,1642.5
3181,CCSVULJT,Total,52,1642.5
3182,CCSVULJT,Total,53,1642.5
3183,CCSVULJT,Total,54,1314.0
3184,CCSBALJT,Total,48,3066.0
3185,CCSBALJT,Total,49,3066.0
3186,CCSBALJT,Total,50,2452.7999999999997
3187,CCSBALJT,Total,51,3066.0
3188,CCSBALJT,Total,52,3066.0
3189,CCSBALJT,Total,53,3066.0
3190,CCSBALJT,Total,54,2452.7999999999997
3191,CCSBALJT,Outros,48,3066.0
3192,CCSBALJT,Outros,49,3066.0
3193,CCSBALJT,Outros,50,2452.7999999999997
3194,CCSBALJT,Outros,51,3066.0
3195,CCSBALJT,Outros,52,3066.0
3196,CCSBALJT,Outros,53,3066.0
3197,CCSBALJT,Outros,54,2452.7999999999997
3198,CCSDIVJT,Total,48,1533.0
3199,CCSDIVJT,Total,49,1533.0
3200,CCSDIVJT,Total,50,1226.3999999999999
3201,CCSDIVJT,Total,51,1533.0
3202,CCSDIVJT,Total,52,1533.0
3203,CCSDIVJT,Total,53,1533.0
3204,CCSDIVJT,Total,54,1226.3999999999999
3205,CCSPRECO,Total,48,1752.0
3206,CCSPRECO,Total,49,1752.0
3207,CCSPRECO,Total,50,1401.6
3208,CCSPRECO,Total,51,1752.0
3209,CCSPRECO,Total,52,1752.0
3210,CCSPRECO,Total,53,1752.0
3211,CCSPRECO,Total,54,1401.6
3212,CCSEBKDV,Total,48,3285.0
3213,CCSEBKDV,Total,49,3285.0
3214,CCSEBKDV,Total,50,2628.0
3215,CCSEBKDV,Total,51,3285.0
3216,CCSEBKDV,Total,52,3285.0
3217,CCSEBKDV,Total,53,3285.0
3218,CCSEBKDV,Total,54,2628.0
3219,CCSEMBJT,Total,48,1533.0
3220,CCSEMBJT,Total,49,1533.0
3221,CCSEMBJT,Total,50,1226.3999999999999
3222,CCSEMBJT,Total,51,1533.0
3223,CCSEMBJT,Total,52,1533.0
3224,CCSEMBJT,Total,53,1533.0
