Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Data de criação da ov,Sold to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção,Unnamed: 24
CCS,LIB,ZCEA,3826000009,40,11/06/2021,Ocasional3,LOGISTICA,1600082022,09/07/2021,09/07/2021,14/07/2021,202128,72001726,MB CC 8003 500X400 104 04,3000,72001180,MB CC 8003 500X400 104,3000,CCS-EMBALAGEM ACABAMENTOS,CCSEBAAC,6,PT,0,
CCS,LIB,ZCEA,3826000008,80,26/05/2021,Ocasional3,LOGISTICA,1600082021,09/07/2021,09/07/2021,14/07/2021,202128,72001726,MB CC 8003 500X400 104 04,1000,72001180,MB CC 8003 500X400 104,1000,CCS-EMBALAGEM ACABAMENTOS,CCSEBAAC,2,PT,0,
CRM - Transformaçã,ABER,ZRRL,3826000006,10,,,,1600073636,16/07/2021,17/07/2021,,0,70006584,"RL CR 711G/PAL 1040X1,5 NE",792,70000933,CL CR 711G 1067X635 NE,5.841,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,4.283,,0,
CRM - Transformaçã,ABER,ZRRL,3826000006,20,,,,1600073638,16/07/2021,17/07/2021,,0,70006584,"RL CR 711G/PAL 1040X1,5 NE",704,70000933,CL CR 711G 1067X635 NE,5.192,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,3.808,,0,
CRM - Transformaçã,ABER,ZRER,3826000006,10,21/01/2021,UNIVERSAL GASKETS,DMEDEIROS,1600073635,16/07/2021,17/07/2021,14/07/2021,202128,70003130,"RL CR 711G/PAL 1040X1,5-44M 01",18,70006584,"RL CR 711G/PAL 1040X1,5 NE",792,CRM-MEI,CRMRLMEI,3.405,IN,0,
CRM - Transformaçã,ABER,ZRER,3826000006,20,21/01/2021,UNIVERSAL GASKETS,DMEDEIROS,1600073637,16/07/2021,17/07/2021,14/07/2021,202129,70003130,"RL CR 711G/PAL 1040X1,5-44M 01",16,70006584,"RL CR 711G/PAL 1040X1,5 NE",704,CRM-MEI,CRMRLMEI,3.027,IN,0,
CRM - Transformaçã,,KD,3826000005,10,,,,383996641,06/09/2021,07/09/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1440,70015573,"RL CI 5700/T01 1000X30,0 NE",720,CRM-DIVISORA,CRMDIV01,26.182,,0,
CRM - Transformaçã,,KD,3826000005,10,,,,383997008,06/09/2021,07/09/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0,
CRM - Transformaçã,,KD,3826000005,20,,,,383996642,13/09/2021,14/09/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1440,70015573,"RL CI 5700/T01 1000X30,0 NE",720,CRM-DIVISORA,CRMDIV01,26.182,,0,
CRM - Transformaçã,,KD,3826000005,20,,,,383997009,13/09/2021,14/09/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0,
CRM - Transformaçã,,KD,3826000005,30,,,,383996643,13/09/2021,14/09/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1440,70015573,"RL CI 5700/T01 1000X30,0 NE",720,CRM-DIVISORA,CRMDIV01,26.182,,0,
CRM - Transformaçã,,KD,3826000005,30,,,,383997010,13/09/2021,14/09/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0,
CRM - Transformaçã,,KD,3826000005,40,,,,383996644,27/09/2021,28/09/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1440,70015573,"RL CI 5700/T01 1000X30,0 NE",720,CRM-DIVISORA,CRMDIV01,26.182,,0,
CRM - Transformaçã,,KD,3826000005,40,,,,383997011,27/09/2021,28/09/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0,
CRM - Transformaçã,,KD,3826000005,50,,,,383996645,03/08/2021,04/08/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,1440,70015573,"RL CI 5700/T01 1000X30,0 NE",720,CRM-DIVISORA,CRMDIV01,26.182,,0,
CRM - Transformaçã,,KD,3826000005,50,,,,383997012,03/08/2021,04/08/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",720,70001946,CL CI 5700 1067X990 NE,38.772,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,26.182,,0,
CRM - Transformaçã,,KD,3826000005,60,,,,383996646,21/07/2021,21/07/2021,,0,70015574,RL CI 5700/T01 1000X20/10 NE,800,70015573,"RL CI 5700/T01 1000X30,0 NE",400,CRM-DIVISORA,CRMDIV01,14.545,,0,
CRM - Transformaçã,ABER,ZRRL,3826000005,60,,,,1600087509,21/07/2021,22/07/2021,,0,70015573,"RL CI 5700/T01 1000X30,0 NE",400,70001946,CL CI 5700 1067X990 NE,21.54,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,14.546,,0,
CRM - Transformaçã,ABER,ZRER,3826000005,10,16/11/2020,PANDROL NV,COALMEIDA,1600031585,07/09/2021,10/09/2021,14/07/2021,202137,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144,70015574,RL CI 5700/T01 1000X20/10 NE,1440,CRM-MEI,CRMRLMEI,51.429,BE,0,
CRM - Transformaçã,ABER,ZRER,3826000005,20,16/11/2020,PANDROL NV,COALMEIDA,1600031584,14/09/2021,17/09/2021,14/07/2021,202138,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144,70015574,RL CI 5700/T01 1000X20/10 NE,1440,CRM-MEI,CRMRLMEI,51.429,BE,0,
CRM - Transformaçã,ABER,ZRER,3826000005,30,16/11/2020,PANDROL NV,COALMEIDA,1600031586,14/09/2021,17/09/2021,14/07/2021,202138,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144,70015574,RL CI 5700/T01 1000X20/10 NE,1440,CRM-MEI,CRMRLMEI,51.429,BE,0,
CRM - Transformaçã,ABER,ZRER,3826000005,40,16/11/2020,PANDROL NV,COALMEIDA,1600031587,28/09/2021,01/10/2021,14/07/2021,202141,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144,70015574,RL CI 5700/T01 1000X20/10 NE,1440,CRM-MEI,CRMRLMEI,51.429,BE,0,
CRM - Transformaçã,ABER,ZRER,3826000005,50,16/11/2020,PANDROL NV,COALMEIDA,1600031588,04/08/2021,07/08/2021,14/07/2021,202133,70007763,RL CI 5700/2TI 1000X20/10-10M PA,144,70015574,RL CI 5700/T01 1000X20/10 NE,1440,CRM-MEI,CRMRLMEI,51.429,BE,0,
CRM - Transformaçã,ABER,ZRER,3826000005,60,16/11/2020,PANDROL NV,COALMEIDA,1600031589,21/07/2021,23/07/2021,14/07/2021,202130,70007763,RL CI 5700/2TI 1000X20/10-10M PA,80,70015574,RL CI 5700/T01 1000X20/10 NE,800,CRM-MEI,CRMRLMEI,28.571,BE,0,
CCS,ABER,ZCEQ,3826000001,10,26/06/2020,Ocasional3,LOGISTICA,1600082584,10/09/2021,10/09/2021,14/07/2021,202137,72000460,ES CC MOLDADO BOTE VELA 00 MATERIA,40,72000119,ES CC MOLDADO BOTE VELA MATERIA,40,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.667,PT,0,
CCS,LIB,ZCEQ,3826000001,20,26/06/2020,Ocasional3,LOGISTICA,1600057536,23/07/2021,23/07/2021,14/07/2021,202130,72000443,ES CC MOLDADO BOTE IATE 00 MATERIA,40,72000118,ES CC MOLDADO BOTE IATE MATERIA,40,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.667,PT,0,
CCS,ABER,ZCEQ,3826000001,30,26/06/2020,Ocasional3,LOGISTICA,1600075883,23/07/2021,23/07/2021,14/07/2021,202130,72000824,ES CC  SENTA W00 CA MATERIA,10,72000094,ES CC  SENTA W00 MATERIA,10,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,0.4,PT,0,
CCS,LIB,ZCEQ,3826000001,40,26/06/2020,Ocasional3,LOGISTICA,1600057537,23/07/2021,23/07/2021,14/07/2021,202130,72000618,ES CC TIPSY MA MATERIA,60,72000102,ES CC  TIPSY 000 MATERIA,60,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1,PT,0,
CCS,ABER,ZCEQ,3826000001,60,26/06/2020,Ocasional3,LOGISTICA,1600082585,10/09/2021,10/09/2021,14/07/2021,202137,72000426,ES CC MOLDADO TORNO 1 D=141 00 MATERIA,24,72000114,ES CC MOLDADO TAÇA/TORNO,24,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.6,PT,0,
CCS,ABER,ZCEQ,3826000001,60,26/06/2020,Ocasional3,LOGISTICA,1600082585,10/09/2021,10/09/2021,14/07/2021,202137,72000426,ES CC MOLDADO TORNO 1 D=141 00 MATERIA,24,72000115,ES CC MOLDADO TORNO,24,CCS-EMBALAGEM MANUAL TRIVETS,CCSEBMTR,1.6,PT,0,
CNM - Transformaçã,,KD,3823000656,10,,,,383996518,10/08/2021,10/08/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",456,70002818,CL CC 8244 1220X1100 NE,46.056,CNM-LAMINAGEM VSM,CNMVSMRL,11.254,,0,
CNM - Transformaçã,,KD,3823000656,10,06/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383996343,10/08/2021,10/08/2021,18/08/2021,0,70004340,"RL CC 8244/000 1220X5,8-15,25M 01",456,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",456,CNM-EMBALAGEM VSM,CNMVSMEB,11.254,US,0,
CRM - Transformaçã,ABER,ZRRL,3823000655,20,,,,1600087318,17/09/2021,18/09/2021,,0,70006426,"RL CR N710/PAL 1027X1,57 NE",229,70000934,CL CR N710 1067X635 NE,1.7,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,1.273,,0,
CRM - Transformaçã,ABER,ZRRL,3823000655,40,,,,1600087384,17/09/2021,18/09/2021,,0,70006423,"RL CR D205/000 1027X1,6 NE",687,70001025,CL CR D205 1067X635 NE,4.993,CRM-LAMINADORA ROLOS BORRACHA,CRMLAMRL,3.819,,0,
CNM - Transformaçã,ABER,ZNVS,3823000655,140,,,,1600087555,10/09/2021,11/09/2021,,0,70008733,"RL CC 8245/000 1250X5,2-27,4M NE",50,70002823,CL CC 8245 1270X1100 NE,8.664,CNM-LAMINAGEM VSM,CNMVSMRL,1.988,,0,
CCS,,KD,3823000655,230,,,,383999702,16/07/2021,16/07/2021,,0,71001245,"JT CI 5351/000 27-Z 2,4 NE",4000,71000436,"FQ CI 5351/000 27-Z 2,4 NE",2000,CCS-CUNHAGEM JUNTAS,CCSBALJT,2.02,,0,
CRM - Transformaçã,,KD,3823000655,230,,,,383999854,16/07/2021,16/07/2021,,0,71000436,"FQ CI 5351/000 27-Z 2,4 NE",2000,71000081,QD CI 5351/OCL 27-Z 164 NE,30,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,5.97,,0,
CRM - Transformaçã,,KD,3823000655,230,,,,384000016,16/07/2021,16/07/2021,,0,71000081,QD CI 5351/OCL 27-Z 164 NE,30,71000917,QD CI 5351/000 27-Z 164 NE,30,CRM-COLAR QUADROS,CRMCOLQD,0.938,,0,
CRM - Transformaçã,,KD,3823000655,230,,,,384000155,16/07/2021,16/07/2021,,0,71000917,QD CI 5351/000 27-Z 164 NE,30,70000956,BL CI 5351/000 950X650X200 NE,8.731,CRM-SERRA 05,CRMSER05,2.752,,0,
CCS,,KD,3823000655,240,,,,383999701,16/07/2021,16/07/2021,,0,71001244,"JT CI 5351/000 21-Z 2,4 NE",2000,71000424,"FQ CI 5351/000 21-Z 2,4 NE",1000,CCS-CUNHAGEM JUNTAS,CCSBALJT,0.966,,0,
CRM - Transformaçã,,KD,3823000655,240,,,,383999853,16/07/2021,16/07/2021,,0,71000424,"FQ CI 5351/000 21-Z 2,4 NE",1000,71000075,QD CI 5351/OCL 21-Z 164 NE,13,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.5,,0,
CRM - Transformaçã,,KD,3823000655,240,,,,384000013,16/07/2021,16/07/2021,,0,71000075,QD CI 5351/OCL 21-Z 164 NE,13,71000916,QD CI 5351/000 21-Z 164 NE,13,CRM-COLAR QUADROS,CRMCOLQD,0.382,,0,
CRM - Transformaçã,,KD,3823000655,240,,,,384000153,16/07/2021,16/07/2021,,0,71000916,QD CI 5351/000 21-Z 164 NE,13,70000956,BL CI 5351/000 950X650X200 NE,3.341,CRM-SERRA 05,CRMSER05,1.135,,0,
CCS,,KD,3823000655,250,,,,383999703,16/07/2021,16/07/2021,,0,71001266,"JT CR GT46/PUK 89-Z 1,6 NE",2000,71000544,"FQ CR GT46/PUK 89-Z 1,6 NE",1000,CCS-CUNHAGEM JUNTAS,CCSBALJT,1.143,,0,
CRM - Transformaçã,,KD,3823000655,250,,,,383999855,16/07/2021,16/07/2021,,0,71000544,"FQ CR GT46/PUK 89-Z 1,6 NE",1000,71000098,QD CR GT46/OCL 89-Z 150 NE,12,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.632,,0,
CRM - Transformaçã,,KD,3823000655,250,,,,384000018,16/07/2021,16/07/2021,,0,71000098,QD CR GT46/OCL 89-Z 150 NE,12,71000808,QD CR GT46/000 89-Z 150 NE,12,CRM-COLAR QUADROS,CRMCOLQD,0.324,,0,
CRM - Transformaçã,,KD,3823000655,250,,,,384000149,16/07/2021,16/07/2021,,0,71000808,QD CR GT46/000 89-Z 150 NE,12,70000766,BL CR GT46/000 1270X660X152 NE,3.204,CRM-SERRA 05,CRMSER05,1.033,,0,
CCS,,KD,3823000655,260,,,,383999700,16/07/2021,16/07/2021,,0,71001242,"JT CI 5351/000 18-Z 2,4 NE",2000,71000423,"FQ CI 5351/000 18-Z 2,4 NE",1000,CCS-CUNHAGEM JUNTAS,CCSBALJT,0.94,,0,
CRM - Transformaçã,,KD,3823000655,260,,,,383999852,16/07/2021,16/07/2021,,0,71000423,"FQ CI 5351/000 18-Z 2,4 NE",1000,71000073,QD CI 5351/OCL 18-Z 164 NE,14,CRM-LAMINADORA PLACAS BORRACHA,CRMLAMPL,2.421,,0,
CRM - Transformaçã,,KD,3823000655,260,,,,384000012,16/07/2021,16/07/2021,,0,71000073,QD CI 5351/OCL 18-Z 164 NE,14,71000914,QD CI 5351/000 18-Z 164 NE,14,CRM-COLAR QUADROS,CRMCOLQD,0.304,,0,
CRM - Transformaçã,,KD,3823000655,260,,,,384000152,16/07/2021,16/07/2021,,0,71000914,QD CI 5351/000 18-Z 164 NE,14,70000956,BL CI 5351/000 950X650X200 NE,3.165,CRM-SERRA 05,CRMSER05,0.949,,0,
CRM - Transformaçã,ABER,ZREI,3823000655,10,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087316,23/07/2021,24/07/2021,23/07/2021,202130,70001049,BL CR SP74/000 915X915X152 00,24,70000767,BL CR SP74/000 915X915X152 NE,24,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.4,US,0,
CRM - Transformaçã,ABER,ZRER,3823000655,20,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087317,17/09/2021,18/09/2021,23/07/2021,202138,70001072,"RL CR N710/PAL 1027X1,57-229M 00",1,70006426,"RL CR N710/PAL 1027X1,57 NE",229,CRM-MEI,CRMRLMEI,1.043,US,0,
CRM - Transformaçã,ABER,ZREI,3823000655,30,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087319,30/07/2021,31/07/2021,23/07/2021,202131,70001124,BL CR HC60/000 915X915X152 00,80,70000769,BL CR HC60/000 915X915X152 NE,80,CRM-EMBALAGEM INTEIROS,CRMEMBIN,1.333,US,0,
CRM - Transformaçã,ABER,ZRER,3823000655,40,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087383,17/09/2021,18/09/2021,23/07/2021,202138,70001136,"RL CR D205/000 1027X1,6-229M 00",3,70006423,"RL CR D205/000 1027X1,6 NE",687,CRM-MEI,CRMRLMEI,3.128,US,0,
CRM - Transformaçã,ABER,ZREI,3823000655,50,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087347,16/07/2021,17/07/2021,23/07/2021,202129,70001168,BL CR H70L/000 915X915X152 00,6,70000761,BL CR H70L/000 915X915X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Aglomeração,ABER,ZREI,3823000655,60,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087348,23/07/2021,24/07/2021,23/07/2021,202130,70001170,BL CR D205/000 915X915X152 00,6,70000790,BL CR D205/000 915X915X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,ABER,ZREI,3823000655,70,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087349,23/07/2021,24/07/2021,23/07/2021,202130,70001224,BL CR 1521/000 1270X660X152 00,36,70000850,BL CR 1521/000 1270X660X152 NE,36,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.6,US,0,
CRM - Transformaçã,ABER,ZREI,3823000655,80,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087350,23/07/2021,24/07/2021,23/07/2021,202130,70001225,BL CR 1521/000 915X915X152 00,24,70000849,BL CR 1521/000 915X915X152 NE,24,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.4,US,0,
CRM - Transformaçã,ABER,ZREI,3823000655,90,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087351,30/07/2021,31/07/2021,23/07/2021,202131,70001274,"BL CR D113/000 915X915X51,0 00",12,70000797,"BL CR D113/000 915X915X51,0 NE",12,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.06,US,0,
CRM - Aglomeração,ABER,ZREI,3823000655,100,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087352,15/07/2021,16/07/2021,23/07/2021,202129,70001318,BL CI 5351/000 950X650X200 00,6,70000956,BL CI 5351/000 950X650X200 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,ABER,ZREI,3823000655,110,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087385,10/09/2021,11/09/2021,23/07/2021,202137,70001319,CL CR 1521 1092X762 00,1,70000915,CL CR 1521 1092X762 NE,1,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.37,US,0,
CRM - Aglomeração,ABER,ZREI,3823000655,120,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087353,16/07/2021,17/07/2021,23/07/2021,202129,70001475,BL CR H90L/000 1270X760X152 00,6,70000871,BL CR H90L/000 1270X760X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CRM - Transformaçã,,KD,3823000655,130,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383999890,16/07/2021,16/07/2021,23/07/2021,0,70001476,CL CR NC60 1067X635 00,5,70001013,CL CR NC60 1067X635 NE,5,CRM-EMBALAGEM INTEIROS,CRMEMBIN,1,US,0,
CNM - Transformaçã,ABER,ZNER,3823000655,140,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087554,10/09/2021,11/09/2021,23/07/2021,202137,70001615,"RL CC 8245/000 1250X5,2-27,4M 01",50,70008733,"RL CC 8245/000 1250X5,2-27,4M NE",50,CNM-EMBALAGEM VSM,CNMVSMEB,1.988,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000655,150,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087556,10/09/2021,11/09/2021,23/07/2021,202137,70001679,BL CC 8827/000 940X640X250 01,6,70001632,BL CC 8827/000 940X640X250 NE,6,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0.12,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000655,160,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087557,10/09/2021,11/09/2021,23/07/2021,202137,70001773,BL CC 8003/000 940X640X250 02,72,70001618,BL CC 8003/000 940X640X250 NE,72,CNM-EMBALAGEM INTEIROS,CNMEMBIN,1.44,US,0,
CNM - Transformaçã,ABER,ZNLE,3823000655,180,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087558,10/09/2021,11/09/2021,23/07/2021,202137,70003190,"RL CC 8245/000 1232X1,6-244M 01",4,70002823,CL CC 8245 1270X1100 NE,1.907,CNM-LAMINADORAS ROLOS,CNMLAMRL,3.478,US,0,
CRM - Aglomeração,ABER,ZREI,3823000655,190,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087386,17/09/2021,18/09/2021,23/07/2021,202138,70003650,CL CR SP50 1092X762 01,1,70003649,CL CR SP50 1092X762 NE,1,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.588,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000655,200,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087559,11/09/2021,11/09/2021,23/07/2021,202137,70003697,CL CC 8251 1270X1100 01,1,70002892,CL CC 8251 1270X1100 NE,1,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0,US,0,
CRM - Aglomeração,ABER,ZREI,3823000655,210,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087354,23/07/2021,24/07/2021,23/07/2021,202130,70011924,BL CR RU04/000 915X915X152 01,6,70000786,BL CR RU04/000 915X915X152 NE,6,CRM-EMBALAGEM INTEIROS,CRMEMBIN,0.1,US,0,
CNM - Transformaçã,ABER,ZNEI,3823000655,220,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087580,10/09/2021,11/09/2021,23/07/2021,202137,70016256,BL CI 5252/000 950X650X200 00,6,70001382,BL CI 5252/000 950X650X200 NE,6,CNM-EMBALAGEM INTEIROS,CNMEMBIN,0.06,US,0,
CCS,,KD,3823000655,230,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383999588,16/07/2021,16/07/2021,23/07/2021,0,71000156,"JT CI 5351/000 27-Z 2,4 00",4000,71001245,"JT CI 5351/000 27-Z 2,4 NE",4000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
CCS,,KD,3823000655,240,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383999589,16/07/2021,16/07/2021,23/07/2021,0,71000158,"JT CI 5351/000 21-Z 2,4 00",2000,71001244,"JT CI 5351/000 21-Z 2,4 NE",2000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
CCS,,KD,3823000655,250,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383999590,16/07/2021,16/07/2021,23/07/2021,0,71000161,"JT CR GT46/PUK 89-Z 1,6 00",2000,71001266,"JT CR GT46/PUK 89-Z 1,6 NE",2000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
CCS,,KD,3823000655,260,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383999591,16/07/2021,16/07/2021,23/07/2021,0,71000202,"JT CI 5351/000 18-Z 2,4 00",2000,71001242,"JT CI 5351/000 18-Z 2,4 NE",2000,CCS-EMBALAGEM JUNTAS,CCSEMBJT,0.001,US,0,
CCS,,KD,3823000655,270,02/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,383996693,16/07/2021,16/07/2021,23/07/2021,0,72000616,ES CC 8405 BL YOGA 230X120X75 01,28,70004082,"PL CC 8405/S21 950X650X75,0 NE",2,CCS-CNC,CCSCNCMQ,0.418,US,0,
CNM - Transformaçã,ABER,ZNMA,3823000654,10,,,,1600087552,16/07/2021,17/07/2021,,0,70006602,"RL CC 8210/000 1000X2,8-10M NE",48,70006599,"RL CC 8210/000 1000X2,8 NE",484.9,CNM-REBOBINADOR MR AUTO,CNMREBMA,0.6,,0,
CNM - Transformaçã,ABER,ZNMA,3823000654,10,,,,1600087553,16/07/2021,17/07/2021,,0,70006599,"RL CC 8210/000 1000X2,8 NE",484.9,70003128,CL CC 8210 1000X1100 NE,1.555,CNM-LAMINAGEM MR AUTO,CNMLAMMA,1.212,,0,
CNM - Transformaçã,ABER,ZNER,3823000654,10,02/07/2021,AMORIM CORK FLOORING S.A.,CBORGES,1600087551,16/07/2021,17/07/2021,30/07/2021,202130,70003219,"RL CC 8210/000 1000X2,8-10M IB",48,70006602,"RL CC 8210/000 1000X2,8-10M NE",48,CNM-EMBALAGEM MR AUTO,CNMEMBMA,0.6,PT,0,
CNM - Transformaçã,ABER,ZNPL,3823000651,10,,,,1600087547,07/10/2021,09/10/2021,,0,70006949,"PL CI 5404/PAK 915X610X10,0 NE",2520,70007153,BL CI 5404/ORT 915X610X200 NE,129.78,CNM-LAMINADORAS PLACAS,CNMLAMPL,22.909,,0,
CNM - Transformaçã,ABER,ZNPL,3823000651,20,,,,1600087549,07/10/2021,09/10/2021,,0,70007034,"PL CI 5404/PAK 915X610X5,0 NE",6160,70007153,BL CI 5404/ORT 915X610X200 NE,158.62,CNM-LAMINADORAS PLACAS,CNMLAMPL,24.64,,0,
CNM - Transformaçã,ABER,ZNEP,3823000651,10,01/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087548,08/10/2021,09/10/2021,14/07/2021,202141,70005742,"PL CI 5404/PAK 915X610X10,0 01",2520,70006949,"PL CI 5404/PAK 915X610X10,0 NE",2520,CNM-EMBALAGEM PLACAS,CNMEMBPL,16.8,US,0,
CNM - Transformaçã,ABER,ZNEP,3823000651,20,01/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087550,08/10/2021,09/10/2021,14/07/2021,202141,70005434,"PL CI 5404/PAK 915X610X5,0 01",6160,70007034,"PL CI 5404/PAK 915X610X5,0 NE",6160,CNM-EMBALAGEM PLACAS,CNMEMBPL,20.533,US,0,
CNM - Transformaçã,ABER,ZNPL,3823000650,10,,,,1600087244,30/09/2021,02/10/2021,,0,70006949,"PL CI 5404/PAK 915X610X10,0 NE",2660,70007153,BL CI 5404/ORT 915X610X200 NE,136.99,CNM-LAMINADORAS PLACAS,CNMLAMPL,24.182,,0,
CRM - Transformaçã,ABER,ZNPL,3823000650,20,,,,1600087246,30/09/2021,02/10/2021,,0,70007034,"PL CI 5404/PAK 915X610X5,0 NE",5880,70007153,BL CI 5404/ORT 915X610X200 NE,151.41,CNM-LAMINADORAS PLACAS,CNMLAMPL,23.52,,0,
CNM - Transformaçã,ABER,ZNEP,3823000650,10,01/07/2021,"AMORIM CORK COMPOSITES, INC",RFERNANDES,1600087245,01/10/2021,02/10/2021,14/07/2021,202140,70005742,"PL CI 5404/PAK 915X610X10,0 01",2660,70006949,"PL CI 5404/PAK 915X610X10,0 NE",2660,CNM-EMBALAGEM PLACAS,CNMEMBPL,17.733,US,0,
