Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Data de criação da ov,Sold to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção,Unnamed: 24
CRM - Aglomeração,,LA,,0,,,,384000526,30/09/2021,30/09/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",10843.29,43000034,MP P/ TRIT EVA AD 100-300 ORSOSANDLES MU,2342.16,CRM-TRIT.E.CIRCULAR,CRMTRIEC,18.072,,0,
CRM - Aglomeração,,LA,,0,,,,384000526,30/09/2021,30/09/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",10843.29,43000033,MP P/ TRIT EVA AD 100-300 NEWSTEP MULTIC,1756.62,CRM-TRIT.E.CIRCULAR,CRMTRIEC,18.072,,0,
CRM - Aglomeração,,LA,,0,,,,384000526,30/09/2021,30/09/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",10843.29,43000032,MP P/ TRIT EVA AD 100-300 PRIMACEL MULTI,1756.62,CRM-TRIT.E.CIRCULAR,CRMTRIEC,18.072,,0,
CRM - Aglomeração,,LA,,0,,,,384000527,08/10/2021,08/10/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",6251.11,43000033,MP P/ TRIT EVA AD 100-300 NEWSTEP MULTIC,1012.68,CRM-TRIT.E.CIRCULAR,CRMTRIEC,10.419,,0,
CRM - Aglomeração,,LA,,0,,,,384000527,08/10/2021,08/10/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",6251.11,43000035,MP P/ TRIT EVA AD 100-300 PROCALÇADO MUL,3375.6,CRM-TRIT.E.CIRCULAR,CRMTRIEC,10.419,,0,
CRM - Aglomeração,,LA,,0,,,,384000527,08/10/2021,08/10/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",6251.11,43000034,MP P/ TRIT EVA AD 100-300 ORSOSANDLES MU,1350.24,CRM-TRIT.E.CIRCULAR,CRMTRIEC,10.419,,0,
CRM - Aglomeração,,LA,,0,,,,384000527,08/10/2021,08/10/2021,,0,42000021,"REGRAN CI EVA 0,5/4 HD GR",6251.11,43000032,MP P/ TRIT EVA AD 100-300 PRIMACEL MULTI,1012.68,CRM-TRIT.E.CIRCULAR,CRMTRIEC,10.419,,0,
CRM - Aglomeração,,LA,,0,,,,384000592,10/09/2021,10/09/2021,,0,46000203,MF CR GT46 BL NE,26,41000313,"GRAN BD 0,5/1 58-62 SE GR",702,CRM-MISTURAÇÃO L1,CRMMISL1,3.218,,0,
CRM - Aglomeração,,LA,,0,,,,384000592,10/09/2021,10/09/2021,,0,46000203,MF CR GT46 BL NE,26,46000204,PG CR GT46 NE,78,CRM-MISTURAÇÃO L1,CRMMISL1,3.218,,0,
CRM - Aglomeração,,LA,,0,,,,384000593,01/10/2021,01/10/2021,,0,46000203,MF CR GT46 BL NE,18,46000204,PG CR GT46 NE,54,CRM-MISTURAÇÃO L1,CRMMISL1,2.228,,0,
CRM - Aglomeração,,LA,,0,,,,384000593,01/10/2021,01/10/2021,,0,46000203,MF CR GT46 BL NE,18,41000313,"GRAN BD 0,5/1 58-62 SE GR",486,CRM-MISTURAÇÃO L1,CRMMISL1,2.228,,0,
CNM - Aglomeração,,LA,,0,,,,384000615,06/08/2021,06/08/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,76.676,41000313,"GRAN BD 0,5/1 58-62 SE GR",2047.25,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,3.878,,0,
CNM - Aglomeração,,LA,,0,,,,384000615,06/08/2021,06/08/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,76.676,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",2300.28,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,3.878,,0,
CNM - Aglomeração,,LA,,0,,,,384000616,03/09/2021,03/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,219.717,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",6591.51,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.114,,0,
CNM - Aglomeração,,LA,,0,,,,384000616,03/09/2021,03/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,219.717,41000313,"GRAN BD 0,5/1 58-62 SE GR",5866.45,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.114,,0,
CNM - Aglomeração,,LA,,0,,,,384000617,09/09/2021,09/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,231,41000313,"GRAN BD 0,5/1 58-62 SE GR",6167.7,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.684,,0,
CNM - Aglomeração,,LA,,0,,,,384000617,09/09/2021,09/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,231,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",6930,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.684,,0,
CNM - Aglomeração,,LA,,0,,,,384000618,17/09/2021,17/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000618,17/09/2021,17/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000619,24/09/2021,24/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000619,24/09/2021,24/09/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000620,01/10/2021,01/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000620,01/10/2021,01/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000621,08/10/2021,08/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000621,08/10/2021,08/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000622,15/10/2021,15/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,143,41000313,"GRAN BD 0,5/1 58-62 SE GR",3818.1,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,7.233,,0,
CNM - Aglomeração,,LA,,0,,,,384000622,15/10/2021,15/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,143,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",4290,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,7.233,,0,
CNM - Aglomeração,,LA,,0,,,,384000623,22/10/2021,22/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,164,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",4920,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,8.295,,0,
CNM - Aglomeração,,LA,,0,,,,384000623,22/10/2021,22/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,164,41000313,"GRAN BD 0,5/1 58-62 SE GR",4378.8,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,8.295,,0,
CNM - Aglomeração,,LA,,0,,,,384000624,29/10/2021,29/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,130,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3900,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.576,,0,
CNM - Aglomeração,,LA,,0,,,,384000624,29/10/2021,29/10/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,130,41000313,"GRAN BD 0,5/1 58-62 SE GR",3471,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.576,,0,
CNM - Aglomeração,,LA,,0,,,,384000625,05/11/2021,05/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000625,05/11/2021,05/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000626,12/11/2021,12/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000626,12/11/2021,12/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000627,19/11/2021,19/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000627,19/11/2021,19/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000628,26/11/2021,26/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000628,26/11/2021,26/11/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000629,03/12/2021,03/12/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000629,03/12/2021,03/12/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000630,10/12/2021,10/12/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,AS_AGL_8003_2,"AS_AGL_8003 BD 0,5/1 + A-5",3870,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
CNM - Aglomeração,,LA,,0,,,,384000630,10/12/2021,10/12/2021,,0,70001618,BL CC 8003/000 940X640X250 NE,129,41000313,"GRAN BD 0,5/1 58-62 SE GR",3444.3,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.525,,0,
GMT,,LA,,0,,,,384000632,30/07/2021,30/07/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,7041.68,41000309,GRAN BD 2/3 65-70 HU GR,7463.27,GMT-SEC E FORNEC GRANUL,GMTSECAD,7.412,,0,
GMT,,LA,,0,,,,384000633,06/08/2021,06/08/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,501.04,41000309,GRAN BD 2/3 65-70 HU GR,531.04,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.527,,0,
GMT,,LA,,0,,,,384000634,03/09/2021,03/09/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,210.77,41000309,GRAN BD 2/3 65-70 HU GR,223.39,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.222,,0,
GMT,,LA,,0,,,,384000635,09/09/2021,09/09/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,2785,41000309,GRAN BD 2/3 65-70 HU GR,2951.74,GMT-SEC E FORNEC GRANUL,GMTSECAD,2.932,,0,
GMT,,LA,,0,,,,384000636,17/09/2021,17/09/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,373.35,41000309,GRAN BD 2/3 65-70 HU GR,395.71,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.393,,0,
GMT,,LA,,0,,,,384000637,24/09/2021,24/09/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,4086.17,41000309,GRAN BD 2/3 65-70 HU GR,4330.81,GMT-SEC E FORNEC GRANUL,GMTSECAD,4.301,,0,
GMT,,LA,,0,,,,384000638,01/10/2021,01/10/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,6.65,41000309,GRAN BD 2/3 65-70 HU GR,7.05,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.007,,0,
GMT,,LA,,0,,,,384000639,15/10/2021,15/10/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,1562.4,41000309,GRAN BD 2/3 65-70 HU GR,1655.95,GMT-SEC E FORNEC GRANUL,GMTSECAD,1.645,,0,
GMT,,LA,,0,,,,384000640,22/10/2021,22/10/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,7040.8,41000309,GRAN BD 2/3 65-70 HU GR,7462.34,GMT-SEC E FORNEC GRANUL,GMTSECAD,7.411,,0,
GMT,,LA,,0,,,,384000641,19/11/2021,19/11/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,11036.32,41000309,GRAN BD 2/3 65-70 HU GR,11697.07,GMT-SEC E FORNEC GRANUL,GMTSECAD,11.617,,0,
GMT,,LA,,0,,,,384000642,10/12/2021,10/12/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,7019.6,41000309,GRAN BD 2/3 65-70 HU GR,7439.87,GMT-SEC E FORNEC GRANUL,GMTSECAD,7.389,,0,
GMT,,LA,,0,,,,384000643,24/12/2021,24/12/2021,,0,41000315,GRAN BD 2/3 65-70 SE GR,1584.1,41000309,GRAN BD 2/3 65-70 HU GR,1678.95,GMT-SEC E FORNEC GRANUL,GMTSECAD,1.667,,0,
GMT,,LA,,0,,,,384000649,09/07/2021,09/07/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",671.61,41000320,"GRAN MD 0,5/1 75-85 HU GR",688.41,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.746,,0,
GMT,,LA,,0,,,,384000650,30/07/2021,30/07/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",4984.5,41000320,"GRAN MD 0,5/1 75-85 HU GR",5109.12,GMT-SEC E FORNEC GRANUL,GMTSECAD,5.538,,0,
GMT,,LA,,0,,,,384000651,06/08/2021,06/08/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",13548.48,41000320,"GRAN MD 0,5/1 75-85 HU GR",13887.2,GMT-SEC E FORNEC GRANUL,GMTSECAD,15.054,,0,
GMT,,LA,,0,,,,384000652,03/09/2021,03/09/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",8903.44,41000320,"GRAN MD 0,5/1 75-85 HU GR",9126.03,GMT-SEC E FORNEC GRANUL,GMTSECAD,9.893,,0,
GMT,,LA,,0,,,,384000653,10/09/2021,10/09/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",15550.96,41000320,"GRAN MD 0,5/1 75-85 HU GR",15939.74,GMT-SEC E FORNEC GRANUL,GMTSECAD,17.279,,0,
GMT,,LA,,0,,,,384000654,17/09/2021,17/09/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",7183.18,41000320,"GRAN MD 0,5/1 75-85 HU GR",7362.76,GMT-SEC E FORNEC GRANUL,GMTSECAD,7.981,,0,
GMT,,LA,,0,,,,384000655,22/09/2021,22/09/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",18230.08,41000320,"GRAN MD 0,5/1 75-85 HU GR",18685.84,GMT-SEC E FORNEC GRANUL,GMTSECAD,20.256,,0,
GMT,,LA,,0,,,,384000656,29/09/2021,29/09/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",10673.51,41000320,"GRAN MD 0,5/1 75-85 HU GR",10940.35,GMT-SEC E FORNEC GRANUL,GMTSECAD,11.859,,0,
GMT,,LA,,0,,,,384000657,15/10/2021,15/10/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",631.12,41000320,"GRAN MD 0,5/1 75-85 HU GR",646.9,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.701,,0,
GMT,,LA,,0,,,,384000658,27/10/2021,27/10/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",8921.16,41000320,"GRAN MD 0,5/1 75-85 HU GR",9144.19,GMT-SEC E FORNEC GRANUL,GMTSECAD,9.912,,0,
GMT,,LA,,0,,,,384000659,03/11/2021,03/11/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",9186.16,41000320,"GRAN MD 0,5/1 75-85 HU GR",9415.82,GMT-SEC E FORNEC GRANUL,GMTSECAD,10.207,,0,
GMT,,LA,,0,,,,384000660,26/11/2021,26/11/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",3799.79,41000320,"GRAN MD 0,5/1 75-85 HU GR",3894.79,GMT-SEC E FORNEC GRANUL,GMTSECAD,4.222,,0,
GMT,,LA,,0,,,,384000661,07/12/2021,07/12/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",8921.16,41000320,"GRAN MD 0,5/1 75-85 HU GR",9144.19,GMT-SEC E FORNEC GRANUL,GMTSECAD,9.912,,0,
GMT,,LA,,0,,,,384000662,15/12/2021,15/12/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",8921.16,41000320,"GRAN MD 0,5/1 75-85 HU GR",9144.19,GMT-SEC E FORNEC GRANUL,GMTSECAD,9.912,,0,
GMT,,LA,,0,,,,384000663,31/12/2021,31/12/2021,,0,41000322,"GRAN MD 0,5/1 75-85 SE GR",3325.21,41000320,"GRAN MD 0,5/1 75-85 HU GR",3408.35,GMT-SEC E FORNEC GRANUL,GMTSECAD,3.695,,0,
CNM - Aglomeração,,LA,,0,,,,384000670,09/07/2021,09/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,355.361,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,13468.19,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,15.518,,0,
CNM - Aglomeração,,LA,,0,,,,384000670,09/07/2021,09/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,355.361,41000305,GRAN MD 2/6 65-75 SE GR,12793.01,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,15.518,,0,
CNM - Aglomeração,,LA,,0,,,,384000671,16/07/2021,16/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,227.524,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,8623.16,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,9.936,,0,
CNM - Aglomeração,,LA,,0,,,,384000671,16/07/2021,16/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,227.524,41000305,GRAN MD 2/6 65-75 SE GR,8190.87,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,9.936,,0,
CNM - Aglomeração,,LA,,0,,,,384000672,23/07/2021,23/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,264.636,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,10029.71,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.556,,0,
CNM - Aglomeração,,LA,,0,,,,384000672,23/07/2021,23/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,264.636,41000305,GRAN MD 2/6 65-75 SE GR,9526.91,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.556,,0,
CNM - Aglomeração,,LA,,0,,,,384000673,30/07/2021,30/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,16,41000305,GRAN MD 2/6 65-75 SE GR,576,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,0.699,,0,
CNM - Aglomeração,,LA,,0,,,,384000673,30/07/2021,30/07/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,16,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,606.4,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,0.699,,0,
CNM - Aglomeração,,LA,,0,,,,384000674,05/08/2021,05/08/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,344,41000305,GRAN MD 2/6 65-75 SE GR,12384,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,15.022,,0,
CNM - Aglomeração,,LA,,0,,,,384000674,05/08/2021,05/08/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,344,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,13037.6,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,15.022,,0,
CNM - Aglomeração,,LA,,0,,,,384000675,03/09/2021,03/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,264.925,41000305,GRAN MD 2/6 65-75 SE GR,9537.31,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.569,,0,
CNM - Aglomeração,,LA,,0,,,,384000675,03/09/2021,03/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,264.925,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,10040.66,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,11.569,,0,
CNM - Aglomeração,,LA,,0,,,,384000676,10/09/2021,10/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,122.545,41000305,GRAN MD 2/6 65-75 SE GR,4411.63,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,5.351,,0,
CNM - Aglomeração,,LA,,0,,,,384000676,10/09/2021,10/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,122.545,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,4644.46,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,5.351,,0,
CNM - Aglomeração,,LA,,0,,,,384000677,16/09/2021,16/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,98.864,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,3746.95,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,4.317,,0,
CNM - Aglomeração,,LA,,0,,,,384000677,16/09/2021,16/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,98.864,41000305,GRAN MD 2/6 65-75 SE GR,3559.11,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,4.317,,0,
CNM - Aglomeração,,LA,,0,,,,384000678,22/09/2021,23/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,559,41000305,GRAN MD 2/6 65-75 SE GR,20124,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,24.41,,0,
CNM - Aglomeração,,LA,,0,,,,384000678,22/09/2021,23/09/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,559,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,21186.1,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,24.41,,0,
CNM - Aglomeração,,LA,,0,,,,384000679,08/10/2021,08/10/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,12,41000305,GRAN MD 2/6 65-75 SE GR,432,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,0.524,,0,
CNM - Aglomeração,,LA,,0,,,,384000679,08/10/2021,08/10/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,12,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,454.8,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,0.524,,0,
CNM - Aglomeração,,LA,,0,,,,384000680,14/10/2021,14/10/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,143,41000305,GRAN MD 2/6 65-75 SE GR,5148,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.245,,0,
CNM - Aglomeração,,LA,,0,,,,384000680,14/10/2021,14/10/2021,,0,70001631,BL CC 8405/000 940X640X250 NE,143,AS_AGL_8405,AS_AGL_8405 LOTE 2/6 + A-5,5419.7,CNM-AGLOMERAÇÃO BL1,CNMAGBL1,6.245,,0,
GMT,,LA,,0,,,,384000715,09/07/2021,09/07/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",6896.51,41000307,"GRAN BD 0,5/1 58-62 HU GR",6979.49,GMT-SEC E FORNEC GRANUL,GMTSECAD,7.663,,0,
GMT,,LA,,0,,,,384000716,16/07/2021,16/07/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",5965.4,41000307,"GRAN BD 0,5/1 58-62 HU GR",6037.18,GMT-SEC E FORNEC GRANUL,GMTSECAD,6.628,,0,
GMT,,LA,,0,,,,384000717,23/07/2021,23/07/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",9667.94,41000307,"GRAN BD 0,5/1 58-62 HU GR",9784.27,GMT-SEC E FORNEC GRANUL,GMTSECAD,10.742,,0,
GMT,,LA,,0,,,,384000718,30/07/2021,30/07/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",10759.44,41000307,"GRAN BD 0,5/1 58-62 HU GR",10888.9,GMT-SEC E FORNEC GRANUL,GMTSECAD,11.955,,0,
GMT,,LA,,0,,,,384000719,30/07/2021,02/08/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",29251.45,41000307,"GRAN BD 0,5/1 58-62 HU GR",29603.41,GMT-SEC E FORNEC GRANUL,GMTSECAD,32.502,,0,
GMT,,LA,,0,,,,384000720,12/08/2021,12/08/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",189.49,41000307,"GRAN BD 0,5/1 58-62 HU GR",191.77,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.211,,0,
GMT,,LA,,0,,,,384000721,18/08/2021,18/08/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",157.72,41000307,"GRAN BD 0,5/1 58-62 HU GR",159.62,GMT-SEC E FORNEC GRANUL,GMTSECAD,0.175,,0,
GMT,,LA,,0,,,,384000722,23/08/2021,23/08/2021,,0,41000313,"GRAN BD 0,5/1 58-62 SE GR",4200.27,41000307,"GRAN BD 0,5/1 58-62 HU GR",4250.81,GMT-SEC E FORNEC GRANUL,GMTSECAD,4.667,,0,
