,of,item,id ov,ov,semana,data desejada,centro de trabalho,acabamento,blocos,ccs,virados,referência,semana minima,duração,semana precedencia,número de semanas
327,1600077329,20.0,81,3820011712.0,45,37,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0-15M 11",40,1383.66,38,2
328,1600077330,20.0,81,3820011712.0,38,37,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0 NE",38,1775.34,28,1
329,1600077327,10.0,82,3820011712.0,43,36,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5923/000 1000X1,6-15M 11",39,1148.58,43,1
330,1600077328,10.0,82,3820011712.0,43,36,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5923/000 1000X1,6 NE",36,1028.58,28,1
331,1600077230,30.0,83,3820011710.0,34,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5923/000 1000X1,6 NE",30,514.26,28,1
332,1600077229,30.0,83,3820011710.0,34,30,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5923/000 1000X1,6-15M SD",34,574.26,34,1
333,1600077325,10.0,84,3820011710.0,45,35,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0-15M SD",40,1441.32,35,2
334,1600077326,10.0,84,3820011710.0,35,35,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0 NE",35,1849.32,28,1
335,1600077324,10.0,85,3820011709.0,29,29,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0-15M RC",29,2421.42,29,2
336,1600077323,10.0,85,3820011709.0,29,29,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0 NE",29,3106.86,28,1
337,1600077090,10.0,86,3820011692.0,29,29,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8002/000  915X610X12,5 02",29,72.0,29,1
338,1600077091,10.0,86,3820011692.0,29,29,CNMLAMPL,Qualquer,29.376,-1,0.0,"PL CC 8002/000 915X610X12,5 NE",29,159.24,28,1
339,1600077900,50.0,87,3820011669.0,39,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X8,0 15",37,45.0,39,1
340,1600077901,50.0,87,3820011669.0,39,37,CNMLAMPL,Qualquer,19.936,-1,0.0,"PL CC 8004/000 915X610X8,0 NE",37,100.86,28,1
341,1600077083,40.0,87,3820011669.0,39,37,CNMLAMRL,Qualquer,0.0,-1,0.0,"RL CC 8245/000 1270X1,0-155M NE",37,173.04,28,1
342,1600077082,40.0,87,3820011669.0,39,37,CNMEMBRL,Qualquer,0.0,-1,0.0,"RL CC 8245/000 1270X1,0-155M B0",37,40.02,39,1
343,1600077089,30.0,87,3820011669.0,39,37,CNMLAMPL,Qualquer,37.08,-1,0.0,"PL CC 8004/000 915X610X5,0 NE",38,206.88,28,1
344,1600077088,30.0,87,3820011669.0,39,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X5,0 CP",38,90.0,39,1
345,1600077087,20.0,87,3820011669.0,39,37,CNMLAMPL,Qualquer,50.507,-1,0.0,"PL CC 8004/000 915X610X4,0 NE",38,320.58,28,1
346,1600077086,20.0,87,3820011669.0,39,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X4,0 CP",38,120.0,39,1
347,1600077085,10.0,87,3820011669.0,39,37,CNMLAMPL,Qualquer,49.646,-1,0.0,"PL CC 8004/000 915X610X3,0 NE",38,387.12,28,1
348,1600077084,10.0,87,3820011669.0,39,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X3,0 PC",39,120.0,39,1
349,1600076812,20.0,88,3820011659.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 1000X500X5,0 02",37,230.39999999999998,37,1
350,1600076813,20.0,88,3820011659.0,37,37,CNMLAMPL,Qualquer,111.034,-1,0.0,"PL CC 8405/000 1000X500X5,0 NE",37,529.68,28,1
351,1600076811,10.0,88,3820011659.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 1000X500X3,0 09 -NAO USAR",37,673.92,37,1
352,1600076810,10.0,88,3820011659.0,37,37,CNMLAMPL,Qualquer,324.863,-1,0.0,"PL CC 8405/000 1000X500X3,0 NE",37,2173.92,28,1
353,1600076808,20.0,90,3820011657.0,37,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 1000X500X5,0 02",37,230.39999999999998,37,1
354,1600076809,20.0,90,3820011657.0,37,36,CNMLAMPL,Qualquer,111.034,-1,0.0,"PL CC 8405/000 1000X500X5,0 NE",37,529.68,28,1
355,1600076807,10.0,90,3820011657.0,37,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 1000X500X3,0 09 -NAO USAR",37,673.92,37,1
356,1600076806,10.0,90,3820011657.0,37,36,CNMLAMPL,Qualquer,324.863,-1,0.0,"PL CC 8405/000 1000X500X3,0 NE",37,2173.92,28,1
357,1600077685,100.0,91,3820011650.0,37,37,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X5,0-10M NE",37,53.58,28,1
358,1600077684,100.0,91,3820011650.0,37,37,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X5,0-10M 02",37,53.58,37,1
359,1600077143,90.0,91,3820011650.0,37,37,CNMREBMA,Qualquer,0.0,-1,0.0,"RL CI 5085/000 1000X1,8-10M NE",37,131.82,37,1
360,1600077144,90.0,91,3820011650.0,37,37,CNMLAMMA,Qualquer,0.0,-1,0.0,"RL CI 5085/000 1000X1,8 NE",37,133.14,28,1
361,1600077142,90.0,91,3820011650.0,37,37,CNMEMBMA,Qualquer,0.0,-1,0.0,"RL CI 5085/000 1000X1,8-10M 00",37,131.82,37,1
362,1600077141,80.0,91,3820011650.0,37,37,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X6,0-10M NE",37,36.18,28,1
363,1600077140,80.0,91,3820011650.0,37,37,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X6,0-10M 03",37,36.18,37,1
364,1600077139,70.0,91,3820011650.0,37,37,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X3,0-10M NE",37,141.18,28,1
365,1600077138,70.0,91,3820011650.0,37,37,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X3,0-10M 02",37,107.16,37,1
366,1600077137,60.0,91,3820011650.0,37,37,CNMSERPL,Qualquer,9.359,-1,0.0,"PL CC 8004/000 940X640X48,0 NE",37,42.0,28,1
367,1600077136,60.0,91,3820011650.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 940X640X48,0 00",37,21.0,37,1
368,1600077133,50.0,91,3820011650.0,37,37,CNMSERPL,Qualquer,22.072,-1,0.0,"PL CC 8004/000 940X640X30,0 NE",37,138.48,28,1
369,1600077132,50.0,91,3820011650.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 940X640X30,0 Z1",37,45.0,37,1
370,1600077130,40.0,91,3820011650.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000  940X640X20,0 CA",37,6.0,37,1
371,1600077131,40.0,91,3820011650.0,37,37,CNMLAMPL,Qualquer,2.747,-1,0.0,"PL CC 8004/000  940X640X20,0 NE",37,14.52,28,1
372,1600077129,30.0,91,3820011650.0,37,37,CNMLAMPL,Qualquer,2.575,-1,0.0,"PL CC 8004/000 940X640X15,0 NE",37,13.44,28,1
373,1600077128,30.0,91,3820011650.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 940X640X15,0 CA",37,6.0,37,1
374,1600077127,20.0,91,3820011650.0,37,37,CNMLAMPL,Qualquer,2.637,-1,0.0,"PL CC 8004/000 940X640X10,0 NE",37,14.219999999999999,28,1
375,1600077126,20.0,91,3820011650.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 940X640X10,0 Z1",37,6.0,37,1
376,1600077125,10.0,91,3820011650.0,37,37,CNMLAMLX,Qualquer,19.807,-1,0.0,"PL CC 8004/S11 940X640X3,0 NE",37,199.98000000000002,28,1
377,1600077124,10.0,91,3820011650.0,37,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/S11 940X640X3,0 CA",37,45.0,37,1
378,1600076728,20.0,92,3820011647.0,39,39,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8403/000 915X610X12,0 11",39,721.86,39,1
379,1600076729,20.0,92,3820011647.0,39,39,CNMLAMPL,Qualquer,291.638,-1,0.0,"PL CC 8403/000 915X610X12,0 NE",39,939.0,28,1
380,1600076726,10.0,92,3820011647.0,39,39,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8403/000 915X610X6,0 21",39,181.74,39,1
381,1600076727,10.0,92,3820011647.0,39,39,CNMLAMPL,Qualquer,77.597,-1,0.0,"PL CC 8403/000 915X610X6,0 NE",39,430.5,28,1
382,1600076720,20.0,93,3820011646.0,36,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8403/000 915X610X12,0 11",36,450.0,36,1
383,1600076721,20.0,93,3820011646.0,36,36,CNMLAMPL,Qualquer,181.8,-1,0.0,"PL CC 8403/000 915X610X12,0 NE",36,585.36,28,1
384,1600076718,10.0,93,3820011646.0,36,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8403/000 915X610X6,0 21",36,432.71999999999997,36,1
385,1600076719,10.0,93,3820011646.0,36,36,CNMLAMPL,Qualquer,184.755,-1,0.0,"PL CC 8403/000 915X610X6,0 NE",36,1025.04,28,1
386,1600076724,20.0,94,3820011645.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8403/000 915X610X12,0 11",35,653.16,35,1
387,1600076725,20.0,94,3820011645.0,35,35,CNMLAMPL,Qualquer,263.863,-1,0.0,"PL CC 8403/000 915X610X12,0 NE",35,849.6,28,1
388,1600076722,10.0,94,3820011645.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8403/000 915X610X6,0 21",35,245.21999999999997,35,1
389,1600076723,10.0,94,3820011645.0,35,35,CNMLAMPL,Qualquer,104.695,-1,0.0,"PL CC 8403/000 915X610X6,0 NE",35,580.8599999999999,28,1
390,1600076865,40.0,95,3820011631.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1235/000 1000X1000X4,5 00",28,12.0,29,1
391,1600076866,40.0,95,3820011631.0,29,28,CRMLAMPL,Qualquer,3.001,-1,0.0,"PL CR 1235/000 1000X1000X4,5 NE",28,27.48,28,1
392,1600076864,30.0,95,3820011631.0,29,28,CRMLAMPL,Qualquer,6.002,-1,0.0,"PL CR 1235/000 1000X1000X2,5 NE",28,70.44,28,1
393,1600076863,30.0,95,3820011631.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1235/000 1000X1000X2,5 00",28,24.0,29,1
394,1600076861,20.0,95,3820011631.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1235/000 1000X1000X10,0 00",28,4.0200000000000005,29,1
395,1600076862,20.0,95,3820011631.0,29,28,CRMLAMPL,Qualquer,1.169,-1,0.0,"PL CR 1235/000 1000X1000X10,0 NE",28,6.3,28,1
396,1600076860,10.0,95,3820011631.0,28,28,CRMLAMPL,Qualquer,2.001,-1,0.0,"PL CR 1521/000 1000X1000X1,0 NE",28,92.33999999999999,28,1
397,1600076859,10.0,95,3820011631.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X1,0 TD",29,7.98,28,1
398,1600076714,40.0,96,3820011623.0,35,35,CNMLAMPL,Qualquer,117.504,-1,0.0,"PL CC 8002/000 915X610X5,0 NE",35,662.0400000000001,28,1
399,1600076713,40.0,96,3820011623.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8002/000 915X610X5,0 05",35,288.0,35,1
400,1600076711,30.0,97,3820011623.0,28,28,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8244/000 1000X5,0-10M 10",28,80.34,28,1
401,1600076712,30.0,97,3820011623.0,28,28,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8244/T02 1067X5,0-10M NE",28,60.24,28,1
402,1600076709,20.0,97,3820011623.0,28,28,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8244/000 1000X3,0-20M 02",28,107.16,28,1
403,1600076710,20.0,97,3820011623.0,28,28,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8244/000 1000X3,0-20M NE",28,107.16,28,1
404,1600076707,10.0,97,3820011623.0,28,28,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8244/000 1000X2,0- 30M 13",28,192.84,28,1
405,1600076708,10.0,97,3820011623.0,28,28,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8244/000 1000X2,0-30M NE",28,192.84,28,1
406,1600076770,40.0,98,3820011597.0,36,36,CNMSERPL,Qualquer,2.892,-1,0.0,"PL CC 8405/000 915X610X30,0 NE",36,18.48,28,1
407,1600076769,40.0,98,3820011597.0,36,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 915X610X30,0 KR",36,6.0,36,1
408,1600076767,30.0,98,3820011597.0,36,36,CNMSERPL,Qualquer,5.668,-1,0.0,"PL CC 8405/000  915X610X40,0 NE",36,25.86,28,1
409,1600076766,30.0,98,3820011597.0,36,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 915X610X40,0 01",36,10.5,36,1
410,1600076764,20.0,98,3820011597.0,36,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X20,0 KR",36,22.5,36,1
411,1600076765,20.0,98,3820011597.0,36,36,CNMLAMPL,Qualquer,10.301,-1,0.0,"PL CC 8004/000 915X610X20,0 NE",36,43.62,28,1
412,1600076763,10.0,98,3820011597.0,36,36,CNMLAMPL,Qualquer,17.002,-1,0.0,"PL CC 8405/000 915X610X20,0 NE",36,76.38,28,1
413,1600076762,10.0,98,3820011597.0,36,36,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8405/000 915X610X20,0 KR",36,39.36,36,1
414,1600076491,10.0,99,3820011594.0,29,28,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1521/PTS 1020X3,0-66M 01",29,171.18,29,1
415,1600076492,10.0,99,3820011594.0,29,28,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1521/PTS 1020X3,0 NE",29,147.96,28,1
416,1600078879,60.0,100,3820011588.0,36,35,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 950X650X1,5 00",36,3.5999999999999996,36,1
417,1600078880,60.0,100,3820011588.0,36,35,CRMLAMPL,Qualquer,0.777,-1,0.0,"PL CI 5351/000 950X650X1,5 NE",36,35.28,28,1
418,1600076482,50.0,100,3820011588.0,36,35,CRMLAMPL,Qualquer,3.096,-1,0.0,"PL CI 5351/000 950X650X5,0 NE",36,28.799999999999997,28,1
419,1600076481,50.0,100,3820011588.0,36,35,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 940X640X5,0 01",36,14.52,36,1
420,1600076480,40.0,100,3820011588.0,36,35,CRMLAMPL,Qualquer,3.819,-1,0.0,"PL CI 5351/000 950X650X4,0 NE",36,40.080000000000005,28,1
421,1600076479,40.0,100,3820011588.0,36,35,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 940X640X4,0 00",36,10.68,36,1
422,1600076478,30.0,100,3820011588.0,36,35,CRMLAMPL,Qualquer,6.822,-1,0.0,"PL CI 5351/000 950X650X3,0 NE",36,90.0,28,1
423,1600076477,30.0,100,3820011588.0,36,35,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 940X640X3,0 00",36,25.32,36,1
424,1600076476,20.0,100,3820011588.0,36,35,CRMLAMPL,Qualquer,1.548,-1,0.0,"PL CI 5351/000 950X650X2,5 NE",36,42.36,28,1
425,1600076475,20.0,100,3820011588.0,36,35,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 940X640X2,5 00",36,7.26,36,1
426,1600076474,10.0,100,3820011588.0,36,35,CRMLAMPL,Qualquer,1.548,-1,0.0,"PL CI 5351/000 950X650X2,0 NE",36,52.92,28,1
427,1600076473,10.0,100,3820011588.0,36,35,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 940X640X2,0 00",36,3.5999999999999996,36,1
428,1600076461,20.0,101,3820011583.0,37,35,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0-15M SD",37,1210.68,37,1
429,1600076460,20.0,101,3820011583.0,37,35,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X3,0 NE",35,1553.4,28,1
430,1600076454,50.0,102,3820011581.0,28,28,CRMLAMPL,Printing,1.001,-1,0.0,"PL CR NC60/PAA 915X915X4,8 NE",28,11.76,28,1
431,1600076452,40.0,102,3820011581.0,28,28,CRMLAMPL,Printing,2.001,-1,0.0,"PL CR 1049/PAA 1270X760X3,2 NE",28,44.58,28,1
432,1600076448,30.0,102,3820011581.0,28,28,CRMLAMPL,Printing,1.001,-1,0.0,"PL CR 1521/PAA 1270X760X4,8 NE",28,14.1,28,1
433,1600076446,20.0,102,3820011581.0,28,28,CRMLAMPL,Printing,2.001,-1,0.0,"PL CR 1521/PAA 1270X760X3,2 NE",28,35.699999999999996,28,1
434,1600076444,10.0,102,3820011581.0,28,28,CRMLAMPL,Printing,2.001,-1,0.0,"PL CR 1521/PAA 1270X760X6,4 NE",28,24.0,28,1
435,1600076849,160.0,103,3820011579.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X3,0 AS",28,40.02,29,1
436,1600076850,160.0,103,3820011579.0,29,28,CRMLAMPL,Qualquer,10.0,-1,0.0,"PL CR 1521/000 1000X1000X3,0 NE",28,158.1,28,1
437,1600076847,150.0,103,3820011579.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X2,3 AS",28,19.080000000000002,29,1
438,1600076848,150.0,103,3820011579.0,29,28,CRMLAMPL,Qualquer,4.771,-1,0.0,"PL CR 1521/000 1000X1000X2,3 NE",28,78.48,28,1
439,1600076906,140.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,9.615,-1,0.0,"PL CR 1521/000 1000X1000X1,9 NE",28,182.28,28,1
440,1600076905,140.0,103,3820011579.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X1,9 AS",28,40.02,28,1
441,1600076845,130.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X1,5 AS",28,18.6,28,1
442,1600076846,130.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,4.878,-1,0.0,"PL CR 1521/000 1000X1000X1,5 NE",28,117.18,28,1
443,1600076440,110.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,10.0,-1,0.0,"PL CR 1521/000 1000X1000X6,0 NE",28,105.0,28,1
444,1600076439,110.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X6,0 AS",28,40.02,28,1
445,1600076437,100.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X5,0 AS",28,12.0,28,1
446,1600076438,100.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,3.0,-1,0.0,"PL CR 1521/000 1000X1000X5,0 NE",28,34.68,28,1
447,1600076436,90.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,5.001,-1,0.0,"PL CR 1521/000 1000X1000X4,1 NE",28,63.54,28,1
448,1600076435,90.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 1000X1000X4,1 00",28,19.44,28,1
449,1600076434,80.0,103,3820011579.0,28,28,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X3,5 NE",28,46.26,28,1
450,1600076433,80.0,103,3820011579.0,28,28,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X3,5-18M 01",28,53.28,28,1
451,1600076432,70.0,103,3820011579.0,28,28,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X3,1 NE",28,76.08,28,1
452,1600076431,70.0,103,3820011579.0,28,28,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X3,1-22M 01",28,88.08,28,1
453,1600076429,60.0,103,3820011579.0,28,28,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X2,5-26M 01",28,57.72,28,1
454,1600076430,60.0,103,3820011579.0,28,28,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X2,5-157M NE",28,50.879999999999995,28,1
455,1600076428,50.0,103,3820011579.0,28,28,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X2,1 NE",28,57.78,28,1
456,1600076427,50.0,103,3820011579.0,28,28,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1521/000 1270X2,1-33M 01",28,63.0,28,1
457,1600076074,40.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,5.0,-1,0.0,"PL CR 1521/000 915X915X3,0 NE",28,67.8,28,1
458,1600076073,40.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 915X915X3,0 AS",28,19.98,28,1
459,1600076072,30.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,5.001,-1,0.0,"PL CR 1521/000 915X915X2,4 NE",28,68.28,28,1
460,1600076071,30.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 915X915X2,4 01",28,19.98,28,1
461,1600076070,20.0,103,3820011579.0,28,28,CRMLAMPL,Qualquer,5.248,-1,0.0,"PL CR 1521/000 915X915X2,0 NE",28,78.06,28,1
462,1600076069,20.0,103,3820011579.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 915X915X2,0 02",28,19.98,28,1
463,1600076067,10.0,103,3820011579.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1521/000 915X915X1,6 01",29,19.98,29,1
464,1600076068,10.0,103,3820011579.0,29,28,CRMLAMPL,Qualquer,4.999,-1,0.0,"PL CR 1521/000 915X915X1,6 NE",29,91.25999999999999,28,1
465,1600076664,70.0,104,3820011578.0,35,35,CNMLAMPL,Qualquer,55.065,-1,0.0,"PL CC 8004/000 915X610X5,6 NE",35,309.48,28,1
466,1600076663,70.0,104,3820011578.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X5,6 AS",35,126.0,35,1
467,1600076662,60.0,104,3820011578.0,35,35,CNMLAMPL,Qualquer,35.496,-1,0.0,"PL CC 8004/000 915X610X4,8 NE",35,196.92000000000002,28,1
468,1600076661,60.0,104,3820011578.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X4,8 AS",35,84.0,35,1
469,1600076660,50.0,104,3820011578.0,35,35,CNMLAMPL,Qualquer,54.48,-1,0.0,"PL CC 8004/000 915X610X4,6 NE",35,242.7,28,1
470,1600076659,50.0,104,3820011578.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X4,6 AS",35,126.0,35,1
471,1600076658,40.0,104,3820011578.0,35,35,CNMLAMPL,Qualquer,18.4,-1,0.0,"PL CC 8004/000 915X610X3,6 NE",35,128.33999999999997,28,1
472,1600076657,40.0,104,3820011578.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X3,6 AS",35,42.0,35,1
473,1600076656,30.0,104,3820011578.0,35,35,CNMLAMPL,Qualquer,18.026,-1,0.0,"PL CC 8004/000  915X610X2,6  NE",35,186.0,28,1
474,1600076655,30.0,104,3820011578.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X2,6 AS",35,43.44,35,1
475,1600076652,20.0,104,3820011578.0,35,35,CNMEMBMM,Qualquer,0.0,-1,0.0,"RL CC 8244/000  500X2,0-10M 15",35,53.46,35,1
476,1600076653,20.0,104,3820011578.0,35,35,CNMREBMM,Qualquer,0.0,-1,0.0,"RL CC 8244/000 500X2,0-10M NE",35,183.06,35,1
477,1600076654,20.0,104,3820011578.0,35,35,CNMLAMMM,Qualquer,0.0,-1,0.0,"RL CC 8244/000 500X2,0 NE",35,85.5,28,1
478,1600076651,10.0,104,3820011578.0,35,35,CNMLAMPL,Qualquer,89.25,-1,0.0,"PL CC 8002/000 915X610X20,0 NE",35,238.62,28,1
479,1600076650,10.0,104,3820011578.0,35,35,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8002/000 915X610X20,0 19",35,196.86,35,1
480,1600076748,690.0,105,3820011571.0,46,46,CNMSERPL,Qualquer,206.0,-1,0.0,PL CC 8872/000 950X650X156 00,46,300.0,28,1
481,1600076747,680.0,106,3820011571.0,42,42,CNMSERPL,Qualquer,206.0,-1,0.0,PL CC 8872/000 950X650X156 00,42,300.0,28,1
482,1600076746,670.0,107,3820011571.0,38,38,CNMSERPL,Qualquer,206.0,-1,0.0,PL CC 8872/000 950X650X156 00,38,300.0,28,1
483,1600076745,660.0,108,3820011571.0,30,30,CNMSERPL,Qualquer,206.0,-1,0.0,PL CC 8872/000 950X650X156 00,30,300.0,28,1
484,1600076744,650.0,109,3820011571.0,29,29,CNMSERPL,Qualquer,206.0,-1,0.0,PL CC 8872/000 950X650X156 00,29,300.0,28,1
485,1600076754,630.0,105,3820011571.0,46,46,CNMLAMPL,Qualquer,80.0,-1,0.0,PL CC 8872/000 940X640X245 CV,46,240.0,28,1
486,1600076753,620.0,106,3820011571.0,42,42,CNMLAMPL,Qualquer,80.0,-1,0.0,PL CC 8872/000 940X640X245 CV,42,240.0,28,1
487,1600076752,610.0,107,3820011571.0,38,38,CNMLAMPL,Qualquer,80.0,-1,0.0,PL CC 8872/000 940X640X245 CV,38,240.0,28,1
488,1600076757,600.0,105,3820011571.0,46,46,CNMSERPL,Qualquer,80.0,-1,0.0,PL CC 8872/000 940X640X195 NE,46,79.98,28,1
489,1600076751,600.0,105,3820011571.0,46,46,CNMEMBIN,Qualquer,0.0,-1,0.0,BL CC 8872/000 940X640X195 01,46,96.0,46,1
490,1600076756,590.0,106,3820011571.0,42,42,CNMSERPL,Qualquer,80.0,-1,0.0,PL CC 8872/000 940X640X195 NE,42,79.98,28,1
491,1600076750,590.0,106,3820011571.0,42,42,CNMEMBIN,Qualquer,0.0,-1,0.0,BL CC 8872/000 940X640X195 01,42,96.0,42,1
492,1600076755,580.0,107,3820011571.0,38,38,CNMSERPL,Qualquer,80.0,-1,0.0,PL CC 8872/000 940X640X195 NE,38,79.98,28,1
493,1600076749,580.0,107,3820011571.0,38,38,CNMEMBIN,Qualquer,0.0,-1,0.0,BL CC 8872/000 940X640X195 01,38,96.0,38,1
494,1600076702,570.0,110,3820011571.0,47,47,CNMSERPL,Qualquer,309.0,-1,0.0,PL CC 8872/000 950X650X105 01,47,327.24,28,1
