,of,item,id ov,ov,semana,data desejada,centro de trabalho,acabamento,blocos,ccs,virados,referência,semana minima,duração,semana precedencia,número de semanas
161,1600079450,10.0,44,3820011885.0,33,30,CNMLAMPL,Qualquer,9.89,-1,0.0,"PL CC 8747/000 1000X500X1,8 NE",31,86.52,28,1
162,1600079066,70.0,45,3820011884.0,39,37,CNMSERPL,Qualquer,12.625,-1,0.0,"PL CC 8747/000 1000X500X39,7 01",37,54.54,28,1
163,1600079065,60.0,45,3820011884.0,39,37,CNMSERPL,Qualquer,20.2,-1,0.0,"PL CC 8747/000 1000X500X29,8 01",37,120.0,28,1
164,1600079064,50.0,45,3820011884.0,39,37,CNMLAMPL,Qualquer,10.1,-1,0.0,"PL CC 8747/000 1000X500X19,8 02",37,36.36,28,1
165,1600079063,40.0,45,3820011884.0,39,37,CNMLAMPL,Qualquer,10.101,-1,0.0,"PL CC 8747/000 1000X500X9,7 01",37,37.62,28,1
166,1600079062,30.0,45,3820011884.0,39,37,CNMLAMPL,Qualquer,147.547,-1,0.0,"PL CC 8747/000 1030X530X9,0 01",38,576.0,28,1
167,1600079061,20.0,45,3820011884.0,39,37,CNMLAMPL,Qualquer,62.494,-1,0.0,"PL CC 8747/000 1030X530X6,5 01",38,281.52,28,1
168,1600079060,10.0,45,3820011884.0,39,37,CNMLAMPL,Qualquer,65.87,-1,0.0,"PL CC 8747/000 1030X530X4,5 01",38,255.29999999999998,28,1
169,1600079366,30.0,46,3820011881.0,29,29,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1220X4,0-25M 01",29,103.67999999999999,29,1
170,1600079367,30.0,46,3820011881.0,29,29,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1220X4,0 NE",29,90.89999999999999,28,1
171,1600079365,20.0,46,3820011881.0,29,29,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1220X3,0 NE",29,60.17999999999999,28,1
172,1600079364,20.0,46,3820011881.0,29,29,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1220X3,0-22M 01",29,73.32,29,1
173,1600079006,10.0,47,3820011881.0,34,30,CNMLAMPL,Qualquer,12.362,-1,0.0,"PL CC 8006/000 920X620X3,0 NE",31,96.78,28,1
174,1600079005,10.0,47,3820011881.0,34,30,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8006/000 920X620X3,0 05",34,30.0,34,1
175,1600079313,10.0,48,3820011876.0,44,44,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5700/PPA 1000X20,0-10M 01",44,4693.32,28,1
176,1600079314,10.0,48,3820011876.0,44,44,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5700/PPA 1000X20,0-10M 01",44,4693.32,28,1
177,1600079315,10.0,48,3820011876.0,44,44,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5700/PPA 1000X20,0-10M 01",44,4693.32,28,1
178,1600079317,10.0,48,3820011876.0,44,44,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5700/PPA 1000X20,0-10M 01",44,4693.32,28,1
179,1600079318,10.0,48,3820011876.0,44,44,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5700/PPA 1000X20,0-10M 01",44,4693.32,28,1
180,1600079319,10.0,48,3820011876.0,45,44,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5700/PPA 1000X20,0-10M 01",45,3626.6400000000003,28,1
181,1600078421,20.0,49,3820011847.0,39,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8002/000 915X610X11,8 02",38,218.76,39,1
182,1600078422,20.0,49,3820011847.0,39,37,CNMLAMPL,Qualquer,85.002,-1,0.0,"PL CC 8002/000 915X610X11,8 NE",38,284.52,28,1
183,1600078420,10.0,49,3820011847.0,39,37,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8002/000 915X610X5,8 04",39,646.14,39,1
184,1600078419,10.0,49,3820011847.0,39,37,CNMLAMPL,Qualquer,265.723,-1,0.0,"PL CC 8002/000 915X610X5,8 NE",38,1530.72,28,1
185,1600078418,10.0,50,3820011843.0,35,35,CNMLAMPL,E01,149.853,-1,0.0,"PL CC 8004/E01 1000X500X6,0 NE",35,656.04,28,1
186,1600079071,20.0,59,3820011785.0,28,28,CRMSERRA,Qualquer,0.0,-1,0.0,"PL CR S112/PV1 1000X100X25,0 NE",28,30.0,28,1
187,1600079072,20.0,59,3820011785.0,28,28,CRMLAMPL,Printing,0.334,-1,0.0,"PL CR S112/PV1 1000X1000X25,0 NE",28,0.3,28,1
188,1600079068,10.0,59,3820011785.0,28,28,CRMSERRA,Qualquer,0.0,-1,0.0,"PL CR S112/PV1 1000X100X25,0 NE",28,66.0,28,1
189,1600079069,10.0,59,3820011785.0,28,28,CRMLAMPL,Printing,0.667,-1,0.0,"PL CR S112/PV1 1000X1000X25,0 NE",28,0.6,28,1
190,1600078780,40.0,60,3820011776.0,28,28,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 55,28,174.54,28,1
191,1600078781,40.0,60,3820011776.0,28,28,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 NE,28,174.54,28,1
192,1600078776,30.0,60,3820011776.0,28,28,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 48,28,144.0,28,1
193,1600078777,30.0,60,3820011776.0,28,28,CCSMTAME,Qualquer,0.0,2304,0.0,MB ML C221 12W NT 000 NE,28,144.0,28,1
194,1600078778,30.0,60,3820011776.0,28,28,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C221/000 570X375X7,0 NE",28,69.47999999999999,28,1
195,1600078769,20.0,60,3820011776.0,28,28,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C209 21W NT 000 02,28,240.0,28,1
196,1600078770,20.0,60,3820011776.0,28,28,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C209 21W NT 000 NE,28,221.52,28,1
197,1600078771,20.0,60,3820011776.0,28,28,CCSSECME,Qualquer,0.0,2304,0.0,"PL ML C209/000 1180X880X9,0 NE",28,180.0,28,1
198,1600078977,150.0,61,3820011770.0,30,29,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1049/000 1270X1040X3,0 02",30,4.8,30,1
199,1600078978,150.0,61,3820011770.0,30,29,CRMLAMPL,Qualquer,1.2,-1,0.0,"PL CR 1049/000 1270X1040X3,0 NE",30,28.5,28,1
200,1600078973,140.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,1.001,-1,0.0,"PL CR 2587/000 1000X1000X10,0 NE",30,10.260000000000002,28,1
201,1600078972,140.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 2587/000 1000X1000X10,0 01",30,4.0200000000000005,30,1
202,1600078968,130.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,0.477,-1,0.0,"PL CR 2587/000 1000X1000X7,0 NE",30,5.58,28,1
203,1600078967,130.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 2587/000 1000X1000X7,0 00",30,1.92,30,1
204,1600078964,120.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,0.2,-1,0.0,"PL CR 2587/000 1000X1000X2,0 NE",30,4.56,28,1
205,1600078963,120.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 2587/000 1000X1000X2,0 00",30,0.7799999999999999,30,1
206,1600078961,110.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,0.201,-1,0.0,"PL CR 2587/000 1000X1000X1,0 NE",30,11.82,28,1
207,1600078960,110.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 2587/000 1000X1000X1,0 00",30,0.7799999999999999,30,1
208,1600078956,100.0,63,3820011770.0,28,28,CRMLAMPL,Printing,0.844,-1,0.0,"PL CR S700/PT1 915X915X4,0 NE",28,15.36,28,1
209,1600078944,90.0,62,3820011770.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1302/000 1020X3,0 NE",30,21.78,28,1
210,1600078943,90.0,62,3820011770.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1302/000 1020X3,0-22M 00",30,21.18,30,1
211,1600078939,80.0,62,3820011770.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1302/000 1020X2,0 NE",30,147.6,28,1
212,1600078938,80.0,62,3820011770.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1302/000 1020X2,0-33M 00",30,132.35999999999999,30,1
213,1600078927,70.0,61,3820011770.0,30,29,CRMLAMPL,Qualquer,0.2,-1,0.0,"PL CR 1237/000 1000X1000X10,0 NE",30,1.5599999999999998,28,1
214,1600078926,70.0,61,3820011770.0,30,29,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X1000X10,0 02",30,0.7799999999999999,30,1
215,1600078915,60.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,0.417,-1,0.0,"PL CI 5351/000 1040X1040X4,0 NE",30,4.5,28,1
216,1600078914,60.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 1040X1040X4,0 SE",30,1.6199999999999999,30,1
217,1600078913,50.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,0.6,-1,0.0,"PL CR 1028/000 1000X1000X2,0 NE",30,11.76,28,1
218,1600078912,50.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1028/000 1000X1000X2,0 SE",30,2.4,30,1
219,1600078911,40.0,62,3820011770.0,30,30,CRMLAMPL,Qualquer,0.514,-1,0.0,"PL CR 1028/000 1000X1000X1,2 NE",30,28.799999999999997,28,1
220,1600078910,40.0,62,3820011770.0,30,30,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1028/000 1000X1000X1,2 20",30,1.92,30,1
221,1600078909,30.0,62,3820011770.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1049/000 1060X5,0 NE",30,50.339999999999996,28,1
222,1600078908,30.0,62,3820011770.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1049/000 1060X5,0-13M 00",30,52.38,30,1
223,1600078907,20.0,63,3820011770.0,28,28,CRMLAMPL,Qualquer,0.4,-1,0.0,"PL CR 1049/000 1000X1000X3,0 NE",28,7.92,28,1
224,1600078906,20.0,63,3820011770.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1049/000 1000X1000X3,0 03",28,1.6199999999999999,28,1
225,1600078905,10.0,63,3820011770.0,28,28,CRMLAMPL,Qualquer,0.801,-1,0.0,"PL CR 1049/000 1000X1000X1,0 NE",28,47.22,28,1
226,1600078904,10.0,63,3820011770.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1049/000 1000X1000X1,0 03",28,3.1799999999999997,28,1
227,1600078886,90.0,64,3820011757.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 950X650X3,0 BC",28,7.5,28,1
228,1600078887,90.0,64,3820011757.0,28,28,CRMLAMPL,Qualquer,1.577,-1,0.0,"PL CI 5351/000 950X650X3,0 NE",28,20.82,28,1
229,1600078884,80.0,64,3820011757.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CI 5351/000 950X650X1,6 01",28,7.98,28,1
230,1600078885,80.0,64,3820011757.0,28,28,CRMLAMPL,Qualquer,1.701,-1,0.0,"PL CI 5351/000 950X650X1,6 NE",28,72.72,28,1
231,1600078754,30.0,65,3820011756.0,39,35,CCSEBKDV,Qualquer,0.0,2304,0.0,"KT CI 5351/000 100-O 3,3 01",39,40.02,39,1
232,1600078756,30.0,65,3820011756.0,39,35,CCSPINAC,Qualquer,0.0,2304,0.0,"FQ CI 5351/CBK 100-O 3,3 NE",39,64.02,39,1
233,1600078758,30.0,65,3820011756.0,39,35,CRMCOLQD,Qualquer,0.0,2304,0.0,QD CI 5351/OCL 100-O 190 NE,35,14.58,39,1
234,1600078757,30.0,65,3820011756.0,39,35,CRMLAMPL,Qualquer,0.0,2304,0.0,"FQ CI 5351/000 100-O 3,3 NE",36,75.41999999999999,39,1
235,1600078755,30.0,65,3820011756.0,39,35,CCSBALJT,Qualquer,0.0,2304,0.0,"JT CI 5351/000 100-O 3,3 NE",39,78.66,39,1
236,1600078759,30.0,65,3820011756.0,39,35,CRMSERRA,Qualquer,3.222,2304,0.0,QD CI 5351/000 100-O 190 NE,35,41.82,28,1
237,1600078753,20.0,65,3820011756.0,36,35,CRMSERRA,Qualquer,1.626,2304,0.0,QD CI 5351/000 100-AU 190 NE,35,31.740000000000002,28,1
238,1600078752,20.0,65,3820011756.0,36,35,CRMCOLQD,Qualquer,0.0,2304,0.0,QD CI 5351/OCL 100-AU 190 NE,35,9.0,36,1
239,1600078751,20.0,65,3820011756.0,36,35,CRMLAMPL,Qualquer,0.0,2304,0.0,"FQ CI 5351/000 100-AU 3,5 NE",36,54.24,36,1
240,1600078750,20.0,65,3820011756.0,36,35,CCSBALJT,Qualquer,0.0,2304,0.0,"JT CI 5351/000 100-AU 3,5 NE",36,52.5,36,1
241,1600078749,20.0,65,3820011756.0,36,35,CCSEBKDV,Qualquer,0.0,2304,0.0,"KT CI 5351/000 100-AU 3,5 01",28,0.0,36,1
242,1600078743,10.0,65,3820011756.0,36,35,CCSDIVJT,Qualquer,0.0,2304,0.0,"FQ CR 104-M/OCL C317 3,8 NE",36,136.5,36,1
243,1600078740,10.0,65,3820011756.0,37,35,CCSEBKDV,Qualquer,0.0,2304,0.0,"KT ML C317/000 104/5M 3,8 00",37,129.60000000000002,36,1
244,1600078747,10.0,65,3820011756.0,36,35,CCSDIVJT,Qualquer,0.0,2304,0.0,"FQ ML C317/000 104-MM 3,8 NE",36,27.6,36,1
245,1600078746,10.0,65,3820011756.0,36,35,CCSTRIVA,Qualquer,0.0,2304,0.0,"FQ ML C317/OGL 104-M 3,8 NE",36,13.68,36,1
246,1600078744,10.0,65,3820011756.0,36,35,CCSTRIVA,Qualquer,0.0,2304,0.0,"FQ CR GT56/000 104-M 1,2 NE",36,27.3,36,1
247,1600078742,10.0,65,3820011756.0,36,35,CCSBALJT,Qualquer,0.0,2304,0.0,"JT ML C317/000 104-M 3,8 NE",36,90.66,36,1
248,1600078745,10.0,65,3820011756.0,36,35,CRMLAMPL,Qualquer,0.114,2304,0.0,"PL CR GT56/000 1270X660X1,2 NE",36,5.22,28,1
249,1600078748,10.0,65,3820011756.0,36,35,CRMLAMPL,Qualquer,1.179,2304,0.0,"PL CR GT56/T01 1270X660X3,4 NE",36,42.599999999999994,28,1
250,1600077771,90.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5057/000 1000X6,0 NE",30,62.22,28,1
251,1600077770,90.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5057/000 1000X6,0-17M KS",30,56.82,30,1
252,1600077768,80.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X5,0-20M 00",30,49.199999999999996,30,1
253,1600077769,80.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X5,0 NE",30,47.64,28,1
254,1600077767,70.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X4,0 NE",30,18.12,28,1
255,1600077766,70.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X4,0-25M KS",30,20.759999999999998,30,1
256,1600077764,60.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X3,0-34M 01",30,22.68,30,1
257,1600077765,60.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5057/000 1000X3,0 NE",30,19.560000000000002,28,1
258,1600077763,50.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X2,0 NE",30,21.299999999999997,28,1
259,1600077762,50.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5057/T02 1000X2,0-50M KS",30,24.479999999999997,30,1
260,1600077761,40.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5057/000 1000X1,0 NE",30,21.299999999999997,28,1
261,1600077760,40.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5057/000 1000X1,0-100M KS",30,14.459999999999999,30,1
262,1600077759,30.0,66,3820011751.0,30,30,CRMLAMPL,Printing,0.267,-1,0.0,"PL CR 1028/PTS 1000X1000X2,0 NE",30,5.22,28,1
263,1600077757,20.0,66,3820011751.0,30,30,CRMLAMPL,Printing,0.214,-1,0.0,"PL CR 1028/PTS 1000X1000X1,5 NE",30,5.04,28,1
264,1600077755,10.0,66,3820011751.0,30,30,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CR 1028/2T5 1000X1,5 NE",30,22.02,28,1
265,1600077754,10.0,66,3820011751.0,30,30,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CR 1028/2T5 1000X1,5-44M 01",30,20.939999999999998,30,1
266,1600078181,80.0,67,3820011747.0,29,28,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000 915X610X6,4 03",28,3.42,29,1
267,1600078182,80.0,67,3820011747.0,29,28,CNMLAMPL,Qualquer,1.321,-1,0.0,"PL CC 8004/000  915X610X6,4  NE",28,8.100000000000001,28,1
268,1600077746,70.0,67,3820011747.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X500X6,4 00",28,4.319999999999999,29,1
269,1600077747,70.0,67,3820011747.0,29,28,CRMLAMPL,Qualquer,2.174,-1,0.0,"PL CR 1237/000 1000X500X6,4 NE",28,9.96,28,1
270,1600077744,60.0,67,3820011747.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X500X4,8 00",28,4.5,29,1
271,1600077745,60.0,67,3820011747.0,29,28,CRMLAMPL,Qualquer,2.259,-1,0.0,"PL CR 1237/000 1000X500X4,8 NE",28,12.120000000000001,28,1
272,1600077743,50.0,67,3820011747.0,29,28,CRMLAMPL,Qualquer,8.109,-1,0.0,"PL CR 1237/000 1000X500X4,0 NE",28,48.120000000000005,28,1
273,1600077742,50.0,67,3820011747.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X500X4,0 00",28,16.02,29,1
274,1600077741,40.0,67,3820011747.0,28,28,CRMLAMPL,Qualquer,17.392,-1,0.0,"PL CR 1237/000 1000X500X3,2 NE",28,118.8,28,1
275,1600077740,40.0,67,3820011747.0,29,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X500X3,2 00",28,34.44,28,1
276,1600077738,30.0,67,3820011747.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X500X2,4 00",28,16.02,28,1
277,1600077739,30.0,67,3820011747.0,28,28,CRMLAMPL,Qualquer,8.065,-1,0.0,"PL CR 1237/000 1000X500X2,4 NE",28,58.8,28,1
278,1600077736,20.0,67,3820011747.0,28,28,CRMEMBPL,Qualquer,0.0,-1,0.0,"PL CR 1237/000 1000X500X1,6 00",28,6.42,28,1
279,1600077737,20.0,67,3820011747.0,28,28,CRMLAMPL,Qualquer,3.225,-1,0.0,"PL CR 1237/000 1000X500X1,6 NE",28,31.44,28,1
280,1600078183,10.0,67,3820011747.0,29,28,CNMEMBPL,Qualquer,0.0,-1,0.0,"PL CC 8004/000  915X610X4,8 CA",29,6.0,29,1
281,1600078184,10.0,67,3820011747.0,29,28,CNMLAMPL,Qualquer,2.536,-1,0.0,"PL CC 8004/000 915X610X4,8 NE",29,14.040000000000001,28,1
282,1600078382,30.0,68,3820011745.0,46,44,CNMEMBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M 58",44,470.16,46,1
283,1600078383,30.0,68,3820011745.0,46,44,CNMREBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M NE",44,470.16,46,1
284,1600078384,30.0,68,3820011745.0,46,44,CNMLAMMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8 NE",44,482.76,28,1
285,1600077735,20.0,68,3820011745.0,46,44,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/000 1000X2,0 NE",44,766.26,28,1
286,1600077734,20.0,68,3820011745.0,46,44,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/PGK 1000X2,0-8M FR",46,766.1999999999999,46,1
287,1600077732,10.0,69,3820011745.0,43,43,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/000 1000X2,0 NE",43,3371.3999999999996,28,1
288,1600078299,20.0,70,3820011744.0,42,42,CNMEMBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M 58",42,470.16,42,1
289,1600078380,20.0,70,3820011744.0,42,42,CNMREBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M NE",42,470.16,42,1
290,1600078381,20.0,70,3820011744.0,42,42,CNMLAMMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8 NE",42,482.76,28,1
291,1600077730,10.0,71,3820011744.0,41,41,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/000 1000X2,0 NE",41,3371.3999999999996,28,1
292,1600077731,10.0,71,3820011744.0,49,41,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/PGK 1000X2,0-15M FR",40,3371.46,41,3
293,1600078716,40.0,72,3820011743.0,51,40,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 7 000 03,40,43.62,51,1
294,1600078717,40.0,72,3820011743.0,51,40,CCSMTMME,Qualquer,0.0,2304,0.0,MB ML C221 15W NT 000 NE,40,43.62,28,1
295,1600078296,30.0,72,3820011743.0,51,40,CNMEMBMA,Qualquer,0.0,2304,0.0,"RL CC 8210/000 1000X1,8-10M 58",40,470.16,51,1
296,1600078297,30.0,72,3820011743.0,51,40,CNMREBMA,Qualquer,0.0,2304,0.0,"RL CC 8210/000 1000X1,8-10M NE",40,470.16,51,1
297,1600078298,30.0,72,3820011743.0,51,40,CNMLAMMA,Qualquer,0.0,2304,0.0,"RL CC 8210/000 1000X1,8 NE",40,482.76,28,1
298,1600077729,20.0,72,3820011743.0,51,40,CRMLAMRL,Qualquer,0.0,2304,0.0,"RL CI P 5057/000 1000X2,0 NE",40,766.26,28,1
299,1600077728,20.0,72,3820011743.0,51,40,CRMVSMRL,Qualquer,0.0,2304,0.0,"RL CI P 5057/PGK 1000X2,0-8M FR",43,766.1999999999999,51,1
300,1600077726,10.0,72,3820011743.0,40,40,CRMLAMRL,Qualquer,0.0,2304,0.0,"RL CI P 5057/000 1000X2,0 NE",40,3371.3999999999996,28,1
301,1600077727,10.0,72,3820011743.0,51,40,CRMVSMRL,Qualquer,0.0,2304,0.0,"RL CI P 5057/PGK 1000X2,0-15M FR",49,3371.46,40,3
302,1600078713,30.0,73,3820011742.0,38,38,CCSEMBME,Qualquer,0.0,2304,0.0,MB ML C214 12W NT 100 35,38,16.68,28,1
303,1600078292,20.0,74,3820011742.0,37,37,CNMEMBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M 58",37,470.16,37,1
304,1600078293,20.0,74,3820011742.0,37,37,CNMREBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M NE",37,470.16,37,1
305,1600078294,20.0,74,3820011742.0,37,37,CNMLAMMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8 NE",37,482.76,28,1
306,1600077724,10.0,75,3820011742.0,39,39,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/000 1000X2,0 NE",39,3371.3999999999996,28,1
307,1600077725,10.0,75,3820011742.0,48,39,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/PGK 1000X2,0-15M FR",40,3371.46,39,3
308,1600078710,30.0,76,3820011740.0,35,34,CCSEMBME,Qualquer,0.0,2304,0.0,MB OT MDF 12W NT 201 25,35,33.36,28,1
309,1600078289,20.0,77,3820011740.0,36,30,CNMEMBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M 58",36,470.16,36,1
310,1600078290,20.0,77,3820011740.0,36,30,CNMREBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8-10M NE",35,470.16,36,1
311,1600078291,20.0,77,3820011740.0,36,30,CNMLAMMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X1,8 NE",30,482.76,28,1
312,1600077706,10.0,78,3820011740.0,37,37,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/000 1000X2,0 NE",37,3371.3999999999996,28,1
313,1600077707,10.0,78,3820011740.0,46,37,CRMVSMRL,Qualquer,0.0,-1,0.0,"RL CI P 5057/PGK 1000X2,0-15M FR",40,3371.46,37,3
314,1600077719,110.0,79,3820011714.0,30,28,CNMREBMM,Qualquer,0.0,-1,0.0,"RL CC 8210/000 500X4,0-8M NE",28,130.92,30,1
315,1600077720,110.0,79,3820011714.0,30,28,CNMLAMMM,Qualquer,0.0,-1,0.0,"RL CC 8210/000 500X4,0 NE",28,80.82,28,1
316,1600077718,110.0,79,3820011714.0,30,28,CNMEMBMM,Qualquer,0.0,-1,0.0,"RL CC 8210/000 500X4,0-8M 01",28,35.64,30,1
317,1600077716,100.0,79,3820011714.0,30,28,CNMREBMM,Qualquer,0.0,-1,0.0,"RL CC 8210/000 500X2,0-8M NE",28,214.92,30,1
318,1600077717,100.0,79,3820011714.0,30,28,CNMLAMMM,Qualquer,0.0,-1,0.0,"RL CC 8210/000 500X2,0 NE",28,91.2,28,1
319,1600077715,100.0,79,3820011714.0,30,28,CNMEMBMM,Qualquer,0.0,-1,0.0,"RL CC 8210/000 500X2,0-8M 02",28,71.28,30,1
320,1600077714,90.0,79,3820011714.0,30,28,CNMVSMRL,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X4,0-10M NE",28,285.71999999999997,28,1
321,1600077713,90.0,79,3820011714.0,30,28,CNMVSMEB,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X4,0-10M PA",28,285.71999999999997,30,1
322,1600077711,80.0,79,3820011714.0,30,28,CNMREBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X2,0-10M NE",30,150.83999999999997,30,1
323,1600077712,80.0,79,3820011714.0,30,28,CNMLAMMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X2,0 NE",28,152.4,28,1
324,1600077710,80.0,79,3820011714.0,30,28,CNMEMBMA,Qualquer,0.0,-1,0.0,"RL CC 8210/000 1000X2,0-10M PA",30,150.83999999999997,30,1
325,1600077331,30.0,80,3820011712.0,29,29,CRMRLMEI,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X4,5-15M 11",29,654.5400000000001,29,1
326,1600077332,30.0,80,3820011712.0,29,29,CRMLAMRL,Qualquer,0.0,-1,0.0,"RL CI 5015/000 1000X4,5 NE",29,598.3199999999999,28,1
