,of,ct,duracao,semana,ov
4675,1600063483,57,33,15,3823000407
4676,1600063483,57,33,15,3823000407
4677,1600063557,57,5,15,3823000225
4678,1600063557,57,5,15,3823000225
4679,1600063557,57,5,15,3823000225
4680,1600063557,57,5,15,3823000225
4681,1600063557,57,5,15,3823000225
4682,1600063557,57,5,15,3823000225
4683,1600063557,57,5,15,3823000225
4684,1600063557,57,5,15,3823000225
4685,1600064005,57,11,15,3823000427
4686,1600064005,57,11,15,3823000427
4687,1600064005,57,11,15,3823000427
4688,1600064005,57,11,15,3823000427
4689,1600064010,57,105,15,3823000427
4690,1600064010,57,105,15,3823000427
4691,1600064010,57,105,15,3823000427
4692,1600064010,57,105,15,3823000427
4693,1600064015,57,34,15,3823000427
4694,1600064015,57,34,15,3823000427
4695,1600064015,57,34,15,3823000427
4696,1600064015,57,34,15,3823000427
4697,1600064024,57,26,15,3823000427
4698,1600064024,57,26,15,3823000427
4699,1600064024,57,26,15,3823000427
4700,1600064024,57,26,15,3823000427
4701,1600064029,57,24,15,3823000427
4702,1600064029,57,24,15,3823000427
4703,1600064029,57,24,15,3823000427
4704,1600064029,57,24,15,3823000427
4705,1600064034,57,17,15,3823000427
4706,1600064034,57,17,15,3823000427
4707,1600064034,57,17,15,3823000427
4708,1600064034,57,17,15,3823000427
4709,1600064039,57,31,15,3823000427
4710,1600064039,57,31,15,3823000427
4711,1600064039,57,31,15,3823000427
4712,1600064039,57,31,16,3823000427
4713,1600064044,57,24,16,3823000427
4714,1600064044,57,24,16,3823000427
4715,1600064044,57,24,16,3823000427
4716,1600064044,57,24,16,3823000427
4717,1600064170,57,48,0,3820010193
4718,1600064174,57,35,16,3820010203
4719,1600064315,57,6,16,3820010240
4720,1600064315,57,6,16,3820010240
4721,1600064315,57,6,16,3820010240
4722,1600064315,57,6,16,3820010240
4723,1600065857,57,110,13,3820008318
4724,1600066503,57,3,16,3820010304
4725,1600066628,57,2,16,3820010467
4726,1600066628,57,2,16,3820010467
4727,1600066863,57,5,16,3823000261
4728,1600066863,57,5,16,3823000261
4729,1600066863,57,5,16,3823000261
4730,1600066863,57,5,16,3823000261
4731,1600066872,57,14,16,3820010521
4732,1600067276,57,3,16,3820010494
4733,1600067288,57,8,16,3820010494
4734,1600067294,57,15,16,3820010494
4735,1600067300,57,8,16,3820010405
4736,1600067300,57,8,16,3820010405
4737,1600067338,57,7,16,3820010464
4738,1600067338,57,7,16,3820010464
4739,1600067343,57,9,16,3820010464
4740,1600067343,57,9,16,3820010464
4741,1600067348,57,19,16,3820010464
4742,1600067348,57,19,16,3820010464
4743,1600067353,57,12,16,3820010464
4744,1600067353,57,12,16,3820010464
4745,1600067358,57,5,16,3820010464
4746,1600067358,57,5,16,3820010464
4747,1600067363,57,7,16,3820010464
4748,1600067363,57,7,16,3820010464
4749,1600067436,57,2,16,3820010465
4750,1600067436,57,2,16,3820010465
4751,1600067441,57,24,16,3820010465
4752,1600067441,57,24,16,3820010465
4753,1600067454,57,19,16,3820010465
4754,1600067454,57,19,16,3820010465
4755,1600067459,57,5,16,3820010466
4756,1600067459,57,5,16,3820010466
4757,1600067474,57,4,16,3820010491
4758,1600067500,57,16,16,3820010595
4759,1600067505,57,9,16,3820010595
4760,1600067525,57,15,0,3823000441
4761,1600067525,57,15,0,3823000441
4762,1600067525,57,15,0,3823000441
4763,1600067525,57,15,0,3823000441
4764,1600067525,57,15,0,3823000441
4765,1600067525,57,15,0,3823000441
4766,1600067525,57,15,0,3823000441
4767,1600067525,57,15,0,3823000441
4768,1600067530,57,13,0,3823000441
4769,1600067530,57,13,0,3823000441
4770,1600067530,57,13,0,3823000441
4771,1600067530,57,13,0,3823000441
4772,1600067530,57,13,0,3823000441
4773,1600067530,57,13,0,3823000441
4774,1600067530,57,13,0,3823000441
4775,1600067530,57,13,0,3823000441
4776,1600067661,57,10,13,3823000328
4777,1600067661,57,10,13,3823000328
4778,1600067661,57,10,13,3823000328
4779,1600067661,57,10,13,3823000328
4780,1600067661,57,10,13,3823000328
4781,1600067661,57,10,13,3823000328
4782,1600067661,57,10,13,3823000328
4783,1600067661,57,10,13,3823000328
4784,1600068080,57,14,16,3820010714
4785,1600068085,57,63,16,3820010714
4786,1600068127,57,58,16,3820010717
4787,1600068496,57,7,13,3820008683
4788,1600068496,57,7,13,3820008683
4789,1600070184,57,4,16,3820010722
4790,1600070592,57,30,16,3823000244
4791,1600070592,57,30,16,3823000244
4792,1600070592,57,30,16,3823000244
4793,1600070592,57,30,16,3823000244
4794,1600071734,57,117,13,3820008318
4795,1600072046,57,119,16,3820009977
4796,383387098,0,4286,-1,3820011016
4797,383387125,1,31,-1,3820011202
4798,383387125,2,31,-1,3820011202
4799,383387127,3,2,-1,3820011118
4800,383387128,4,24,-1,3820011202
4801,383387129,5,750,-1,3820011118
4802,383387129,6,750,-1,3826000006
4803,383387130,7,83,-1,3826000006
4804,383387130,8,83,-1,3820007537
4805,383387131,9,60,-1,3820003933
4806,383387132,10,8,-1,3820011193
4807,383387134,11,8,-1,3820011188
4808,383387135,12,53,-1,3820010237
4809,383387135,13,53,-1,3820010525
4810,383387136,14,96,-1,3820000476
4811,383387137,15,32,-1,3823000504
4812,383387140,16,24,-1,3820001587
4813,383387141,17,32,-1,3820000685
4814,383387142,18,40,-1,3820000686
4815,383387143,19,28,-1,3820003933
4816,383387147,20,16,-1,3820003933
4817,383387148,21,32,-1,3820003933
4818,383387149,22,34,-1,3820003933
4819,383387155,23,222,-1,3820003933
4820,383387156,24,250,-1,3820003933
4821,383387156,25,250,-1,3820003933
4822,383387157,26,28,-1,3820003933
4823,383387159,27,18,-1,3820003933
4824,383387160,28,48,-1,3820003933
4825,383387165,29,130,-1,3820003933
4826,383387168,30,150,-1,3820003933
4827,383387170,31,225,-1,3820003933
4828,383387174,32,40,-1,3820003933
4829,383387176,33,204,-1,3820003933
4830,383387177,34,182,-1,3820003933
4831,383387178,35,29,-1,3820003933
4832,383387180,36,27,-1,3820003933
4833,383387181,37,27,-1,3820003933
4834,383387182,38,1,-1,3820003933
4835,383387183,39,1,-1,3820003933
4836,383387186,40,8,-1,3820003933
4837,383387187,41,32,-1,3820003933
4838,383387188,42,4,-1,3820003933
4839,383387188,43,4,-1,3820003933
4840,383387190,44,4,-1,3820003933
4841,383387192,45,53,-1,3820003933
4842,383387192,46,53,-1,3820003933
4843,383387194,47,1477,-1,3820003933
4844,383387197,48,1277,-1,3820003933
4845,383387199,49,202,-1,3820003933
4846,383387217,50,2,-1,3820003933
4847,383387250,51,800,-1,3820003933
4848,383387251,52,44,-1,3820003933
4849,383387253,53,1560,-1,3820003933
4850,383387254,54,67,-1,3820003933
4851,383387258,55,20,-1,3820003933
4852,383387259,56,652,-1,3820003933
4853,383387260,57,2,-1,3820003933
4854,383387260,58,2,-1,3820003933
4855,383387261,59,2,-1,3820003985
