,of,ct,duracao,semana,ov
2466,1600059118,55,244,25,3823000228
2467,1600059118,55,244,25,3823000228
2468,1600059118,55,244,25,3823000228
2469,1600059151,55,1200,23,3820001353
2470,1600059160,55,967,26,3823000267
2471,1600059160,55,967,25,3823000267
2472,1600059160,55,967,25,3823000267
2473,1600059160,55,967,25,3823000267
2474,1600059161,55,218,25,3823000267
2475,1600059161,55,218,25,3823000267
2476,1600059161,55,218,26,3823000267
2477,1600059161,55,218,26,3823000267
2478,1600059178,55,112,26,3823000267
2479,1600059178,55,112,26,3823000267
2480,1600059178,55,112,26,3823000267
2481,1600059178,55,112,26,3823000267
2482,1600059179,55,182,26,3823000267
2483,1600059179,55,182,26,3823000267
2484,1600059179,55,182,26,3823000267
2485,1600059179,55,182,26,3823000267
2486,1600059181,55,133,0,3820008213
2487,1600059183,55,100,0,3820008213
2488,1600059211,55,103,25,3820003990
2489,1600059216,55,242,25,3820009667
2490,1600059340,55,101,1,3820009668
2491,1600059346,55,30,25,3820009677
2492,1600059348,55,12,25,3820009677
2493,1600059350,55,20,25,3820009677
2494,1600059352,55,8,25,3820009677
2495,1600059354,55,7,25,3820009677
2496,1600059356,55,7,25,3820009677
2497,1600059358,55,5,25,3820009677
2498,1600059360,55,16,25,3820009679
2499,1600059364,55,44,25,3820009680
2500,1600059370,55,91,25,3820009703
2501,1600059372,55,178,25,3820009704
2502,1600059372,55,178,25,3820009704
2503,1600059374,55,18,26,3820009707
2504,1600059376,55,18,26,3820009708
2505,1600059384,55,6,1,3820009710
2506,1600059387,55,7,1,3820009710
2507,1600059390,55,8,1,3820009710
2508,1600059393,55,3,1,3823000369
2509,1600059393,55,3,1,3823000369
2510,1600059393,55,3,1,3823000369
2511,1600059393,55,3,1,3823000369
2512,1600059414,55,52,26,3820009717
2513,1600059417,55,27,26,3820009741
2514,1600059511,55,59,1,3820009747
2515,1600059511,55,59,1,3820009747
2516,1600059513,55,160,1,3820009747
2517,1600059513,55,160,1,3820009747
2518,1600059515,55,27,1,3820009747
2519,1600059515,55,27,1,3820009747
2520,1600059916,55,2,10,3820009476
2521,1600060080,55,31,1,3820009747
2522,1600060080,55,31,1,3820009747
2523,1600060090,55,278,1,3820009747
2524,1600060090,55,278,1,3820009747
2525,1600060100,55,4,1,3820009747
2526,1600060100,55,4,1,3820009747
2527,1600060102,55,7,1,3820009747
2528,1600060102,55,7,1,3820009747
2529,1600060106,55,375,26,3820009748
2530,1600060114,55,121,1,3820009754
2531,1600060114,55,121,1,3820009754
2532,1600060117,55,9,26,3820009755
2533,1600060123,55,121,1,3820009756
2534,1600060123,55,121,1,3820009756
2535,1600060136,55,34,26,3820009795
2536,1600060355,55,5,24,3820009448
2537,1600060357,55,19,26,3820009568
2538,1600060359,55,38,26,3820009568
2539,1600060370,55,608,18,3823000341
2540,1600060370,55,608,18,3823000341
2541,1600060370,55,608,18,3823000341
2542,1600060370,55,608,18,3823000341
2543,1600060370,55,608,18,3823000341
2544,1600060370,55,608,18,3823000341
2545,1600060370,55,608,18,3823000341
2546,1600060370,55,608,18,3823000341
2547,1600060375,55,1373,15,3823000341
2548,1600060375,55,1373,15,3823000341
2549,1600060375,55,1373,15,3823000341
2550,1600060375,55,1373,15,3823000341
2551,1600060375,55,1373,15,3823000341
2552,1600060375,55,1373,15,3823000341
2553,1600060375,55,1373,15,3823000341
2554,1600060375,55,1373,15,3823000341
2555,1600060381,55,20,25,3820009569
2556,1600060383,55,6,25,3820009569
2557,1600060773,55,36,1,3820009832
2558,1600060776,55,60,1,3820009832
2559,1600060800,55,33,26,3820009854
2560,1600060802,55,29,26,3820009854
2561,1600060804,55,34,26,3820009854
2562,1600060810,55,32,26,3820009861
2563,1600060810,55,32,26,3820009861
2564,1600060813,55,6,26,3820009863
2565,1600060813,55,6,26,3820009863
2566,1600060815,55,288,1,3820009864
2567,1600060817,55,81,1,3820009864
2568,1600060821,55,12,1,3820009864
2569,1600060826,55,0,26,3820009867
2570,1600060828,55,72,26,3820009901
2571,1600060830,55,300,26,3820009901
2572,1600060832,55,336,26,3820009901
2573,1600060865,55,89,26,3820009908
2574,1600060867,55,11,26,3820009908
2575,1600060887,55,70,26,3820009584
2576,1600060945,55,138,26,3820009643
2577,1600061002,55,119,26,3820009713
2578,1600061017,55,292,26,3820009736
2579,1600061020,55,1350,26,3820009966
2580,1600061067,55,38,26,3820009737
2581,1600061078,55,534,26,3820009738
2582,1600061098,55,67,26,3820009739
2583,1600061124,55,1309,1,3823000406
2584,1600061124,55,1309,1,3823000406
2585,1600061124,55,1309,1,3823000406
2586,1600061124,55,1309,1,3823000406
2587,1600061319,55,198,26,3820009990
2588,1600061322,55,18,1,3820009991
2589,1600061324,55,47,1,3820009991
2590,1600061523,55,22,26,3820010019
2591,1600061551,55,13,26,3820010021
2592,1600061605,55,47,26,3820010021
2593,1600061974,55,7,1,3820010053
2594,1600061976,55,24,26,3820010054
2595,1600061978,55,63,26,3820010054
2596,1600061988,55,534,26,3820009740
2597,1600061994,55,534,26,3820009740
2598,1600062000,55,18,26,3820010054
2599,1600062002,55,210,26,3820010054
2600,1600062004,55,120,1,3820010055
2601,1600062014,55,43,1,3820010055
2602,1600062016,55,9,1,3820010055
2603,1600062020,55,534,26,3820009740
2604,1600062025,55,63,1,3820009747
2605,1600062025,55,63,1,3820009747
2606,1600062028,55,63,1,3820009747
2607,1600062028,55,63,1,3820009747
2608,1600062037,55,39,26,3820009753
2609,1600062042,55,231,26,3820009753
2610,1600062048,55,121,26,3820009753
2611,1600062053,55,32,26,3820009753
2612,1600062073,55,3,26,3820009769
2613,1600062076,55,267,26,3820009770
2614,1600062079,55,171,26,3820009770
2615,1600062082,55,26,26,3820009770
2616,1600062312,55,143,26,3820009858
2617,1600062330,55,13,26,3820009871
2618,1600062334,55,10,26,3820009873
2619,1600062342,55,22,26,3820009874
2620,1600062362,55,91,26,3820009885
2621,1600062440,55,91,26,3820010040
2622,1600062464,55,1179,26,3820010060
2623,1600062487,55,88,26,3820009928
2624,1600062503,55,16,26,3820009939
2625,1600062504,55,162,26,3820009939
2626,1600062538,55,20,26,3820009840
2627,1600062542,55,12,26,3820009843
2628,1600062545,55,13,26,3820009844
2629,1600062549,55,27,26,3820009852
2630,1600062554,55,200,26,3820009868
2631,1600062559,55,119,26,3820009869
2632,1600062565,55,44,26,3820009872
2633,1600062571,55,44,26,3820009882
2634,1600062576,55,179,26,3820009929
2635,1600062582,55,10,26,3820009933
2636,1600062588,55,6,26,3820009937
2637,1600062590,55,68,26,3820009937
2638,1600062595,55,130,26,3820009938
2639,1600062596,55,15,26,3820009938
2640,1600062605,55,8,26,3820009942
2641,1600062606,55,81,26,3820009942
2642,1600062609,55,943,26,3820009944
2643,1600062618,55,8,26,3820009946
2644,1600062619,55,81,26,3820009946
2645,1600062625,55,6,26,3820009952
2646,1600062627,55,68,26,3820009952
2647,1600062631,55,225,26,3820009954
2648,1600062637,55,6,26,3820009956
2649,1600062642,55,470,26,3820009986
2650,1600062646,55,470,26,3820010012
2651,1600062653,55,103,26,3820010014
2652,1600062654,55,22,26,3820010014
2653,1600062659,55,114,26,3820010045
2654,1600063264,55,175,10,3820009716
2655,1600063265,55,175,10,3820009716
2656,1600063268,55,8,10,3820009716
2657,1600063271,55,150,10,3820009716
2658,1600063301,55,50,26,3820009813
2659,1600063307,55,41,26,3820009817
2660,1600063314,55,5,26,3820009825
2661,1600063356,55,19,26,3820009956
2662,1600063361,55,8,26,3820009968
2663,1600063424,55,756,26,3820010063
2664,1600063424,55,756,26,3820010063
2665,1600063453,55,95,27,3823000407
2666,1600063453,55,95,26,3823000407
2667,1600063453,55,95,26,3823000407
2668,1600063453,55,95,26,3823000407
2669,1600063458,55,71,26,3823000407
2670,1600063458,55,71,26,3823000407
2671,1600063458,55,71,26,3823000407
2672,1600063458,55,71,26,3823000407
2673,1600063463,55,12,26,3823000407
2674,1600063463,55,12,26,3823000407
2675,1600063463,55,12,26,3823000407
2676,1600063463,55,12,26,3823000407
2677,1600063467,55,84,26,3823000407
2678,1600063467,55,84,26,3823000407
2679,1600063467,55,84,26,3823000407
2680,1600063467,55,84,26,3823000407
2681,1600063472,55,68,26,3823000407
2682,1600063472,55,68,26,3823000407
2683,1600063472,55,68,26,3823000407
2684,1600063472,55,68,26,3823000407
2685,1600063477,55,134,26,3823000407
2686,1600063477,55,134,26,3823000407
2687,1600063477,55,134,26,3823000407
2688,1600063477,55,134,26,3823000407
2689,1600063482,55,147,26,3823000407
2690,1600063482,55,147,26,3823000407
2691,1600063482,55,147,27,3823000407
2692,1600063482,55,147,27,3823000407
2693,1600063556,55,18,27,3823000225
2694,1600063556,55,18,27,3823000225
2695,1600063556,55,18,27,3823000225
2696,1600063556,55,18,27,3823000225
2697,1600063640,55,1200,23,3820001353
2698,1600063791,55,4,1,3820010055
2699,1600063793,55,57,27,3820010059
2700,1600063795,55,52,27,3820010059
2701,1600063797,55,64,27,3820010059
2702,1600063799,55,62,27,3820010059
2703,1600063841,55,27,27,3820010059
2704,1600063845,55,50,1,3820010090
2705,1600063854,55,61,27,3820010099
2706,1600063858,55,1107,27,3820010102
2707,1600063880,55,761,27,3820010102
2708,1600063882,55,140,27,3820010102
2709,1600064004,55,43,27,3823000427
2710,1600064004,55,43,27,3823000427
2711,1600064004,55,43,27,3823000427
2712,1600064004,55,43,27,3823000427
2713,1600064009,55,429,27,3823000427
2714,1600064009,55,429,27,3823000427
2715,1600064009,55,429,27,3823000427
2716,1600064009,55,429,27,3823000427
2717,1600064014,55,188,27,3823000427
2718,1600064014,55,188,27,3823000427
2719,1600064014,55,188,27,3823000427
2720,1600064014,55,188,27,3823000427
2721,1600064019,55,598,27,3823000427
2722,1600064019,55,598,27,3823000427
2723,1600064019,55,598,27,3823000427
2724,1600064019,55,598,27,3823000427
2725,1600064023,55,218,27,3823000427
2726,1600064023,55,218,27,3823000427
2727,1600064023,55,218,27,3823000427
2728,1600064023,55,218,27,3823000427
2729,1600064028,55,63,27,3823000427
2730,1600064028,55,63,27,3823000427
2731,1600064028,55,63,27,3823000427
2732,1600064028,55,63,27,3823000427
2733,1600064033,55,103,27,3823000427
2734,1600064033,55,103,27,3823000427
2735,1600064033,55,103,27,3823000427
2736,1600064033,55,103,27,3823000427
2737,1600064038,55,105,27,3823000427
2738,1600064038,55,105,27,3823000427
2739,1600064038,55,105,27,3823000427
2740,1600064038,55,105,27,3823000427
2741,1600064043,55,109,27,3823000427
2742,1600064043,55,109,27,3823000427
2743,1600064043,55,109,27,3823000427
2744,1600064043,55,109,27,3823000427
2745,1600064100,55,12,27,3820010142
2746,1600064100,55,12,27,3820010142
2747,1600064102,55,4,27,3820010142
2748,1600064102,55,4,27,3820010142
2749,1600064104,55,5,27,3820010142
2750,1600064104,55,5,27,3820010142
2751,1600064106,55,68,27,3820010144
2752,1600064112,55,63,27,3820010163
2753,1600064117,55,8,27,3820010163
2754,1600064119,55,26,27,3820010163
2755,1600064129,55,47,27,3820010170
2756,1600064138,55,242,27,3820007918
2757,1600064143,55,63,26,3820009854
2758,1600064151,55,273,27,3820010188
2759,1600064153,55,91,27,3820010188
2760,1600064157,55,14,1,3820010193
2761,1600064159,55,10,1,3820010193
2762,1600064161,55,31,1,3820010193
2763,1600064163,55,15,1,3820010193
2764,1600064169,55,193,-1,3820010193
2765,1600064173,55,138,27,3820010203
2766,1600064182,55,2,27,3820010219
2767,1600064192,55,29,27,3820010233
2768,1600064194,55,29,27,3820010233
2769,1600064340,55,41,27,3820010242
2770,1600064684,55,745,18,3820008807
2771,1600064802,55,1200,23,3820001353
2772,1600064803,55,35,0,3820007708
2773,1600064806,55,4,27,3820007691
2774,1600064807,55,11,27,3820008297
2775,1600064862,55,28,27,3820010240
2776,1600064862,55,28,27,3820010240
2777,1600064862,55,28,27,3820010240
2778,1600064862,55,28,27,3820010240
2779,1600064869,55,44,27,3820010251
2780,1600064871,55,14,27,3820010251
2781,1600064873,55,6,27,3820010251
2782,1600064875,55,7,27,3820010251
2783,1600064878,55,56,27,3820010254
2784,1600064884,55,200,1,3820010256
2785,1600064886,55,9,27,3820010257
2786,1600064922,55,14,27,3820010294
2787,1600064922,55,14,27,3820010294
2788,1600064925,55,2,27,3820010296
2789,1600064992,55,10,27,3820010317
2790,1600065108,55,11,27,3820010322
2791,1600065111,55,11,27,3820010322
2792,1600065170,55,44,27,3820010348
2793,1600065170,55,44,27,3820010348
2794,1600065172,55,46,27,3820010348
2795,1600065172,55,46,27,3820010348
2796,1600065240,55,57,27,3820010370
2797,1600065242,55,24,27,3820010370
2798,1600065283,55,200,1,3820010354
2799,1600065285,55,133,1,3820010354
2800,1600065287,55,173,1,3820010354
2801,1600065299,55,1521,1,3820010354
2802,1600065304,55,27,27,3823000261
2803,1600065304,55,27,27,3823000261
2804,1600065304,55,27,27,3823000261
2805,1600065304,55,27,27,3823000261
2806,1600065328,55,25,2,3820010359
2807,1600065330,55,18,2,3820010359
2808,1600065332,55,13,2,3820010359
2809,1600065357,55,253,2,3823000440
2810,1600065357,55,253,2,3823000440
2811,1600065357,55,253,2,3823000440
2812,1600065357,55,253,2,3823000440
2813,1600065357,55,253,2,3823000440
2814,1600065357,55,253,2,3823000440
2815,1600065357,55,253,2,3823000440
2816,1600065357,55,253,2,3823000440
2817,1600065365,55,967,2,3823000440
2818,1600065365,55,967,2,3823000440
2819,1600065365,55,967,2,3823000440
2820,1600065365,55,967,2,3823000440
2821,1600065365,55,967,2,3823000440
2822,1600065365,55,967,2,3823000440
2823,1600065365,55,967,2,3823000440
2824,1600065365,55,967,2,3823000440
2825,1600065375,55,436,2,3823000440
2826,1600065375,55,436,2,3823000440
2827,1600065375,55,436,2,3823000440
2828,1600065375,55,436,2,3823000440
2829,1600065375,55,436,2,3823000440
2830,1600065375,55,436,2,3823000440
2831,1600065375,55,436,2,3823000440
2832,1600065375,55,436,2,3823000440
2833,1600065377,55,560,7,3823000441
2834,1600065377,55,560,7,3823000441
2835,1600065377,55,560,7,3823000441
2836,1600065377,55,560,7,3823000441
2837,1600065377,55,560,7,3823000441
2838,1600065377,55,560,7,3823000441
2839,1600065377,55,560,7,3823000441
2840,1600065377,55,560,7,3823000441
2841,1600065379,55,14,27,3820010399
2842,1600065381,55,58,27,3820010399
2843,1600065383,55,30,27,3820010399
2844,1600065385,55,10,27,3820010399
2845,1600065387,55,4,27,3820010399
2846,1600065389,55,24,27,3820010400
2847,1600065391,55,5,27,3820010401
2848,1600065393,55,2,27,3820010401
2849,1600065395,55,8,27,3820010401
2850,1600065411,55,71,27,3820010407
2851,1600065411,55,71,27,3820010407
2852,1600065413,55,181,27,3820010407
2853,1600065413,55,181,27,3820010407
2854,1600065441,55,2313,2,3823000440
2855,1600065441,55,2313,2,3823000440
2856,1600065441,55,2313,2,3823000440
2857,1600065441,55,2313,3,3823000440
2858,1600065441,55,2313,3,3823000440
2859,1600065441,55,2313,3,3823000440
2860,1600065441,55,2313,3,3823000440
2861,1600065441,55,2313,3,3823000440
2862,1600065445,55,2602,3,3823000440
2863,1600065445,55,2602,3,3823000440
2864,1600065445,55,2602,3,3823000440
2865,1600065445,55,2602,4,3823000440
2866,1600065445,55,2602,4,3823000440
2867,1600065445,55,2602,4,3823000440
2868,1600065445,55,2602,4,3823000440
2869,1600065445,55,2602,4,3823000440
2870,1600065446,55,2892,4,3823000440
2871,1600065446,55,2892,4,3823000440
2872,1600065446,55,2892,4,3823000440
2873,1600065446,55,2892,5,3823000440
2874,1600065446,55,2892,5,3823000440
2875,1600065446,55,2892,5,3823000440
2876,1600065446,55,2892,5,3823000440
2877,1600065446,55,2892,5,3823000440
2878,1600065447,55,3470,5,3823000440
2879,1600065447,55,3470,5,3823000440
2880,1600065447,55,3470,6,3823000440
2881,1600065447,55,3470,6,3823000440
2882,1600065447,55,3470,6,3823000440
2883,1600065447,55,3470,6,3823000440
2884,1600065447,55,3470,6,3823000440
2885,1600065447,55,3470,6,3823000440
2886,1600065448,55,1735,28,3823000423
2887,1600065448,55,1735,27,3823000423
2888,1600065448,55,1735,27,3823000423
2889,1600065448,55,1735,27,3823000423
2890,1600065449,55,1735,28,3823000423
2891,1600065449,55,1735,28,3823000423
2892,1600065449,55,1735,28,3823000423
2893,1600065449,55,1735,28,3823000423
2894,1600065450,55,2313,28,3823000423
2895,1600065450,55,2313,28,3823000423
2896,1600065450,55,2313,28,3823000423
2897,1600065450,55,2313,28,3823000423
2898,1600065451,55,3470,31,3823000335
2899,1600065451,55,3470,28,3823000335
2900,1600065451,55,3470,29,3823000335
2901,1600065451,55,3470,29,3823000335
2902,1600065452,55,3470,29,3823000335
2903,1600065452,55,3470,29,3823000335
2904,1600065452,55,3470,29,3823000335
2905,1600065452,55,3470,29,3823000335
2906,1600065453,55,3470,30,3823000335
2907,1600065453,55,3470,30,3823000335
2908,1600065453,55,3470,30,3823000335
2909,1600065453,55,3470,30,3823000335
2910,1600065454,55,3470,30,3823000335
2911,1600065454,55,3470,30,3823000335
2912,1600065454,55,3470,31,3823000335
2913,1600065454,55,3470,31,3823000335
2914,1600065790,55,8,27,3820010251
2915,1600065856,55,570,19,3820008318
2916,1600065929,55,281,27,3820010457
2917,1600065937,55,125,27,3820010463
2918,1600065939,55,24,31,3820010468
2919,1600065939,55,24,27,3820010468
2920,1600065941,55,69,27,3820010468
2921,1600065941,55,69,27,3820010468
2922,1600065943,55,28,27,3820010468
2923,1600065943,55,28,27,3820010468
2924,1600065945,55,23,27,3820010468
2925,1600065945,55,23,27,3820010468
2926,1600065947,55,144,27,3820010468
2927,1600065947,55,144,27,3820010468
2928,1600065949,55,44,27,3820010468
2929,1600065949,55,44,31,3820010468
2930,1600065960,55,35,27,3820010475
2931,1600065975,55,41,31,3820003425
2932,1600066321,55,83,31,3820009042
2933,1600066324,55,1119,31,3820009042
2934,1600066326,55,444,31,3820009042
2935,1600066329,55,489,31,3820009042
2936,1600066331,55,135,31,3820009042
2937,1600066334,55,75,31,3820009042
2938,1600066465,55,12,18,3820009212
2939,1600066469,55,2,10,3820009716
2940,1600066472,55,74,10,3820009716
2941,1600066494,55,5,31,3820010300
2942,1600066502,55,12,31,3820010304
2943,1600066624,55,6,31,3820010467
2944,1600066624,55,6,31,3820010467
2945,1600066627,55,6,31,3820010467
2946,1600066627,55,6,31,3820010467
2947,1600066669,55,21,31,3820010500
2948,1600066672,55,9,31,3820010500
2949,1600066675,55,63,31,3820010512
2950,1600066677,55,26,31,3820010512
2951,1600066691,55,27,31,3820010519
2952,1600066717,55,47,31,3820010539
2953,1600066820,55,1,0,3820010237
2954,1600066822,55,2,0,3820010237
2955,1600066824,55,1,0,3820010237
2956,1600066868,55,5,31,3820010514
2957,1600066871,55,157,31,3820010521
2958,1600066948,55,189,31,3820010542
2959,1600067008,55,11,7,3820010547
2960,1600067120,55,6,31,3820010610
2961,1600067168,55,24,31,3820010566
2962,1600067177,55,32,31,3820010589
2963,1600067179,55,32,31,3820010599
2964,1600067179,55,32,31,3820010599
2965,1600067181,55,28,31,3820010599
2966,1600067181,55,28,31,3820010599
2967,1600067183,55,28,31,3820010599
2968,1600067183,55,28,31,3820010599
2969,1600067185,55,18,31,3820010600
2970,1600067187,55,32,31,3820010600
2971,1600067189,55,18,31,3820010600
2972,1600067191,55,84,31,3820010600
2973,1600067193,55,144,31,3820010605
2974,1600067195,55,34,31,3820010605
2975,1600067197,55,48,31,3820010605
2976,1600067272,55,11,31,3820010494
2977,1600067275,55,7,31,3820010494
2978,1600067287,55,26,31,3820010494
2979,1600067293,55,96,31,3820010494
2980,1600067299,55,29,31,3820010405
2981,1600067299,55,29,31,3820010405
2982,1600067305,55,36,31,3820010405
2983,1600067305,55,36,31,3820010405
2984,1600067337,55,33,31,3820010464
2985,1600067337,55,33,31,3820010464
2986,1600067342,55,48,31,3820010464
2987,1600067342,55,48,31,3820010464
2988,1600067347,55,89,31,3820010464
2989,1600067347,55,89,31,3820010464
2990,1600067352,55,45,31,3820010464
2991,1600067352,55,45,31,3820010464
2992,1600067357,55,15,31,3820010464
2993,1600067357,55,15,31,3820010464
2994,1600067362,55,21,31,3820010464
2995,1600067362,55,21,31,3820010464
2996,1600067435,55,6,31,3820010465
2997,1600067435,55,6,31,3820010465
2998,1600067440,55,89,31,3820010465
2999,1600067440,55,89,31,3820010465
3000,1600067446,55,1,31,3820010465
3001,1600067446,55,1,31,3820010465
3002,1600067450,55,1,31,3820010465
3003,1600067450,55,1,31,3820010465
3004,1600067453,55,89,31,3820010465
3005,1600067453,55,89,31,3820010465
3006,1600067458,55,37,31,3820010466
3007,1600067458,55,37,31,3820010466
3008,1600067473,55,150,31,3820010491
3009,1600067486,55,2,31,3820010595
3010,1600067490,55,2,31,3820010595
3011,1600067494,55,2,31,3820010595
3012,1600067495,55,47,31,3820010595
3013,1600067499,55,80,31,3820010595
3014,1600067504,55,54,31,3820010595
3015,1600067515,55,785,31,3820003477
3016,1600067518,55,159,31,3820010627
3017,1600067518,55,159,31,3820010627
3018,1600067524,55,90,-1,3823000441
3019,1600067524,55,90,-1,3823000441
3020,1600067524,55,90,-1,3823000441
3021,1600067524,55,90,-1,3823000441
3022,1600067524,55,90,-1,3823000441
3023,1600067524,55,90,-1,3823000441
3024,1600067524,55,90,-1,3823000441
3025,1600067524,55,90,-1,3823000441
3026,1600067529,55,111,-1,3823000441
3027,1600067529,55,111,-1,3823000441
3028,1600067529,55,111,-1,3823000441
3029,1600067529,55,111,-1,3823000441
3030,1600067529,55,111,-1,3823000441
3031,1600067529,55,111,-1,3823000441
3032,1600067529,55,111,7,3823000441
3033,1600067529,55,111,7,3823000441
3034,1600067553,55,29,31,3820010615
3035,1600067555,55,48,31,3820010616
3036,1600067567,55,102,31,3820010627
3037,1600067567,55,102,31,3820010627
3038,1600067569,55,422,31,3820010627
3039,1600067569,55,422,31,3820010627
3040,1600067571,55,106,31,3820010627
3041,1600067571,55,106,31,3820010627
3042,1600067579,55,42,31,3820010656
3043,1600067581,55,37,31,3820010656
3044,1600067607,55,126,7,3820010669
3045,1600067660,55,56,18,3823000328
3046,1600067660,55,56,18,3823000328
3047,1600067660,55,56,18,3823000328
3048,1600067660,55,56,18,3823000328
3049,1600067660,55,56,18,3823000328
3050,1600067660,55,56,18,3823000328
3051,1600067660,55,56,18,3823000328
3052,1600067660,55,56,18,3823000328
3053,1600067782,55,6,31,3820010679
3054,1600067786,55,238,31,3820010683
3055,1600068079,55,157,32,3820010714
3056,1600068084,55,326,31,3820010714
3057,1600068090,55,24,31,3820010714
3058,1600068102,55,3,32,3820010714
3059,1600068103,55,4,32,3820010714
3060,1600068106,55,29,32,3820010714
3061,1600068119,55,6,32,3820010714
3062,1600068120,55,7,32,3820010714
3063,1600068123,55,64,32,3820010714
3064,1600068126,55,186,31,3820010717
3065,1600068171,55,46,32,3820010692
3066,1600068173,55,6,32,3820010692
3067,1600068175,55,12,32,3820010692
3068,1600068177,55,9,32,3820010692
3069,1600068232,55,9,32,3820010664
3070,1600068318,55,133,0,3820008213
3071,1600068362,55,88,18,3820008807
3072,1600068363,55,180,18,3820008807
3073,1600068499,55,6,7,3820010721
3074,1600068541,55,210,7,3820010721
3075,1600068573,55,43,10,3820009716
3076,1600068577,55,6,10,3820009716
3077,1600068581,55,6,19,3820008683
3078,1600068581,55,6,19,3820008683
3079,1600068632,55,15,25,3820009680
3080,1600068689,55,1,19,3820008683
3081,1600068689,55,1,19,3820008683
3082,1600068690,55,1,19,3820008683
3083,1600068690,55,1,19,3820008683
3084,1600068924,55,3,32,3820010777
3085,1600068928,55,6,10,3820009476
3086,1600069207,55,1,8,3820010731
3087,1600069259,55,1059,7,3820010721
3088,1600069260,55,10,7,3820010721
3089,1600069261,55,43,7,3820010721
3090,1600069263,55,34,7,3820010721
3091,1600069265,55,34,7,3820010721
3092,1600069273,55,21,32,3820010768
3093,1600069275,55,31,32,3820010769
3094,1600069277,55,250,7,3820010770
3095,1600069287,55,63,32,3820010771
3096,1600069290,55,93,32,3820010786
3097,1600069304,55,72,7,3820010793
3098,1600069306,55,10,7,3820010793
3099,1600069308,55,16,7,3820010793
3100,1600069310,55,4,7,3820010793
3101,1600069312,55,4,7,3820010793
3102,1600069314,55,20,7,3820010793
3103,1600069351,55,18,7,3820010798
3104,1600069351,55,18,7,3820010798
3105,1600069354,55,16,7,3820010798
3106,1600069354,55,16,7,3820010798
3107,1600069388,55,64,32,3820010861
3108,1600069392,55,4,32,3820010867
3109,1600069400,55,38,32,3820010896
3110,1600069402,55,30,32,3820010896
3111,1600069405,55,26,32,3820010904
3112,1600069408,55,90,32,3820010905
3113,1600069488,55,23,32,3820010910
3114,1600069488,55,23,32,3820010910
3115,1600069490,55,72,32,3820010910
3116,1600069490,55,72,32,3820010910
3117,1600069492,55,96,32,3820010910
3118,1600069492,55,96,32,3820010910
3119,1600069494,55,96,32,3820010910
3120,1600069494,55,96,32,3820010910
3121,1600069496,55,76,32,3820010910
3122,1600069496,55,76,32,3820010910
3123,1600069511,55,514,32,3820010910
3124,1600069511,55,514,32,3820010910
3125,1600070118,55,51,7,3820010721
3126,1600070124,55,8,7,3820010906
3127,1600070124,55,8,7,3820010906
3128,1600070126,55,7,7,3820010906
3129,1600070126,55,7,7,3820010906
3130,1600070128,55,14,7,3820010906
3131,1600070128,55,14,7,3820010906
3132,1600070130,55,2,7,3820010906
3133,1600070130,55,2,7,3820010906
3134,1600070132,55,4,32,3820010907
3135,1600070134,55,2,32,3820010907
3136,1600070136,55,18,32,3820010907
3137,1600070138,55,18,32,3820010907
3138,1600070158,55,12,32,3820010722
3139,1600070181,55,514,32,3820010910
3140,1600070181,55,514,32,3820010910
3141,1600070183,55,12,32,3820010722
3142,1600070187,55,514,32,3820010910
3143,1600070187,55,514,32,3820010910
3144,1600070189,55,257,32,3820010910
3145,1600070189,55,257,32,3820010910
3146,1600070191,55,71,32,3820010924
3147,1600070194,55,12,32,3820010934
3148,1600070203,55,5,32,3820010935
3149,1600070215,55,92,32,3820010940
3150,1600070215,55,92,32,3820010940
3151,1600070217,55,4,32,3820010940
3152,1600070217,55,4,32,3820010940
3153,1600070220,55,75,32,3820010940
3154,1600070220,55,75,32,3820010940
3155,1600070244,55,29,32,3820010968
3156,1600070247,55,12,32,3820010969
3157,1600070250,55,9,32,3820010969
3158,1600070253,55,4,32,3820010969
3159,1600070258,55,6,32,3820010974
3160,1600070276,55,17,8,3823000481
3161,1600070276,55,17,8,3823000481
3162,1600070276,55,17,8,3823000481
3163,1600070276,55,17,8,3823000481
3164,1600070285,55,1178,32,3820003946
3165,1600070302,55,4629,32,3820007985
3166,1600070591,55,120,32,3823000244
3167,1600070591,55,120,32,3823000244
3168,1600070591,55,120,32,3823000244
3169,1600070591,55,120,32,3823000244
3170,1600070894,55,207,32,3820010738
3171,1600070898,55,2,32,3820010740
3172,1600071017,55,26,7,3820010816
3173,1600071020,55,6,32,3820010867
3174,1600071105,55,5,32,3820011014
3175,1600071107,55,47,32,3820011015
3176,1600071109,55,9,32,3820011015
3177,1600071143,55,22,32,3820011018
3178,1600071147,55,7,32,3820011020
3179,1600071155,55,41,32,3820011040
3180,1600071157,55,37,32,3820011041
3181,1600071159,55,78,32,3820011042
3182,1600071181,55,414,32,3820011042
3183,1600071183,55,180,32,3820011042
3184,1600071197,55,130,8,3820011043
3185,1600071199,55,12,8,3820011043
3186,1600071221,55,9,8,3820011043
3187,1600071225,55,104,32,3820011052
3188,1600071228,55,10,8,3820011053
3189,1600071228,55,10,8,3820011053
3190,1600071231,55,22,8,3820011053
3191,1600071231,55,22,8,3820011053
3192,1600071234,55,10,8,3820011053
3193,1600071234,55,10,8,3820011053
3194,1600071237,55,3,8,3820011053
3195,1600071237,55,3,8,3820011053
